"","Chromosome","Start","End","Feature","203219650162_R08C01","203219650188_R08C01","203219750019_R05C01","203219750053_R05C01","203219760009_R08C01","203220070150_R02C01","203225140266_R03C01","203257030015_R06C01","203257030060_R08C01"
"chr7-0145","chr7",21600001,21900000,"chr7-0145",-0.328,0.015,-0.04,-0.122,0.036,0.104,-0.291,-0.064,0.011
"chr7-0146","chr7",21900001,22000000,"chr7-0146",-0.11,-0.102,-0.149,-0.096,-0.066,-0.022,-0.177,-0.123,-0.022
"chr7-0147","chr7",22000001,22100000,"chr7-0147",-0.418,-0.062,0.072,-0.158,-0.02,-0.061,-0.484,-0.161,-0.147
"chr7-0148","chr7",22100001,22200000,"chr7-0148",-0.182,-0.056,-0.058,-0.117,-0.033,-0.068,-0.116,-0.089,-0.038
"chr7-0149","chr7",22200001,22300000,"chr7-0149",-0.345,0.012,0.052,-0.088,0.038,-0.022,-0.079,-0.13,0.012
"chr7-0150","chr7",22300001,22400000,"chr7-0150",-0.131,0.093,-0.062,0.031,-0.008,-0.049,-0.12,-0.001,0.139
"chr7-0151","chr7",22400001,22500000,"chr7-0151",-0.368,-0.007,-0.311,-0.188,-0.069,-0.094,-0.213,-0.245,-0.046
"chr7-0152","chr7",22500001,22600000,"chr7-0152",-0.059,-0.029,0.138,-0.005,0.029,-0.005,-0.098,-0.047,-0.086
"chr7-0153","chr7",22600001,22700000,"chr7-0153",-0.411,-0.109,-0.331,-0.249,-0.044,-0.154,-0.233,-0.237,-0.168
"chr7-0154","chr7",22700001,22800000,"chr7-0154",-0.189,0.008,-0.186,-0.009,0.052,0.01,-0.092,-0.076,0.032
"chr7-0155","chr7",22800001,23000000,"chr7-0155",-0.178,-0.046,-0.16,-0.132,-0.015,-0.058,-0.164,-0.15,-0.119
"chr7-0156","chr7",23000001,23100000,"chr7-0156",0.049,0.069,-0.019,0.141,0.022,0.088,-0.003,0.147,0.161
"chr7-0157","chr7",23100001,23200000,"chr7-0157",0.133,0.135,0.021,0.204,0.066,-0.001,0.056,0.126,0.119
"chr7-0158","chr7",23200001,23300000,"chr7-0158",0.043,0.041,0.207,0.104,0.008,0.002,-0.1,0.076,0.037
"chr7-0159","chr7",23300001,23400000,"chr7-0159",-0.223,0.011,-0.16,-0.159,0.001,0.001,-0.155,-0.082,-0.031
"chr7-0160","chr7",23400001,23500000,"chr7-0160",-0.35,0.178,0.194,0.067,0.122,0.105,-0.293,0.009,0.121
"chr7-0161","chr7",23500001,23600000,"chr7-0161",0.378,0.123,0.441,0.243,0.131,0.098,0.201,0.268,0.19
"chr7-0162","chr7",23600001,23700000,"chr7-0162",0.12,0.004,0.232,0.149,0.025,-0.02,-0.019,0.147,0.012
"chr7-0163","chr7",23700001,23800000,"chr7-0163",-0.033,0.12,0.271,0.096,0.086,0.058,-0.045,0.145,0.154
"chr7-0164","chr7",23800001,24000000,"chr7-0164",-0.358,0.071,-0.042,-0.193,-0.072,-0.068,-0.243,-0.097,-0.084
"chr7-0165","chr7",24000001,24300000,"chr7-0165",-0.778,-0.214,-0.58,-0.702,-0.268,-0.218,-0.472,-0.4,-0.305
"chr7-0166","chr7",24300001,24400000,"chr7-0166",0.035,-0.15,-0.378,-0.264,-0.152,-0.05,-0.203,-0.204,-0.106
"chr7-0167","chr7",24400001,24500000,"chr7-0167",-0.632,-0.13,-0.312,-0.246,-0.142,-0.208,-0.589,-0.335,-0.084
"chr7-0168","chr7",24500001,24600000,"chr7-0168",-0.568,-0.168,-0.592,-0.466,-0.148,-0.171,-0.564,-0.503,-0.288
"chr7-0169","chr7",24600001,24700000,"chr7-0169",-0.165,-0.088,-0.105,-0.087,-0.071,0.002,-0.38,0.002,-0.064
"chr7-0170","chr7",24700001,24800000,"chr7-0170",-0.074,0.004,-0.11,-0.12,0.003,-0.05,-0.096,-0.099,-0.079
"chr7-0171","chr7",24800001,24900000,"chr7-0171",-0.401,-0.039,-0.037,-0.177,-0.034,-0.073,-0.258,-0.189,-0.029
"chr7-0172","chr7",24900001,25000000,"chr7-0172",-0.365,0.02,-0.204,-0.125,-0.014,-0.016,-0.213,-0.209,-0.047
"chr7-0173","chr7",25000001,25100000,"chr7-0173",-0.034,-0.079,0.007,-0.011,-0.068,-0.049,-0.058,0.02,0.014
"chr7-0174","chr7",25100001,25200000,"chr7-0174",0.083,-0.036,0.238,0.153,0.003,0.019,0,0.133,0.036
"chr7-0175","chr7",25200001,25300000,"chr7-0175",-0.125,-0.132,-0.288,-0.208,-0.017,-0.008,-0.244,-0.113,-0.059
"chr7-0176","chr7",25300001,25600000,"chr7-0176",-0.214,-0.078,-0.203,-0.117,-0.082,-0.1,-0.177,-0.131,-0.167
"chr7-0177","chr7",25600001,25700000,"chr7-0177",0.045,-0.01,0.132,0.204,0.032,-0.025,0.13,0.083,0.091
"chr7-0178","chr7",25700001,25800000,"chr7-0178",0.135,-0.031,-0.193,-0.123,-0.012,-0.027,0.014,-0.045,-0.036
"chr7-0179","chr7",25800001,25900000,"chr7-0179",0.209,0.009,0.001,0.083,0.032,0.007,0.175,-0.005,0.076
"chr7-0180","chr7",25900001,26100000,"chr7-0180",0.121,0.028,0.005,0.023,0.024,0.019,0.072,0.042,0.039
"chr7-0181","chr7",26100001,26200000,"chr7-0181",-0.136,-0.007,-0.27,-0.282,-0.009,-0.073,-0.283,-0.098,-0.076
"chr7-0182","chr7",26200001,26300000,"chr7-0182",0.146,-0.061,-0.029,0.059,-0.059,0.069,0.154,0.088,0.095
"chr7-0183","chr7",26300001,26400000,"chr7-0183",-0.067,0.193,0.251,0.156,0.103,0.033,0.076,0.156,0.157
"chr7-0184","chr7",26400001,26500000,"chr7-0184",0.015,0.044,-0.043,0.093,0.057,0.03,-0.006,-0.013,0.048
"chr7-0185","chr7",26500001,26600000,"chr7-0185",-0.207,-0.015,-0.077,-0.127,-0.049,-0.025,-0.065,-0.095,-0.06
"chr7-0186","chr7",26600001,26700000,"chr7-0186",-0.429,-0.03,-0.138,-0.273,-0.072,-0.049,-0.247,-0.349,-0.092
"chr7-0187","chr7",26700001,26900000,"chr7-0187",-0.364,-0.144,-0.19,-0.109,0.009,0.005,-0.111,-0.26,0.128
"chr7-0188","chr7",26900001,27100000,"chr7-0188",-0.17,0.005,0.061,-0.024,0.001,0,-0.094,-0.127,-0.059
"chr7-0189","chr7",27100001,27200000,"chr7-0189",0.1,-0.024,0.261,0.106,-0.027,-0.01,0.205,0.089,0.055
"chr7-0190","chr7",27200001,27300000,"chr7-0190",0.225,-0.027,0.046,0.069,-0.022,0.013,0.179,0.087,0.028
"chr7-0191","chr7",27300001,27500000,"chr7-0191",-0.137,0.051,0.289,0.074,0.067,0.003,-0.044,0.059,0.036
"chr7-0192","chr7",27500001,27700000,"chr7-0192",-0.294,-0.056,-0.165,-0.11,-0.011,-0.055,-0.328,-0.058,-0.094
"chr7-0193","chr7",27700001,27800000,"chr7-0193",0.05,0.008,-0.144,-0.016,0.01,0.021,-0.005,0.043,-0.043
"chr7-0194","chr7",27800001,27900000,"chr7-0194",-0.259,-0.019,-0.013,0.004,0.013,-0.049,-0.303,-0.042,0.065
"chr7-0195","chr7",27900001,28000000,"chr7-0195",-0.019,0.019,0.02,0.048,0.048,0.041,0.04,-0.063,0.05
"chr7-0196","chr7",28000001,28100000,"chr7-0196",-0.032,0.03,-0.076,-0.002,0.054,0.016,-0.123,-0.027,-0.007
"chr7-0197","chr7",28100001,28200000,"chr7-0197",-0.131,-0.085,-0.287,-0.069,-0.009,-0.029,-0.063,-0.155,0.071
"chr7-0198","chr7",28200001,28300000,"chr7-0198",-0.05,0.035,0.02,-0.031,0.01,-0.009,-0.182,0.009,0.061
"chr7-0199","chr7",28300001,28400000,"chr7-0199",-0.255,-0.096,-0.064,-0.093,-0.061,-0.077,-0.243,-0.167,-0.067
"chr7-0200","chr7",28400001,28500000,"chr7-0200",-0.092,-0.108,-0.206,0.004,-0.022,-0.051,-0.012,-0.006,-0.012
"chr7-0201","chr7",28500001,28600000,"chr7-0201",-0.369,-0.087,-0.029,-0.165,-0.044,-0.061,-0.355,-0.149,-0.122
"chr7-0202","chr7",28600001,28700000,"chr7-0202",-0.232,0.042,-0.065,-0.039,-0.026,-0.064,-0.199,-0.054,0.032
"chr7-0203","chr7",28700001,28800000,"chr7-0203",-0.078,-0.033,-0.015,0.076,0.026,-0.096,-0.055,-0.053,0.129
"chr7-0204","chr7",28800001,28900000,"chr7-0204",-0.126,0.024,0.004,0.029,-0.052,0.039,-0.112,0.015,-0.048
"chr7-0205","chr7",28900001,29000000,"chr7-0205",0.13,-0.063,-0.011,0.005,-0.095,0.038,0.11,0.091,0.061
"chr7-0206","chr7",29000001,29100000,"chr7-0206",-0.372,-0.058,-0.326,-0.326,-0.051,-0.129,-0.208,-0.331,-0.134
"chr7-0207","chr7",29100001,29200000,"chr7-0207",-0.209,-0.098,-0.221,-0.207,-0.105,-0.008,-0.21,-0.228,-0.128
"chr7-0208","chr7",29200001,29300000,"chr7-0208",0,-0.105,-0.119,-0.031,-0.019,-0.082,-0.062,-0.089,-0.05
"chr7-0209","chr7",29300001,29400000,"chr7-0209",-0.323,-0.063,-0.102,-0.228,-0.06,-0.043,-0.329,-0.217,-0.074
"chr7-0210","chr7",29400001,29500000,"chr7-0210",-0.295,-0.074,-0.381,-0.262,-0.033,-0.085,-0.315,-0.258,-0.134
"chr7-0211","chr7",29500001,29600000,"chr7-0211",-0.252,-0.124,-0.283,-0.177,0.007,-0.067,-0.235,-0.196,-0.212
"chr7-0212","chr7",29600001,29700000,"chr7-0212",0.115,-0.108,-0.013,-0.054,-0.093,-0.016,-0.066,0.016,-0.126
"chr7-0213","chr7",29700001,29800000,"chr7-0213",0.253,0.147,0.509,0.39,0.074,0.037,0.161,0.363,0.195
"chr7-0214","chr7",29800001,29900000,"chr7-0214",-0.155,-0.065,0.005,-0.047,-0.091,-0.078,-0.143,-0.011,0.004
"chr7-0215","chr7",29900001,30000000,"chr7-0215",-0.22,0.031,-0.025,-0.085,0.018,0.034,-0.053,-0.125,-0.047
"chr7-0216","chr7",30000001,30100000,"chr7-0216",0.181,0.034,0.037,0.133,0.046,0.065,0.037,0.133,0.049
"chr7-0217","chr7",30100001,30200000,"chr7-0217",-0.066,0.085,0.074,0.035,0.001,-0.026,-0.031,0.018,0.03
"chr7-0218","chr7",30200001,30300000,"chr7-0218",-0.478,-0.184,-0.552,-0.409,-0.081,-0.194,-0.255,-0.424,-0.248
"chr7-0219","chr7",30300001,30400000,"chr7-0219",0.147,0.044,0.012,0.03,0.059,0.092,0.026,0.149,0.174
"chr7-0220","chr7",30400001,30500000,"chr7-0220",-0.029,-0.028,0.076,-0.018,0.045,0.003,-0.13,0.001,0.072
"chr7-0221","chr7",30500001,30600000,"chr7-0221",0.107,-0.025,-0.093,-0.011,0.036,0.029,0.108,0,0.046
"chr7-0222","chr7",30600001,30700000,"chr7-0222",-0.094,0,-0.091,-0.086,-0.028,-0.043,-0.125,-0.114,-0.063
"chr7-0223","chr7",30700001,30800000,"chr7-0223",-0.013,-0.105,-0.04,-0.111,-0.095,-0.081,0.099,-0.046,-0.088
"chr7-0224","chr7",30800001,30900000,"chr7-0224",0.108,-0.09,-0.056,-0.009,-0.019,-0.017,0.091,-0.03,-0.066
"chr7-0225","chr7",30900001,31000000,"chr7-0225",0.2,-0.11,-0.294,-0.09,-0.041,-0.029,0.177,-0.039,-0.064
"chr7-0226","chr7",31000001,31100000,"chr7-0226",-0.091,-0.124,-0.09,-0.222,-0.079,-0.105,-0.035,-0.127,-0.17
"chr7-0227","chr7",31100001,31200000,"chr7-0227",-0.303,-0.122,-0.479,-0.475,-0.115,-0.156,-0.091,-0.394,-0.21
"chr7-0228","chr7",31200001,31300000,"chr7-0228",-0.301,-0.033,-0.38,-0.249,-0.029,-0.017,-0.244,-0.176,-0.014
"chr7-0229","chr7",31300001,31500000,"chr7-0229",-0.297,-0.118,-0.009,-0.311,-0.086,-0.114,-0.299,-0.194,-0.023
"chr7-0230","chr7",31500001,31600000,"chr7-0230",-0.519,-0.084,-0.246,-0.333,-0.136,-0.096,-0.25,-0.217,-0.164
"chr7-0231","chr7",31600001,31800000,"chr7-0231",-0.58,-0.177,-0.325,-0.43,-0.202,-0.255,-0.497,-0.371,-0.214
"chr7-0232","chr7",31800001,31900000,"chr7-0232",-0.531,-0.096,-0.336,-0.27,-0.122,-0.171,-0.38,-0.308,-0.25
"chr7-0233","chr7",31900001,32100000,"chr7-0233",-0.438,-0.085,-0.259,-0.237,-0.084,-0.127,-0.314,-0.229,-0.15
"chr7-0234","chr7",32100001,32300000,"chr7-0234",-0.28,-0.045,-0.19,-0.172,-0.006,-0.049,-0.149,-0.055,-0.135
"chr7-0235","chr7",32300001,32500000,"chr7-0235",-0.309,-0.016,-0.061,-0.127,-0.05,-0.031,-0.159,-0.177,-0.043
"chr7-0236","chr7",32500001,32600000,"chr7-0236",-0.015,0.073,0.032,0.07,0.051,0.04,0.002,0.155,0.114
"chr7-0237","chr7",32600001,32800000,"chr7-0237",-0.082,0.112,0.188,0.115,0.016,0.087,-0.185,-0.038,0.037
"chr7-0238","chr7",32800001,32900000,"chr7-0238",-0.175,-0.01,0.231,0.165,-0.031,-0.061,-0.084,-0.02,0.056
"chr7-0239","chr7",32900001,33000000,"chr7-0239",0.333,0.15,0.374,0.324,0.146,0.098,0.155,0.249,0.175
"chr7-0240","chr7",33000001,33100000,"chr7-0240",-0.02,0.185,0.32,0.263,0.099,0.101,0.008,0.155,0.196
"chr7-0241","chr7",33100001,33200000,"chr7-0241",0.179,0.071,0.164,0.145,0.031,0.068,0.081,0.229,0.081
"chr7-0242","chr7",33200001,33500000,"chr7-0242",-0.273,0.063,-0.074,-0.086,0.051,0.026,-0.285,-0.094,0.051
"chr7-0243","chr7",33500001,33700000,"chr7-0243",-0.244,-0.025,-0.148,-0.125,-0.053,-0.074,-0.347,-0.223,-0.053
"chr7-0244","chr7",33700001,33800000,"chr7-0244",-0.296,-0.081,-0.198,-0.167,-0.046,-0.039,-0.214,-0.137,-0.169
"chr7-0245","chr7",33800001,33900000,"chr7-0245",-0.422,-0.094,-0.49,-0.32,0.009,-0.119,-0.335,-0.254,-0.109
"chr7-0246","chr7",33900001,34000000,"chr7-0246",-0.275,-0.105,-0.14,-0.114,-0.013,-0.053,-0.126,-0.076,-0.075
"chr7-0247","chr7",34000001,34100000,"chr7-0247",-0.362,-0.05,-0.306,-0.244,-0.099,-0.118,-0.329,-0.192,-0.105
"chr7-0248","chr7",34100001,34200000,"chr7-0248",-0.392,-0.168,-0.053,-0.188,-0.121,-0.119,-0.281,-0.21,-0.219
"chr7-0249","chr7",34200001,34400000,"chr7-0249",-0.689,-0.219,-0.449,-0.487,-0.167,-0.148,-0.454,-0.381,-0.154
"chr7-0250","chr7",34400001,34800000,"chr7-0250",-0.591,-0.14,-0.428,-0.296,-0.116,-0.14,-0.516,-0.216,-0.101
"chr7-0251","chr7",34800001,34900000,"chr7-0251",-0.592,-0.152,-0.513,-0.341,-0.158,-0.221,-0.395,-0.346,-0.247
"chr7-0252","chr7",34900001,35000000,"chr7-0252",-0.628,-0.244,-0.467,-0.408,-0.175,-0.299,-0.528,-0.364,-0.253
"chr7-0253","chr7",35000001,35200000,"chr7-0253",0.005,0.058,-0.015,0.045,-0.014,0.005,-0.066,-0.01,0.013
"chr7-0254","chr7",35200001,35300000,"chr7-0254",0.002,-0.066,0.086,-0.016,-0.036,0.03,-0.023,-0.009,-0.053
"chr7-0255","chr7",35300001,35500000,"chr7-0255",-0.349,-0.149,-0.206,-0.293,-0.093,-0.028,-0.128,-0.262,-0.196
"chr7-0256","chr7",35500001,35600000,"chr7-0256",-0.13,-0.1,-0.15,-0.072,-0.072,-0.102,-0.057,-0.108,-0.039
"chr7-0257","chr7",35600001,35700000,"chr7-0257",-0.302,-0.004,-0.064,-0.115,0.017,-0.032,-0.035,-0.095,-0.098
"chr7-0258","chr7",35700001,35800000,"chr7-0258",0.075,-0.054,-0.075,0.046,0.005,0.007,-0.06,0.064,0.047
"chr7-0259","chr7",35800001,35900000,"chr7-0259",0.038,-0.079,-0.066,-0.013,-0.014,-0.009,-0.133,0.017,-0.129
"chr7-0260","chr7",35900001,36100000,"chr7-0260",-0.116,-0.026,0.08,-0.036,-0.01,-0.057,-0.113,-0.094,-0.089
"chr7-0261","chr7",36100001,36200000,"chr7-0261",0.143,-0.032,-0.158,0.08,0.057,0.03,0.101,0.068,-0.054
"chr7-0262","chr7",36200001,36300000,"chr7-0262",-0.308,-0.004,0.078,-0.121,-0.045,-0.138,-0.23,-0.14,-0.075
"chr7-0263","chr7",36300001,36400000,"chr7-0263",-0.038,0.014,0.011,0.049,0.07,0.039,0.069,-0.029,0.001
"chr7-0264","chr7",36400001,36500000,"chr7-0264",-0.1,-0.023,-0.051,-0.018,0.037,0.017,-0.114,-0.063,-0.007
"chr7-0265","chr7",36500001,36600000,"chr7-0265",-0.304,0.026,0.035,-0.081,-0.124,-0.094,-0.269,-0.014,-0.101
"chr7-0266","chr7",36600001,36700000,"chr7-0266",-0.473,-0.115,-0.386,-0.375,-0.109,-0.163,-0.345,-0.342,-0.156
"chr7-0267","chr7",36700001,36800000,"chr7-0267",-0.376,-0.05,-0.128,-0.265,-0.031,-0.073,-0.148,-0.218,-0.136
"chr7-0268","chr7",36800001,36900000,"chr7-0268",-0.419,-0.06,-0.292,-0.314,-0.047,-0.149,-0.227,-0.244,-0.086
"chr7-0269","chr7",36900001,37000000,"chr7-0269",-0.441,-0.109,-0.253,-0.178,-0.043,-0.082,-0.255,-0.224,-0.117
"chr7-0270","chr7",37000001,37200000,"chr7-0270",-0.34,-0.058,-0.191,-0.236,-0.018,-0.092,-0.341,-0.189,-0.025
"chr7-0271","chr7",37200001,37300000,"chr7-0271",-0.181,0.035,-0.105,-0.123,0.009,-0.022,-0.215,-0.021,-0.025
"chr7-0272","chr7",37300001,37400000,"chr7-0272",-0.346,-0.009,-0.134,-0.166,0.002,-0.051,-0.231,-0.214,-0.067
"chr7-0273","chr7",37400001,37500000,"chr7-0273",-0.189,0.045,-0.036,-0.046,-0.003,0.033,0.009,-0.069,0.074
"chr7-0274","chr7",37500001,37700000,"chr7-0274",-0.406,0.045,0.107,0.014,0.006,0.002,-0.142,-0.136,0.01
"chr7-0275","chr7",37700001,37800000,"chr7-0275",-0.342,-0.021,-0.07,-0.271,-0.034,-0.156,-0.212,-0.12,-0.004
"chr7-0276","chr7",37800001,37900000,"chr7-0276",-0.643,-0.119,-0.458,-0.312,-0.067,-0.103,-0.317,-0.298,-0.095
"chr7-0277","chr7",37900001,38000000,"chr7-0277",0.045,-0.04,-0.077,-0.005,-0.033,0.007,0.011,0.009,0.041
"chr7-0278","chr7",38000001,38300000,"chr7-0278",-0.344,-0.107,-0.18,-0.109,-0.023,-0.071,-0.165,-0.134,-0.022
"chr7-0279","chr7",38300001,38400000,"chr7-0279",-0.211,-0.048,-0.005,-0.01,-0.039,-0.081,-0.063,0.012,0.042
"chr7-0280","chr7",38400001,38500000,"chr7-0280",-0.345,-0.125,-0.501,-0.227,-0.139,-0.072,-0.268,-0.188,-0.113
"chr7-0281","chr7",38500001,38700000,"chr7-0281",-0.119,-0.039,0.009,0.002,0.01,0.032,-0.112,0.075,0.151
"chr7-0282","chr7",38700001,38800000,"chr7-0282",-0.562,-0.146,-0.164,-0.184,-0.221,-0.154,-0.297,-0.211,-0.101
"chr7-0283","chr7",38800001,39000000,"chr7-0283",-0.282,-0.071,-0.315,-0.148,0.002,-0.026,-0.206,-0.097,-0.055
"chr7-0284","chr7",39000001,39100000,"chr7-0284",-0.312,-0.061,0.051,-0.137,-0.046,0.009,-0.402,-0.098,0.058
"chr7-0285","chr7",39100001,39300000,"chr7-0285",-0.308,-0.016,-0.041,-0.135,-0.11,-0.137,-0.253,-0.144,0.004
"chr7-0286","chr7",39300001,39400000,"chr7-0286",-0.428,-0.096,-0.131,-0.063,-0.059,-0.147,-0.203,-0.175,-0.041
"chr7-0287","chr7",39400001,39600000,"chr7-0287",-0.255,-0.004,-0.214,-0.117,-0.065,-0.091,-0.22,-0.101,-0.109
"chr7-0288","chr7",39600001,39700000,"chr7-0288",-0.048,-0.028,-0.133,0.009,0.063,0.036,0.065,-0.007,0.007
"chr7-0289","chr7",39700001,39800000,"chr7-0289",-0.158,0.084,0.076,0.118,0.065,-0.014,0.003,0.048,0.061
"chr7-0290","chr7",39800001,39900000,"chr7-0290",-0.005,0.052,0.344,0.236,-0.06,-0.089,-0.071,0.022,0.099
"chr7-0291","chr7",39900001,40000000,"chr7-0291",0.244,-0.017,0.172,0.149,0.096,0.09,0.098,0.23,0.015
"chr7-0292","chr7",40000001,40100000,"chr7-0292",-0.286,0.013,0.091,-0.062,0.145,-0.076,-0.326,-0.057,0.081
"chr7-0293","chr7",40100001,40200000,"chr7-0293",0.078,0.007,0.101,0.131,0.063,0.079,-0.045,0.152,0.068
"chr7-0294","chr7",40200001,40500000,"chr7-0294",-0.608,0.077,-0.109,-0.131,-0.037,0.041,-0.476,-0.145,0.067
"chr7-0295","chr7",40500001,40600000,"chr7-0295",-0.421,-0.132,-0.15,-0.1,-0.092,-0.042,-0.358,-0.158,0.001
"chr7-0296","chr7",40600001,40800000,"chr7-0296",-0.635,-0.215,-0.388,-0.327,-0.159,-0.164,-0.462,-0.325,-0.235
"chr7-0297","chr7",40800001,41000000,"chr7-0297",-0.511,-0.101,-0.303,-0.257,-0.042,-0.049,-0.451,-0.317,-0.17
"chr7-0298","chr7",41000001,41100000,"chr7-0298",-0.547,-0.093,-0.423,-0.307,-0.066,-0.106,-0.425,-0.369,-0.113
"chr7-0299","chr7",41100001,41200000,"chr7-0299",-0.448,-0.06,-0.112,-0.163,-0.057,-0.055,-0.115,-0.16,-0.027
"chr7-0300","chr7",41200001,41300000,"chr7-0300",-0.405,-0.148,-0.249,-0.282,-0.136,-0.162,-0.414,-0.25,-0.216
"chr7-0301","chr7",41300001,41700000,"chr7-0301",-0.584,-0.103,-0.477,-0.379,-0.078,-0.165,-0.495,-0.305,-0.18
"chr7-0302","chr7",41700001,41800000,"chr7-0302",-0.427,-0.057,-0.255,-0.141,-0.079,-0.056,-0.284,-0.123,0.001
"chr7-0303","chr7",41800001,41900000,"chr7-0303",-0.547,-0.099,-0.48,-0.371,-0.101,-0.13,-0.451,-0.344,-0.186
"chr7-0304","chr7",41900001,42000000,"chr7-0304",-0.372,-0.054,-0.303,-0.155,-0.088,-0.186,-0.251,-0.145,-0.145
"chr7-0305","chr7",42000001,42100000,"chr7-0305",0.016,0.015,0.105,0.125,0.017,-0.024,0.021,0.074,0.09
"chr7-0306","chr7",42100001,42200000,"chr7-0306",-0.18,0.023,0.066,-0.001,-0.019,-0.068,-0.123,-0.074,0.036
"chr7-0307","chr7",42200001,42300000,"chr7-0307",0.199,0.066,0.17,0.146,-0.012,0.01,0.194,0.051,0.128
"chr7-0308","chr7",42300001,42700000,"chr7-0308",-0.219,0.048,0.122,-0.008,-0.066,-0.096,-0.102,-0.107,-0.019
"chr7-0309","chr7",42700001,42900000,"chr7-0309",-0.314,-0.094,-0.398,-0.214,-0.079,-0.066,-0.197,-0.198,-0.236
"chr7-0310","chr7",42900001,43000000,"chr7-0310",0.136,0.065,0.078,0.068,0.039,0.026,0.047,0.103,0.007
"chr7-0311","chr7",43000001,43200000,"chr7-0311",-0.136,-0.129,0,-0.15,-0.059,-0.032,-0.066,-0.061,-0.078
"chr7-0312","chr7",43200001,43300000,"chr7-0312",-0.288,0.002,0.042,-0.019,-0.03,-0.05,-0.051,-0.019,-0.004
"chr7-0313","chr7",43300001,43400000,"chr7-0313",-0.108,0.074,0.131,0.017,0.027,0.016,-0.128,0.01,0.011
"chr7-0314","chr7",43400001,43500000,"chr7-0314",-0.081,-0.062,-0.087,-0.145,-0.069,-0.101,-0.201,-0.156,-0.045
"chr7-0315","chr7",43500001,43600000,"chr7-0315",-0.295,-0.047,-0.074,-0.144,-0.069,-0.043,-0.207,-0.068,-0.04
"chr7-0316","chr7",43600001,43700000,"chr7-0316",-0.132,-0.037,-0.1,-0.041,-0.054,-0.042,-0.113,-0.155,-0.063
"chr7-0317","chr7",43700001,43800000,"chr7-0317",0.219,0.117,0.123,0.172,0.097,0.074,0.202,0.138,0.1
"chr7-0318","chr7",43800001,43900000,"chr7-0318",-0.161,-0.026,0.083,-0.188,-0.061,-0.064,-0.219,-0.11,-0.054
"chr7-0319","chr7",43900001,44000000,"chr7-0319",0.121,0.072,0.255,0.156,0.062,0.03,0.129,0.153,0.102
"chr7-0320","chr7",44000001,44100000,"chr7-0320",0.109,-0.01,0.197,0.112,-0.038,-0.041,0.028,0.045,-0.04
"chr7-0321","chr7",44100001,44200000,"chr7-0321",0.162,-0.045,0.082,0.006,-0.005,0.057,0.158,0.066,0.03
"chr7-0322","chr7",44200001,44300000,"chr7-0322",0.008,-0.07,0.109,-0.075,-0.052,-0.037,0.016,-0.034,-0.035
"chr7-0323","chr7",44300001,44400000,"chr7-0323",0.084,-0.074,0.022,0.016,-0.026,-0.011,0.137,0.085,0.022
"chr7-0324","chr7",44400001,44500000,"chr7-0324",-0.117,0.021,-0.223,-0.159,-0.09,-0.106,-0.079,-0.211,-0.032
"chr7-0325","chr7",44500001,44600000,"chr7-0325",-0.087,-0.091,-0.095,-0.056,-0.047,0.007,0.04,-0.01,-0.011
"chr7-0326","chr7",44600001,44700000,"chr7-0326",0.129,0.034,-0.094,-0.063,0.028,0.084,0.056,0.028,-0.041
"chr7-0327","chr7",44700001,44800000,"chr7-0327",0.115,0.114,0.157,0.131,0.074,0.063,0.076,0.128,0.063
"chr7-0328","chr7",44800001,44900000,"chr7-0328",0.143,0.097,0.271,0.145,0.071,0.081,0.133,0.199,0.094
"chr7-0329","chr7",44900001,45000000,"chr7-0329",0.141,0.142,0.217,0.194,0.11,0.116,0.144,0.311,0.254
"chr7-0330","chr7",45000001,45100000,"chr7-0330",0.007,-0.006,0.035,0.065,0.086,0.055,0.149,0.115,0.032
"chr7-0331","chr7",45100001,45200000,"chr7-0331",0.138,-0.064,0.085,-0.001,-0.036,-0.002,0.107,0.046,-0.054
"chr7-0332","chr7",45200001,45300000,"chr7-0332",-0.26,-0.098,-0.244,-0.224,-0.083,-0.075,-0.046,-0.162,-0.153
"chr7-0333","chr7",45300001,45600000,"chr7-0333",-0.374,-0.031,-0.304,-0.239,-0.101,-0.082,-0.389,-0.237,-0.082
"chr7-0334","chr7",45600001,45700000,"chr7-0334",-0.109,0.025,-0.047,-0.061,-0.047,0.022,0.024,-0.033,0.057
"chr7-0335","chr7",45700001,45800000,"chr7-0335",-0.032,0.01,-0.002,0.012,-0.046,-0.071,0.061,-0.018,-0.005
"chr7-0336","chr7",45800001,45900000,"chr7-0336",0.311,0.014,0.381,0.258,0.073,-0.135,0.214,0.146,0.064
"chr7-0337","chr7",45900001,46000000,"chr7-0337",0.122,-0.069,-0.046,-0.087,-0.053,-0.075,-0.013,-0.061,-0.075
"chr7-0338","chr7",46000001,46100000,"chr7-0338",-0.195,-0.033,-0.261,-0.189,-0.014,-0.123,-0.004,-0.204,-0.114
"chr7-0339","chr7",46100001,46300000,"chr7-0339",-0.29,-0.057,-0.121,-0.116,-0.09,-0.105,-0.203,-0.085,-0.058
"chr7-0340","chr7",46300001,46500000,"chr7-0340",-0.163,-0.075,-0.151,-0.214,-0.05,-0.074,-0.268,-0.163,-0.139
"chr7-0341","chr7",46500001,46700000,"chr7-0341",-0.151,-0.022,-0.147,-0.112,-0.038,-0.099,-0.192,-0.168,-0.09
"chr7-0342","chr7",46700001,46800000,"chr7-0342",-0.171,-0.096,-0.39,-0.163,-0.058,-0.071,-0.149,-0.3,-0.12
