"","Chromosome","Start","End","Feature","205125590013_R05C01","205128000013_R03C01","205128000076_R04C01","205240110044_R02C01","205240110063_R03C01"
"chr11-0394","chr11",61600001,61700000,"chr11-0394",0.066,-0.088,0.042,0.024,-0.033
"chr11-0395","chr11",61700001,61800000,"chr11-0395",0.052,0.01,0.098,0.078,0.005
"chr11-0396","chr11",61800001,61900000,"chr11-0396",0.036,0.012,0.133,0.077,0.088
"chr11-0397","chr11",61900001,62000000,"chr11-0397",0.044,-0.034,-0.001,-0.02,-0.107
"chr11-0398","chr11",62000001,62100000,"chr11-0398",-0.021,-0.044,-0.027,0.039,0.067
"chr11-0399","chr11",62100001,62200000,"chr11-0399",0.085,0.068,0.15,0.138,0.226
"chr11-0400","chr11",62200001,62300000,"chr11-0400",0.092,0.063,0.094,0.193,0.166
"chr11-0401","chr11",62300001,62400000,"chr11-0401",0.137,0.021,0.152,0.078,0.008
"chr11-0402","chr11",62400001,62500000,"chr11-0402",0.071,0,0.103,0.06,-0.004
"chr11-0403","chr11",62500001,62600000,"chr11-0403",0.095,-0.007,0.142,0.048,0.016
"chr11-0404","chr11",62600001,62700000,"chr11-0404",0.072,-0.021,0.054,-0.002,-0.06
"chr11-0405","chr11",62700001,62800000,"chr11-0405",0.021,-0.06,0.026,-0.049,-0.012
"chr11-0406","chr11",62800001,63000000,"chr11-0406",-0.183,-0.08,-0.162,-0.059,-0.004
"chr11-0407","chr11",63000001,63200000,"chr11-0407",-0.126,-0.064,-0.06,-0.138,-0.118
"chr11-0408","chr11",63200001,63300000,"chr11-0408",0.004,-0.039,-0.003,-0.048,-0.012
"chr11-0409","chr11",63300001,63400000,"chr11-0409",0.046,0.026,0.083,0.12,0.118
"chr11-0410","chr11",63400001,63500000,"chr11-0410",0.035,0.091,0.163,0.079,0.177
"chr11-0411","chr11",63500001,63600000,"chr11-0411",0.107,0.114,0.222,0.172,0.174
"chr11-0412","chr11",63600001,63700000,"chr11-0412",0.096,0.091,0.191,0.122,0.065
"chr11-0413","chr11",63700001,63800000,"chr11-0413",0.081,0.043,0.176,0.119,0.067
"chr11-0414","chr11",63800001,63900000,"chr11-0414",0.092,0.013,0.134,0.047,-0.007
"chr11-0415","chr11",63900001,64000000,"chr11-0415",0.151,0.037,0.195,0.094,0.011
"chr11-0416","chr11",64000001,64100000,"chr11-0416",0.107,0.035,0.198,0.089,-0.022
"chr11-0417","chr11",64100001,64200000,"chr11-0417",0.085,0.033,0.171,0.103,0.06
"chr11-0418","chr11",64200001,64300000,"chr11-0418",0.024,-0.043,-0.027,-0.028,-0.04
"chr11-0419","chr11",64300001,64400000,"chr11-0419",0.095,-0.006,0.077,0.029,-0.035
"chr11-0420","chr11",64400001,64500000,"chr11-0420",0.099,0.054,0.119,0.073,0.018
"chr11-0421","chr11",64500001,64600000,"chr11-0421",0.141,0.05,0.144,0.087,0.015
"chr11-0422","chr11",64600001,64700000,"chr11-0422",0.096,-0.031,0.137,0.037,-0.028
"chr11-0423","chr11",64700001,64800000,"chr11-0423",0.07,-0.008,0.064,0.035,0.073
"chr11-0424","chr11",64800001,64900000,"chr11-0424",0.067,0.009,0.101,0.029,-0.028
"chr11-0425","chr11",64900001,65000000,"chr11-0425",0.118,0.051,0.177,0.098,0.014
"chr11-0426","chr11",65000001,65100000,"chr11-0426",-0.003,-0.066,0.04,-0.02,-0.034
"chr11-0427","chr11",65100001,65200000,"chr11-0427",0.115,0.063,0.181,0.08,0.026
"chr11-0428","chr11",65200001,65300000,"chr11-0428",0.092,0.086,0.139,0.087,0.084
"chr11-0429","chr11",65300001,65400000,"chr11-0429",0.115,0.051,0.19,0.065,-0.008
"chr11-0430","chr11",65400001,65500000,"chr11-0430",0.097,-0.005,0.169,0.043,-0.045
"chr11-0431","chr11",65500001,65600000,"chr11-0431",0.056,0.035,0.124,0.059,-0.014
"chr11-0432","chr11",65600001,65700000,"chr11-0432",0.091,-0.003,0.141,0.064,-0.02
"chr11-0433","chr11",65700001,65800000,"chr11-0433",0.108,0.036,0.114,0.051,0.072
"chr11-0434","chr11",65800001,65900000,"chr11-0434",0.078,0.069,0.136,0.145,0.115
"chr11-0435","chr11",65900001,66000000,"chr11-0435",0.062,0.113,0.116,0.208,0.254
"chr11-0436","chr11",66000001,66100000,"chr11-0436",0.071,-0.022,0.15,0.025,-0.076
"chr11-0437","chr11",66100001,66200000,"chr11-0437",0.101,0.041,0.149,0.064,-0.004
"chr11-0438","chr11",66200001,66300000,"chr11-0438",0.041,-0.044,0.114,0.038,0.002
"chr11-0439","chr11",66300001,66400000,"chr11-0439",0.084,0.014,0.161,0.015,-0.103
"chr11-0440","chr11",66400001,66500000,"chr11-0440",0.064,0.001,0.087,0.05,0.05
"chr11-0441","chr11",66500001,66600000,"chr11-0441",0.034,0.109,0.122,0.115,0.192
"chr11-0442","chr11",66600001,66700000,"chr11-0442",0.09,0.064,0.134,0.085,0.021
"chr11-0443","chr11",66700001,66800000,"chr11-0443",0.028,0.004,0.138,0.075,0.078
"chr11-0444","chr11",66800001,66900000,"chr11-0444",0.106,-0.006,0.13,0.115,0.074
"chr11-0445","chr11",66900001,67000000,"chr11-0445",0.149,0.23,0.276,0.22,0.503
"chr11-0446","chr11",67000001,67100000,"chr11-0446",0.087,0.037,0.173,0.041,-0.042
"chr11-0447","chr11",67100001,67200000,"chr11-0447",0.078,0.037,0.173,0.107,0.01
"chr11-0448","chr11",67200001,67300000,"chr11-0448",0.121,0.099,0.225,0.156,0.038
"chr11-0449","chr11",67300001,67400000,"chr11-0449",0.129,0.013,0.17,0.066,0.065
"chr11-0450","chr11",67400001,67500000,"chr11-0450",0.043,-0.073,0.026,-0.089,-0.122
"chr11-0451","chr11",67500001,67700000,"chr11-0451",-0.014,-0.026,0.024,-0.068,-0.067
"chr11-0452","chr11",67700001,67800000,"chr11-0452",0.082,-0.05,0.112,-0.015,-0.091
"chr11-0453","chr11",67800001,67900000,"chr11-0453",0.095,0.128,0.171,0.119,0.071
"chr11-0454","chr11",67900001,68000000,"chr11-0454",0.15,0.151,0.199,0.224,0.288
"chr11-0455","chr11",68000001,68100000,"chr11-0455",0.114,0.046,0.159,0.07,-0.016
"chr11-0456","chr11",68100001,68200000,"chr11-0456",0.124,0.05,0.15,0.081,0.048
"chr11-0457","chr11",68200001,68300000,"chr11-0457",0.104,0.04,0.161,0.108,0.036
"chr11-0458","chr11",68300001,68400000,"chr11-0458",0.13,0.213,0.13,0.246,0.268
"chr11-0459","chr11",68400001,68500000,"chr11-0459",0.069,0.016,0.09,0.103,0.048
"chr11-0460","chr11",68500001,68600000,"chr11-0460",0.13,0.09,0.197,0.211,0.23
"chr11-0461","chr11",68600001,68700000,"chr11-0461",0.078,0.051,0.097,0.094,0.085
"chr11-0462","chr11",68700001,68800000,"chr11-0462",0.115,-0.043,0.08,-0.005,-0.112
"chr11-0463","chr11",68800001,68900000,"chr11-0463",0.129,0,0.161,0.001,-0.104
"chr11-0464","chr11",68900001,69000000,"chr11-0464",0.022,-0.058,0.02,-0.04,-0.081
"chr11-0465","chr11",69000001,69089801,"chr11-0465",0.023,-0.116,-0.079,-0.086,-0.129
"chr11-0466","chr11",69139802,69200000,"chr11-0466",0.041,-0.029,0.011,0.029,0.048
"chr11-0467","chr11",69200001,69300000,"chr11-0467",0.026,-0.026,0.003,0.015,-0.074
"chr11-0468","chr11",69300001,69400000,"chr11-0468",0.075,-0.029,-0.034,0.02,-0.056
"chr11-0469","chr11",69400001,69500000,"chr11-0469",0.1,0.057,0.118,0.073,0.027
"chr11-0470","chr11",69500001,69600000,"chr11-0470",0.094,0.044,0.14,0.112,0.067
"chr11-0471","chr11",69600001,69700000,"chr11-0471",0.038,0.003,0.101,0.029,-0.025
"chr11-0472","chr11",69700001,69724695,"chr11-0472",-0.011,-0.15,-0.099,-0.095,-0.291
"chr11-0473","chr11",69774696,69900000,"chr11-0473",0.072,-0.043,-0.012,0.024,0.002
"chr11-0474","chr11",69900001,70000000,"chr11-0474",0.058,-0.071,0.028,-0.017,-0.113
"chr11-0475","chr11",70000001,70100000,"chr11-0475",0.1,0.03,0.12,0.087,0.115
"chr11-0476","chr11",70100001,70200000,"chr11-0476",0.081,0.112,0.127,0.144,0.233
"chr11-0477","chr11",70200001,70300000,"chr11-0477",0.078,0.063,0.096,0.11,0.138
"chr11-0478","chr11",70300001,70400000,"chr11-0478",0.061,-0.064,0.021,-0.035,-0.1
"chr11-0479","chr11",70400001,70500000,"chr11-0479",0.03,-0.072,0.009,-0.039,-0.097
"chr11-0480","chr11",70500001,70600000,"chr11-0480",0.017,-0.104,-0.059,-0.085,-0.195
"chr11-0481","chr11",70600001,70700000,"chr11-0481",0.031,-0.078,0.027,-0.003,-0.079
"chr11-0482","chr11",70700001,70800000,"chr11-0482",0.034,0.018,-0.029,0.014,0.004
"chr11-0483","chr11",70800001,70900000,"chr11-0483",0.056,0.007,0.042,0.052,0.015
"chr11-0484","chr11",70900001,71000000,"chr11-0484",-0.002,-0.061,-0.003,-0.02,-0.07
"chr11-0485","chr11",71000001,71100000,"chr11-0485",-0.017,-0.104,-0.048,-0.1,-0.228
"chr11-0486","chr11",71100001,71200000,"chr11-0486",0.02,-0.043,0.017,-0.044,-0.08
"chr11-0487","chr11",71200001,71300000,"chr11-0487",0.063,0.008,0.086,0.053,0.079
"chr11-0488","chr11",71300001,71400000,"chr11-0488",-0.156,-0.177,-0.185,-0.231,-0.286
"chr11-0489","chr11",71400001,71500000,"chr11-0489",0.043,0.051,0.022,0.038,0.014
"chr11-0490","chr11",71500001,71600000,"chr11-0490",-0.061,0.006,-0.091,-0.114,-0.003
"chr11-0491","chr11",71600001,71700000,"chr11-0491",-0.065,-0.126,-0.127,-0.026,-0.006
"chr11-0492","chr11",71700001,71800000,"chr11-0492",0.034,-0.052,0.039,0.037,-0.001
"chr11-0493","chr11",71800001,71900000,"chr11-0493",-0.033,-0.11,-0.078,-0.048,-0.13
"chr11-0494","chr11",71900001,72000000,"chr11-0494",0.121,0.035,0.168,0.11,0.143
"chr11-0495","chr11",72000001,72100000,"chr11-0495",0.02,0.016,0.001,0.062,0.036
"chr11-0496","chr11",72100001,72200000,"chr11-0496",0.014,-0.002,0.026,0.088,0.114
"chr11-0497","chr11",72200001,72300000,"chr11-0497",0.001,0.025,-0.028,0.057,-0.102
"chr11-0498","chr11",72300001,72400000,"chr11-0498",0.026,-0.064,-0.012,-0.028,-0.088
"chr11-0499","chr11",72400001,72500000,"chr11-0499",0.07,-0.026,0.1,0.007,-0.029
"chr11-0500","chr11",72500001,72600000,"chr11-0500",0.013,-0.066,0.078,-0.019,-0.062
"chr11-0501","chr11",72600001,72800000,"chr11-0501",0.183,0.218,0.155,0.261,0.409
"chr11-0502","chr11",72800001,72900000,"chr11-0502",0.041,0,0.066,0.073,0.033
"chr11-0503","chr11",72900001,73000000,"chr11-0503",0.012,-0.058,0.014,-0.057,-0.07
"chr11-0504","chr11",73000001,73100000,"chr11-0504",0.068,-0.033,0.14,-0.001,-0.087
"chr11-0505","chr11",73100001,73300000,"chr11-0505",-0.037,-0.107,-0.039,-0.028,-0.093
"chr11-0506","chr11",73300001,73400000,"chr11-0506",0.06,-0.015,0.005,0.06,0.041
"chr11-0507","chr11",73400001,73500000,"chr11-0507",0.019,0.036,0.114,0.121,0.179
"chr11-0508","chr11",73500001,73600000,"chr11-0508",0.075,0.02,0.122,0.07,0.199
"chr11-0509","chr11",73600001,73700000,"chr11-0509",0.02,0.025,0.088,0.083,0.107
"chr11-0510","chr11",73700001,73800000,"chr11-0510",-0.071,-0.054,-0.073,-0.076,-0.012
"chr11-0511","chr11",73800001,73900000,"chr11-0511",-0.115,-0.177,-0.092,-0.22,-0.099
"chr11-0512","chr11",73900001,74000000,"chr11-0512",-0.163,-0.042,-0.163,0.009,0.065
"chr11-0513","chr11",74000001,74100000,"chr11-0513",-0.006,-0.02,0.02,-0.026,0.011
"chr11-0514","chr11",74100001,74200000,"chr11-0514",-0.004,-0.023,0.017,-0.01,0.053
"chr11-0515","chr11",74200001,74300000,"chr11-0515",0.001,-0.019,0.065,0.09,0.061
"chr11-0516","chr11",74300001,74400000,"chr11-0516",0.076,0.017,0.03,-0.062,-0.053
"chr11-0517","chr11",74400001,74500000,"chr11-0517",-0.017,-0.041,0.049,0.015,0.037
"chr11-0518","chr11",74500001,74600000,"chr11-0518",-0.099,0.053,-0.102,-0.002,-0.001
"chr11-0519","chr11",74600001,74700000,"chr11-0519",-0.08,-0.068,-0.052,-0.038,-0.068
"chr11-0520","chr11",74700001,74800000,"chr11-0520",-0.064,-0.031,-0.027,0.028,0.004
"chr11-0521","chr11",74800001,74900000,"chr11-0521",0.054,-0.052,-0.013,-0.026,-0.035
"chr11-0522","chr11",74900001,75000000,"chr11-0522",-0.03,-0.06,-0.007,-0.023,-0.065
"chr11-0523","chr11",75000001,75100000,"chr11-0523",0.075,-0.034,0.087,0.108,0.14
"chr11-0524","chr11",75100001,75200000,"chr11-0524",-0.024,-0.075,0.017,-0.008,-0.076
"chr11-0525","chr11",75200001,75300000,"chr11-0525",0.067,-0.026,0.05,0.034,-0.027
"chr11-0526","chr11",75300001,75400000,"chr11-0526",-0.008,0.042,0.053,0.025,0.027
"chr11-0527","chr11",75400001,75500000,"chr11-0527",-0.035,-0.106,-0.004,-0.055,-0.106
"chr11-0528","chr11",75500001,75600000,"chr11-0528",0.065,-0.022,0.141,0.07,0.131
"chr11-0529","chr11",75600001,75700000,"chr11-0529",-0.011,0.035,-0.089,0.038,0.138
"chr11-0530","chr11",75700001,75800000,"chr11-0530",-0.147,-0.044,-0.131,0.012,0.009
"chr11-0531","chr11",75800001,75900000,"chr11-0531",0.06,0.056,0.025,0.073,0.026
"chr11-0532","chr11",75900001,76000000,"chr11-0532",0.036,-0.111,0.052,-0.061,-0.192
"chr11-0533","chr11",76000001,76100000,"chr11-0533",0.007,-0.017,0.03,0.022,0.052
"chr11-0534","chr11",76100001,76200000,"chr11-0534",-0.082,-0.133,-0.104,-0.124,-0.197
"chr11-0535","chr11",76200001,76300000,"chr11-0535",0.116,0.068,-0.005,0.165,0.243
"chr11-0536","chr11",76300001,76400000,"chr11-0536",-0.004,-0.088,-0.022,-0.055,-0.09
"chr11-0537","chr11",76400001,76500000,"chr11-0537",0.016,-0.067,0.052,-0.043,-0.049
"chr11-0538","chr11",76500001,76700000,"chr11-0538",-0.141,-0.064,-0.093,-0.077,-0.065
"chr11-0539","chr11",76700001,76800000,"chr11-0539",0.032,0.005,0.078,0.063,0.091
"chr11-0540","chr11",76800001,76900000,"chr11-0540",0.038,-0.045,0.015,-0.01,-0.107
"chr11-0541","chr11",76900001,77000000,"chr11-0541",0.051,-0.064,-0.003,-0.029,-0.088
"chr11-0542","chr11",77000001,77100000,"chr11-0542",-0.023,0.029,0.046,0.064,0.117
"chr11-0543","chr11",77100001,77200000,"chr11-0543",0.034,0.113,0.097,0.176,0.192
"chr11-0544","chr11",77200001,77300000,"chr11-0544",0.108,0.084,0.12,0.172,0.283
"chr11-0545","chr11",77300001,77400000,"chr11-0545",0.034,-0.021,0.11,0.022,0.059
"chr11-0546","chr11",77400001,77500000,"chr11-0546",0.134,0.229,0.209,0.219,0.498
"chr11-0547","chr11",77500001,77700000,"chr11-0547",0.085,0.098,0.174,0.158,0.267
"chr11-0548","chr11",77700001,77800000,"chr11-0548",0.033,-0.034,0.1,0.029,0.075
"chr11-0549","chr11",77800001,77900000,"chr11-0549",0.009,0.024,0.019,0.053,0.112
"chr11-0550","chr11",77900001,78000000,"chr11-0550",0.039,-0.021,-0.022,0.049,0.016
"chr11-0551","chr11",78000001,78100000,"chr11-0551",0.05,0.103,0.023,0.168,0.27
"chr11-0552","chr11",78100001,78200000,"chr11-0552",0.037,-0.006,-0.042,0.096,0.053
"chr11-0553","chr11",78200001,78300000,"chr11-0553",0.002,-0.001,0.086,-0.013,0.04
"chr11-0554","chr11",78300001,78400000,"chr11-0554",-0.025,-0.084,-0.033,-0.029,-0.01
"chr11-0555","chr11",78400001,78500000,"chr11-0555",-0.093,-0.015,-0.086,-0.091,-0.165
"chr11-0556","chr11",78500001,78600000,"chr11-0556",-0.11,-0.041,-0.147,-0.013,-0.021
"chr11-0557","chr11",78600001,78700000,"chr11-0557",-0.035,0.043,-0.025,0.018,-0.042
"chr11-0558","chr11",78700001,78900000,"chr11-0558",-0.107,-0.095,-0.119,-0.059,-0.143
"chr11-0559","chr11",78900001,79100000,"chr11-0559",-0.035,-0.014,-0.051,0.089,0.133
"chr11-0560","chr11",79100001,79200000,"chr11-0560",0.024,-0.005,0.079,0.032,-0.002
"chr11-0561","chr11",79200001,79800000,"chr11-0561",0.073,0.007,-0.034,0.035,0.106
"chr11-0562","chr11",79800001,80200000,"chr11-0562",-0.061,0.013,-0.158,-0.061,-0.022
"chr11-0563","chr11",80200001,81100000,"chr11-0563",-0.156,-0.101,-0.205,-0.077,-0.039
"chr11-0564","chr11",81100001,81800000,"chr11-0564",0.029,0.147,0.104,0.239,0.133
"chr11-0565","chr11",81800001,82400000,"chr11-0565",-0.097,-0.025,-0.197,-0.212,-0.104
"chr11-0566","chr11",82400001,82500000,"chr11-0566",-0.021,0.03,0.092,0.066,0.018
"chr11-0567","chr11",82500001,82600000,"chr11-0567",-0.058,0.032,-0.021,0.15,0.176
"chr11-0568","chr11",82600001,82700000,"chr11-0568",-0.095,-0.161,-0.139,-0.222,-0.233
"chr11-0569","chr11",82700001,82800000,"chr11-0569",0.024,-0.014,0.014,0.038,0.097
"chr11-0570","chr11",82800001,82900000,"chr11-0570",0.085,-0.071,0.089,0.041,0.02
"chr11-0571","chr11",82900001,83000000,"chr11-0571",0.048,-0.067,-0.059,-0.065,-0.05
"chr11-0572","chr11",83000001,83300000,"chr11-0572",-0.095,-0.052,-0.125,-0.02,-0.057
"chr11-0573","chr11",83300001,83400000,"chr11-0573",-0.079,-0.024,-0.167,-0.083,-0.041
"chr11-0574","chr11",83400001,83600000,"chr11-0574",-0.185,-0.048,-0.237,-0.11,0.036
"chr11-0575","chr11",83600001,84000000,"chr11-0575",-0.057,0.063,0.055,0.145,0.239
"chr11-0576","chr11",84000001,84400000,"chr11-0576",-0.122,-0.054,-0.248,-0.18,-0.206
"chr11-0577","chr11",84400001,84600000,"chr11-0577",-0.038,-0.017,0.011,-0.131,0.037
"chr11-0578","chr11",84600001,84700000,"chr11-0578",-0.015,0.095,-0.18,-0.065,-0.076
"chr11-0579","chr11",84700001,84900000,"chr11-0579",-0.131,0.062,-0.233,-0.092,-0.172
"chr11-0580","chr11",84900001,85300000,"chr11-0580",-0.034,0.046,-0.105,-0.031,0.006
"chr11-0581","chr11",85300001,85400000,"chr11-0581",-0.038,-0.07,-0.097,-0.106,-0.078
"chr11-0582","chr11",85400001,85500000,"chr11-0582",-0.03,0.01,-0.114,-0.029,-0.004
"chr11-0583","chr11",85500001,85600000,"chr11-0583",0.024,0.059,0.051,0.136,0.134
"chr11-0584","chr11",85600001,85700000,"chr11-0584",-0.007,0.062,0.004,0.052,0.016
"chr11-0585","chr11",85700001,85800000,"chr11-0585",0.031,0.105,0.095,0.128,0.094
"chr11-0586","chr11",85800001,85900000,"chr11-0586",-0.048,-0.012,-0.095,-0.04,0.009
"chr11-0587","chr11",85900001,86000000,"chr11-0587",-0.125,-0.052,-0.16,-0.117,-0.001
"chr11-0588","chr11",86000001,86100000,"chr11-0588",0.014,-0.052,-0.052,-0.051,-0.079
"chr11-0589","chr11",86100001,86200000,"chr11-0589",0.02,0.069,0.037,0.044,0.171
"chr11-0590","chr11",86200001,86300000,"chr11-0590",-0.165,-0.112,-0.162,-0.123,-0.037
"chr11-0591","chr11",86300001,86400000,"chr11-0591",-0.075,-0.096,-0.047,-0.115,-0.092
"chr11-0592","chr11",86400001,86500000,"chr11-0592",-0.064,0.038,-0.085,-0.113,0.025
"chr11-0593","chr11",86500001,86600000,"chr11-0593",-0.039,0.028,-0.016,-0.078,-0.066
"chr11-0594","chr11",86600001,86700000,"chr11-0594",0.022,0.001,-0.005,0.056,-0.018
"chr11-0595","chr11",86700001,86800000,"chr11-0595",0.046,0.104,0.208,0.148,0.23
"chr11-0596","chr11",86800001,87100000,"chr11-0596",0.079,0.054,-0.096,0.01,0.095
"chr11-0597","chr11",87100001,87688378,"chr11-0597",0.015,0.073,-0.005,0.07,0.104
"chr11-0598","chr11",87738379,87900000,"chr11-0598",-0.085,-0.039,-0.227,-0.046,-0.064
"chr11-0599","chr11",87900001,88000000,"chr11-0599",-0.121,-0.111,-0.153,-0.194,-0.203
"chr11-0600","chr11",88000001,88100000,"chr11-0600",-0.055,0.029,-0.033,-0.053,-0.008
"chr11-0601","chr11",88100001,88200000,"chr11-0601",-0.084,0.034,-0.126,-0.047,0.03
"chr11-0602","chr11",88200001,88300000,"chr11-0602",-0.076,0.001,-0.101,-0.057,-0.088
"chr11-0603","chr11",88300001,88800000,"chr11-0603",-0.066,-0.021,-0.145,-0.127,-0.129
"chr11-0604","chr11",88800001,89200000,"chr11-0604",-0.053,-0.047,-0.171,-0.111,0.088
"chr11-0605","chr11",89200001,89300000,"chr11-0605",-0.021,0.039,-0.064,-0.08,-0.093
"chr11-0606","chr11",89300001,89400000,"chr11-0606",-0.426,-0.242,-0.346,-0.287,-0.196
"chr11-0607","chr11",89400001,89600000,"chr11-0607",-0.099,-0.004,-0.137,-0.139,0.011
"chr11-0608","chr11",89600001,89800000,"chr11-0608",-0.049,0.049,-0.124,-0.124,-0.02
"chr11-0609","chr11",89800001,89900000,"chr11-0609",-0.136,-0.153,-0.129,-0.065,-0.086
"chr11-0610","chr11",89900001,90000000,"chr11-0610",-0.132,-0.116,-0.262,-0.223,-0.168
"chr11-0611","chr11",90000001,90800000,"chr11-0611",-0.167,-0.08,-0.248,-0.166,-0.138
"chr11-0612","chr11",90800001,91500000,"chr11-0612",-0.151,-0.01,-0.242,-0.126,-0.091
"chr11-0613","chr11",91500001,91900000,"chr11-0613",-0.091,-0.047,-0.091,-0.002,-0.014
"chr11-0614","chr11",91900001,92000000,"chr11-0614",-0.009,0.048,0.044,0.019,-0.017
"chr11-0615","chr11",92000001,92100000,"chr11-0615",-0.126,0.026,-0.234,-0.088,-0.012
"chr11-0616","chr11",92100001,92500000,"chr11-0616",-0.077,0.04,-0.156,-0.093,-0.181
"chr11-0617","chr11",92500001,92600000,"chr11-0617",-0.029,-0.015,-0.081,-0.036,0.016
"chr11-0618","chr11",92600001,92700000,"chr11-0618",-0.023,0.01,-0.103,-0.063,-0.16
"chr11-0619","chr11",92700001,92900000,"chr11-0619",-0.024,-0.076,-0.126,-0.169,-0.152
"chr11-0620","chr11",92900001,93000000,"chr11-0620",-0.066,-0.038,-0.126,-0.17,-0.051
"chr11-0621","chr11",93000001,93200000,"chr11-0621",-0.026,0.005,0.04,-0.16,-0.014
"chr11-0622","chr11",93200001,93300000,"chr11-0622",-0.024,-0.001,-0.039,0.043,-0.02
"chr11-0623","chr11",93300001,93400000,"chr11-0623",-0.047,-0.029,-0.023,-0.09,-0.085
"chr11-0624","chr11",93400001,93500000,"chr11-0624",-0.017,-0.048,-0.093,-0.057,-0.072
"chr11-0625","chr11",93500001,93600000,"chr11-0625",0.046,-0.007,0.12,0.037,0.068
"chr11-0626","chr11",93600001,93800000,"chr11-0626",-0.157,-0.052,-0.118,-0.02,-0.081
"chr11-0627","chr11",93800001,93900000,"chr11-0627",-0.06,-0.012,-0.111,-0.078,-0.095
"chr11-0628","chr11",93900001,94100000,"chr11-0628",-0.17,-0.087,-0.184,-0.061,-0.126
"chr11-0629","chr11",94100001,94200000,"chr11-0629",0.05,0.029,0.052,0.03,-0.077
"chr11-0630","chr11",94200001,94300000,"chr11-0630",-0.037,0.04,-0.014,-0.01,0.028
"chr11-0631","chr11",94300001,94400000,"chr11-0631",0.034,0.045,0.008,0.104,0.078
"chr11-0632","chr11",94400001,94500000,"chr11-0632",-0.051,-0.016,-0.031,-0.034,-0.02
"chr11-0633","chr11",94500001,94600000,"chr11-0633",-0.011,-0.008,0,0.05,-0.071
"chr11-0634","chr11",94600001,94700000,"chr11-0634",-0.071,-0.089,-0.133,-0.086,-0.076
"chr11-0635","chr11",94700001,94800000,"chr11-0635",-0.053,-0.129,-0.119,-0.128,-0.141
"chr11-0636","chr11",94800001,94900000,"chr11-0636",0.011,0.002,-0.015,-0.049,0.069
"chr11-0637","chr11",94900001,95000000,"chr11-0637",-0.066,0.008,-0.103,-0.059,-0.074
"chr11-0638","chr11",95000001,95200000,"chr11-0638",-0.073,-0.01,-0.163,-0.05,-0.05
"chr11-0639","chr11",95200001,95400000,"chr11-0639",-0.083,-0.048,-0.138,-0.081,-0.016
"chr11-0640","chr11",95400001,95500000,"chr11-0640",-0.055,0.09,-0.065,0.031,0.015
"chr11-0641","chr11",95500001,95600000,"chr11-0641",0,-0.109,-0.053,-0.047,-0.203
"chr11-0642","chr11",95600001,95700000,"chr11-0642",-0.027,0.047,-0.181,-0.039,0.129
"chr11-0643","chr11",95700001,95800000,"chr11-0643",0.076,0.084,0,0.128,0.093
"chr11-0644","chr11",95800001,95900000,"chr11-0644",-0.081,-0.071,-0.125,-0.041,0.089
"chr11-0645","chr11",95900001,96000000,"chr11-0645",-0.014,0.05,-0.056,0.005,-0.005
"chr11-0646","chr11",96000001,96100000,"chr11-0646",-0.066,-0.029,-0.106,-0.121,-0.061
"chr11-0647","chr11",96100001,96287584,"chr11-0647",-0.014,-0.043,-0.027,-0.022,-0.151
"chr11-0648","chr11",96437585,97500000,"chr11-0648",-0.075,0.014,-0.24,-0.127,-0.051
"chr11-0649","chr11",97500001,98800000,"chr11-0649",-0.184,-0.153,-0.259,-0.185,-0.131
"chr11-0650","chr11",98800001,98900000,"chr11-0650",-0.009,-0.111,-0.017,-0.162,-0.146
"chr11-0651","chr11",98900001,99700000,"chr11-0651",-0.16,-0.029,-0.325,-0.221,-0.105
"chr11-0652","chr11",99700001,100200000,"chr11-0652",-0.033,0.036,-0.274,-0.2,-0.079
"chr11-0653","chr11",100200001,100500000,"chr11-0653",-0.114,-0.064,-0.131,-0.097,-0.108
"chr11-0654","chr11",100500001,100600000,"chr11-0654",0.014,0.09,0.055,0.086,0.199
"chr11-0655","chr11",100600001,100700000,"chr11-0655",0.072,0.137,0.028,0.139,0.198
"chr11-0656","chr11",100700001,100800000,"chr11-0656",-0.053,0.008,-0.132,0.059,0.183
"chr11-0657","chr11",100800001,100900000,"chr11-0657",-0.041,0.091,-0.199,-0.09,-0.025
"chr11-0658","chr11",100900001,101000000,"chr11-0658",-0.048,0.018,-0.048,-0.047,0.007
"chr11-0659","chr11",101000001,101100000,"chr11-0659",-0.137,-0.208,-0.163,-0.221,-0.289
"chr11-0660","chr11",101100001,101400000,"chr11-0660",-0.041,-0.106,-0.119,-0.105,-0.192
"chr11-0661","chr11",101400001,101700000,"chr11-0661",-0.145,-0.186,-0.213,-0.213,-0.212
"chr11-0662","chr11",101700001,101800000,"chr11-0662",-0.039,-0.028,-0.112,-0.069,-0.085
"chr11-0663","chr11",101800001,101900000,"chr11-0663",0.099,0.186,0.038,0.122,0.336
"chr11-0664","chr11",101900001,102000000,"chr11-0664",0.026,0.038,0.162,0.082,0.142
"chr11-0665","chr11",102000001,102100000,"chr11-0665",-0.028,0.085,-0.176,-0.047,0.046
"chr11-0666","chr11",102100001,102200000,"chr11-0666",-0.014,-0.049,-0.038,0.023,0.043
"chr11-0667","chr11",102200001,102300000,"chr11-0667",0.022,0.05,-0.021,-0.006,0.099
"chr11-0668","chr11",102300001,102400000,"chr11-0668",-0.069,-0.051,-0.078,-0.095,-0.083
"chr11-0669","chr11",102400001,102500000,"chr11-0669",-0.057,0.058,-0.156,0.014,0.033
