"","Chromosome","Start","End","Feature","203219650162_R08C01","203219650188_R08C01","203219750019_R05C01","203219750053_R05C01","203219760009_R08C01","203220070150_R02C01","203225140266_R03C01","203257030015_R06C01","203257030060_R08C01"
"chr9-023","chr9",23000001,24000000,"chr9-023",-0.075,-0.121,-0.091,-0.111,-0.108,-0.081,-0.107,-0.146,-0.103
"chr9-024","chr9",24000001,25000000,"chr9-024",-0.343,-0.263,-0.232,-0.162,-0.142,-0.011,-0.471,-0.007,-0.047
"chr9-025","chr9",25000001,26000000,"chr9-025",-0.122,-0.189,-0.108,-0.15,-0.063,-0.01,-0.341,-0.181,-0.104
"chr9-026","chr9",26000001,27000000,"chr9-026",0.031,0.03,0.075,0.126,0.048,0.05,-0.011,0.102,0.09
"chr9-027","chr9",27000001,28000000,"chr9-027",-0.077,0.005,-0.089,-0.076,-0.007,-0.007,-0.017,-0.067,0.007
"chr9-028","chr9",28000001,29000000,"chr9-028",-0.221,-0.186,-0.055,-0.08,-0.119,-0.051,-0.258,-0.104,-0.138
"chr9-029","chr9",29000001,30000000,"chr9-029",0.073,-0.09,0.061,-0.063,-0.022,-0.034,0.018,0.004,-0.001
"chr9-030","chr9",30000001,31000000,"chr9-030",-0.047,-0.067,0.182,0.067,-0.034,0.024,-0.038,0.058,0.023
"chr9-031","chr9",31000001,32000000,"chr9-031",-0.187,-0.036,-0.057,-0.027,-0.086,0,-0.174,-0.047,0.056
"chr9-032","chr9",32000001,33000000,"chr9-032",0.04,-0.024,0.001,0.058,-0.007,-0.006,-0.049,0.025,0.009
"chr9-033","chr9",33000001,34000000,"chr9-033",0.138,0.018,0.091,0.054,0.03,0.042,0.078,0.078,-0.005
"chr9-034","chr9",34000001,35000000,"chr9-034",0.156,-0.01,0.071,0.065,0.019,0.024,0.132,0.073,0.017
"chr9-035","chr9",35000001,36000000,"chr9-035",0.216,-0.026,0.005,0.061,0.035,0.042,0.166,0.088,0.003
"chr9-036","chr9",36000001,37000000,"chr9-036",-0.007,0.058,0.043,0.045,0.045,0.046,0.067,0.061,0.032
"chr9-037","chr9",37000001,38000000,"chr9-037",0.06,0.002,0.046,0.031,0.008,0.017,0.062,0.068,0.007
"chr9-038","chr9",38000001,39663686,"chr9-038",-0.068,-0.034,0.004,-0.027,-0.026,-0.015,0.002,-0.034,-0.044
"chr9-039","chr9",40475835,40940341,"chr9-039",-0.114,-0.013,0.061,0.07,-0.117,-0.066,-0.204,-0.122,0.192
"chr9-040","chr9",41415794,42613955,"chr9-040",0.161,-0.128,0.291,0.154,-0.069,-0.035,-0.023,0.134,0.179
"chr9-041","chr9",43313699,43946569,"chr9-041",-0.226,-0.185,0.052,-0.115,-0.043,-0.249,-0.226,0.012,-0.15
"chr9-042","chr9",43996570,44676646,"chr9-042",-0.276,-0.206,-0.007,0.023,-0.187,-0.27,-0.329,-0.139,-0.018
"chr9-043","chr9",44726647,44908293,"chr9-043",0.305,0.044,0.534,0.204,-0.039,-0.055,0.1,0.179,0.133
"chr9-044","chr9",66454657,66614195,"chr9-044",0.095,-0.121,0.359,0.133,-0.059,0.036,-0.094,0.12,0.103
"chr9-045","chr9",68137999,68514181,"chr9-045",0.114,-0.012,0.414,0.225,-0.004,0.018,-0.092,0.111,0.155
"chr9-046","chr9",69328386,70010542,"chr9-046",0.019,-0.037,0.486,0.17,-0.015,-0.077,-0.119,0.096,0.099
"chr9-047","chr9",70835469,71000000,"chr9-047",0.146,-0.056,0.228,0.291,-0.096,-0.081,-0.058,0.126,0.086
"chr9-048","chr9",71000001,72000000,"chr9-048",-0.027,0.02,0.069,0.045,-0.009,-0.008,-0.019,0.034,0.017
"chr9-049","chr9",72000001,73000000,"chr9-049",-0.175,-0.099,-0.138,-0.104,-0.02,-0.048,-0.095,-0.089,-0.04
"chr9-050","chr9",73000001,74000000,"chr9-050",-0.1,-0.064,-0.279,-0.12,-0.013,-0.047,-0.139,-0.094,-0.057
"chr9-051","chr9",74000001,75000000,"chr9-051",-0.156,-0.004,-0.004,-0.016,0.016,0.014,-0.111,0.004,0.044
"chr9-052","chr9",75000001,76000000,"chr9-052",-0.196,-0.106,-0.164,-0.035,0.007,-0.032,-0.21,-0.18,-0.04
"chr9-053","chr9",76000001,77000000,"chr9-053",-0.291,-0.139,-0.217,-0.207,-0.009,-0.086,-0.368,-0.279,-0.094
"chr9-054","chr9",77000001,78000000,"chr9-054",0.098,-0.02,0.046,0.059,0.028,0.025,0.02,0.069,-0.01
"chr9-055","chr9",78000001,79000000,"chr9-055",-0.161,-0.009,-0.084,-0.194,-0.029,-0.065,-0.296,-0.129,-0.058
"chr9-056","chr9",79000001,80000000,"chr9-056",-0.035,0.008,0,-0.019,0.026,0.021,-0.015,0.021,-0.012
"chr9-057","chr9",80000001,81000000,"chr9-057",-0.096,-0.051,-0.03,0.033,0.008,0.013,-0.026,-0.023,-0.002
"chr9-058","chr9",81000001,82000000,"chr9-058",-0.445,-0.151,-0.287,-0.283,-0.119,-0.076,-0.391,-0.247,-0.12
"chr9-059","chr9",82000001,83000000,"chr9-059",0.005,-0.055,-0.047,0.042,-0.019,-0.019,-0.08,-0.052,-0.032
"chr9-060","chr9",83000001,84000000,"chr9-060",-0.437,-0.145,-0.2,-0.276,-0.062,-0.007,-0.465,-0.144,0.034
"chr9-061","chr9",84000001,85000000,"chr9-061",-0.121,0.021,-0.014,-0.044,0.036,0.027,-0.162,-0.043,0.033
"chr9-062","chr9",85000001,86000000,"chr9-062",-0.233,-0.094,-0.133,-0.154,-0.035,-0.037,-0.104,-0.104,-0.068
"chr9-063","chr9",86000001,87000000,"chr9-063",0.027,0.019,0.079,0.065,0.044,0.047,0.079,0.103,0.036
"chr9-064","chr9",87000001,88000000,"chr9-064",-0.222,-0.065,-0.229,-0.206,-0.029,0.015,-0.136,-0.167,-0.043
"chr9-065","chr9",88000001,89000000,"chr9-065",0.099,0.048,0.148,0.107,0.046,0.048,0.06,0.106,0.089
"chr9-066","chr9",89000001,90000000,"chr9-066",-0.015,-0.023,-0.061,-0.027,0.024,-0.007,0.024,-0.035,0.022
"chr9-067","chr9",90000001,91000000,"chr9-067",-0.009,0.018,0.072,0.015,0.006,0.001,0.062,0.048,0.016
"chr9-068","chr9",91000001,92000000,"chr9-068",0.133,0.028,0.085,0.028,0.051,0.036,0.063,0.03,0.065
"chr9-069","chr9",92000001,92343416,"chr9-069",0.038,-0.063,-0.077,-0.106,-0.04,-0.011,0.139,-0.093,-0.075
"chr9-070","chr9",92443417,92528796,"chr9-070",0.067,-0.038,-0.436,-0.181,-0.024,-0.055,0.103,-0.2,-0.125
"chr9-071","chr9",92678797,93000000,"chr9-071",-0.106,-0.073,-0.292,-0.165,-0.039,-0.051,-0.057,-0.1,-0.116
"chr9-072","chr9",93000001,94000000,"chr9-072",-0.085,-0.031,-0.052,-0.06,-0.023,-0.02,0.001,-0.074,-0.073
"chr9-073","chr9",94000001,95000000,"chr9-073",0.203,0.039,0.097,0.101,0.024,0.023,0.163,0.062,0.047
"chr9-074","chr9",95000001,96000000,"chr9-074",0.16,0,0.04,0.047,0.01,0.06,0.173,0.089,0.033
"chr9-075","chr9",96000001,97000000,"chr9-075",0.059,-0.024,0.071,0.05,-0.021,0.03,0.097,0.065,-0.016
"chr9-076","chr9",97000001,98000000,"chr9-076",0.038,0.039,-0.051,0.031,0.04,0.032,0.118,0.013,0.004
"chr9-077","chr9",98000001,99000000,"chr9-077",0.014,-0.002,0.091,0.038,0.023,0.039,0.045,0.045,0.043
"chr9-078","chr9",99000001,100000000,"chr9-078",0.116,0.078,0.185,0.119,0.064,0.067,0.113,0.122,0.099
"chr9-079","chr9",100000001,101000000,"chr9-079",0.013,0.007,0.065,-0.006,0.009,0.017,0.054,0.045,-0.023
"chr9-080","chr9",101000001,102000000,"chr9-080",-0.123,-0.049,-0.235,-0.116,-0.037,-0.027,-0.036,-0.138,-0.104
"chr9-081","chr9",102000001,103000000,"chr9-081",-0.12,-0.055,-0.141,-0.093,-0.046,-0.023,-0.062,-0.091,-0.079
"chr9-082","chr9",103000001,104000000,"chr9-082",-0.009,0.046,0.031,0.107,0.036,0.02,-0.062,0.049,0.143
"chr9-083","chr9",104000001,105000000,"chr9-083",-0.125,-0.099,-0.243,-0.109,-0.024,-0.045,-0.177,-0.122,-0.066
"chr9-084","chr9",105000001,106000000,"chr9-084",-0.17,-0.148,0.336,-0.363,0.093,-0.01,-0.202,0.113,0.175
"chr9-085","chr9",106000001,107000000,"chr9-085",-0.068,-0.187,-0.352,-0.145,-0.091,-0.062,-0.16,-0.148,-0.146
"chr9-086","chr9",107000001,108000000,"chr9-086",-0.066,0.006,-0.005,-0.005,0.033,0.039,-0.001,0.013,-0.011
"chr9-087","chr9",108000001,109000000,"chr9-087",-0.107,-0.042,-0.023,-0.082,-0.046,0.008,-0.207,-0.069,-0.039
"chr9-088","chr9",109000001,110000000,"chr9-088",-0.272,-0.032,-0.15,-0.164,-0.062,-0.064,-0.246,-0.14,-0.074
"chr9-089","chr9",110000001,111000000,"chr9-089",-0.049,0.007,-0.026,-0.012,0.013,-0.003,-0.047,-0.043,-0.035
"chr9-090","chr9",111000001,112000000,"chr9-090",-0.104,-0.066,-0.15,-0.068,-0.019,-0.027,-0.042,-0.019,-0.024
"chr9-091","chr9",112000001,113000000,"chr9-091",-0.119,-0.009,-0.094,-0.083,-0.029,-0.034,-0.06,-0.082,-0.083
"chr9-092","chr9",113000001,114000000,"chr9-092",-0.285,-0.036,-0.086,-0.113,-0.03,-0.012,-0.248,-0.108,-0.036
"chr9-093","chr9",114000001,115000000,"chr9-093",0,0.119,0.132,0.039,0.078,0.048,-0.056,0.084,0.042
"chr9-094","chr9",115000001,116000000,"chr9-094",0.146,0.056,0.114,0.127,0.057,0.027,0.065,0.124,0.065
"chr9-095","chr9",116000001,117000000,"chr9-095",0.046,-0.023,-0.047,-0.038,-0.023,-0.003,0.12,-0.025,-0.072
"chr9-096","chr9",117000001,118000000,"chr9-096",0.078,-0.021,-0.035,-0.024,-0.022,-0.004,0.104,-0.019,-0.043
"chr9-097","chr9",118000001,119000000,"chr9-097",-0.345,-0.125,-0.317,-0.231,-0.11,-0.101,-0.299,-0.252,-0.13
"chr9-098","chr9",119000001,120000000,"chr9-098",-0.292,-0.093,-0.233,-0.197,-0.062,-0.082,-0.285,-0.197,-0.138
"chr9-099","chr9",120000001,121000000,"chr9-099",-0.29,-0.064,-0.201,-0.176,-0.048,-0.035,-0.236,-0.136,-0.08
"chr9-100","chr9",121000001,122000000,"chr9-100",-0.36,-0.051,-0.136,-0.302,-0.107,-0.035,-0.363,-0.158,-0.081
"chr9-101","chr9",122000001,123000000,"chr9-101",-0.198,-0.108,-0.298,-0.313,-0.098,-0.113,-0.243,-0.245,-0.223
"chr9-102","chr9",123000001,124000000,"chr9-102",0.021,-0.021,-0.019,0.023,0.03,0.031,-0.019,0.043,-0.009
"chr9-103","chr9",124000001,125000000,"chr9-103",0.148,-0.013,-0.004,0.021,0.007,-0.004,0.155,0.041,-0.011
"chr9-104","chr9",125000001,126000000,"chr9-104",-0.069,-0.043,-0.03,-0.004,-0.016,-0.011,-0.027,-0.037,-0.019
"chr9-105","chr9",126000001,127000000,"chr9-105",0.002,0.027,0.088,-0.022,0.009,0.017,0.01,0.015,0.004
"chr9-106","chr9",127000001,128000000,"chr9-106",0.16,0.031,0.11,0.082,0.038,0.061,0.144,0.106,0.008
"chr9-107","chr9",128000001,129000000,"chr9-107",-0.023,0.025,0.063,-0.005,0.033,0.031,0.022,0.022,0.016
"chr9-108","chr9",129000001,130000000,"chr9-108",0.081,-0.007,0.03,-0.004,0.002,0.037,0.124,0.033,-0.028
"chr9-109","chr9",130000001,131000000,"chr9-109",0.27,0.009,0.082,0.067,0.039,0.066,0.275,0.123,0.017
"chr9-110","chr9",131000001,132000000,"chr9-110",0.3,0.09,0.24,0.17,0.085,0.101,0.297,0.231,0.089
"chr9-111","chr9",132000001,133000000,"chr9-111",0.235,0.079,0.166,0.107,0.064,0.085,0.264,0.15,0.047
"chr9-112","chr9",133000001,133073060,"chr9-112",0.2,-0.013,0.091,0.124,0.036,0.012,0.248,0.083,0.02
"chr9-113","chr9",133223061,134000000,"chr9-113",0.158,0.044,0.084,0.072,0.032,0.072,0.2,0.113,0.035
"chr9-114","chr9",134000001,135000000,"chr9-114",0.122,0.086,0.142,0.071,0.043,0.088,0.139,0.099,0.042
"chr9-115","chr9",135000001,136000000,"chr9-115",0.184,0.016,0.1,0.056,0.027,0.065,0.14,0.105,0.016
"chr9-116","chr9",136000001,137000000,"chr9-116",0.202,0.004,0.184,0.092,0.011,0.071,0.226,0.131,0.024
"chr9-117","chr9",137000001,137041193,"chr9-117",0.386,0.033,0.32,0.191,0.102,0.055,0.247,0.21,0.099
"chr9-118","chr9",137091194,138000000,"chr9-118",0.203,-0.052,0.078,0.06,-0.019,0.077,0.175,0.056,0.009
"chr9-119","chr9",138000001,139000000,"chr9-119",0.147,-0.013,0.132,0.066,-0.002,0.073,0.154,0.11,0.023
"chr9-120","chr9",139000001,139166997,"chr9-120",0.259,0.005,0.199,0.128,0.028,0.085,0.188,0.129,0.006
"chr9-121","chr9",139216998,140000000,"chr9-121",0.307,-0.003,0.299,0.179,0.034,0.084,0.261,0.233,0.096
"chr9-122","chr9",140000001,141000000,"chr9-122",0.284,0.049,0.305,0.194,0.06,0.099,0.24,0.24,0.121
"chr9-123","chr9",141000001,141153431,"chr9-123",-0.036,-0.005,0.351,0.201,0.058,-0.096,0.13,0.088,-0.007
"chr10-001","chr10",60001,1000000,"chr10-001",0.305,0.082,0.352,0.227,0.075,0.091,0.25,0.152,0.103
"chr10-002","chr10",1000001,2000000,"chr10-002",0.128,0.03,0.242,0.11,0.019,0.045,0.121,0.075,0.052
"chr10-003","chr10",2000001,3000000,"chr10-003",-0.045,0.016,0.129,-0.006,0,0.028,0.004,-0.038,0
"chr10-004","chr10",3000001,4000000,"chr10-004",0.158,0.05,0.231,0.153,0.047,0.05,0.205,0.088,0.071
"chr10-005","chr10",4000001,5000000,"chr10-005",-0.015,-0.012,0.1,0.027,0.005,0.002,0.042,-0.022,0.056
"chr10-006","chr10",5000001,6000000,"chr10-006",0.037,0.019,0.086,0.049,0.029,0.038,0.083,0.059,0.012
"chr10-007","chr10",6000001,7000000,"chr10-007",0.071,0.083,0.156,0.094,0.064,0.043,0.094,0.073,0.047
"chr10-008","chr10",7000001,8000000,"chr10-008",0.098,0.061,0.089,0.047,0.016,0.032,0.038,0.066,0.034
"chr10-009","chr10",8000001,9000000,"chr10-009",0.193,0.05,0.285,0.153,0.04,0.031,0.103,0.129,0.066
"chr10-010","chr10",9000001,10000000,"chr10-010",-0.133,-0.032,-0.084,-0.101,-0.079,-0.024,-0.321,-0.07,0.006
"chr10-011","chr10",10000001,11000000,"chr10-011",-0.215,-0.013,-0.017,-0.018,-0.036,-0.065,-0.187,-0.068,-0.045
"chr10-012","chr10",11000001,12000000,"chr10-012",0.027,0.043,0.127,0.03,0.019,0.027,0.061,0.026,0.027
"chr10-013","chr10",12000001,13000000,"chr10-013",0.085,0.116,0.177,0.12,0.079,0.058,0.094,0.119,0.047
"chr10-014","chr10",13000001,14000000,"chr10-014",0.04,0.097,0.184,0.083,0.054,0.034,0.079,0.106,0.05
"chr10-015","chr10",14000001,15000000,"chr10-015",-0.046,0.023,-0.046,-0.039,0.017,0.016,-0.041,0.001,-0.013
"chr10-016","chr10",15000001,16000000,"chr10-016",0.058,0.054,0.212,0.14,0.042,0.023,0.062,0.118,0.074
"chr10-017","chr10",16000001,17000000,"chr10-017",-0.142,0.001,0.004,-0.013,0.013,0.018,-0.155,0.002,-0.003
"chr10-018","chr10",17000001,17974675,"chr10-018",-0.072,0.03,0.011,0.013,0.037,0.027,-0.019,0.031,0.026
"chr10-019","chr10",18024676,19000000,"chr10-019",-0.072,0.004,0.079,0.029,0.022,0.012,-0.053,-0.006,0.04
"chr10-020","chr10",19000001,20000000,"chr10-020",-0.333,-0.139,-0.209,-0.191,-0.098,-0.02,-0.401,-0.078,-0.111
"chr10-021","chr10",20000001,21000000,"chr10-021",-0.105,0.033,-0.078,0.014,0.062,0.063,-0.07,0.011,0.085
"chr10-022","chr10",21000001,22000000,"chr10-022",0.144,0.035,0.068,0.104,0.076,0.07,0.042,0.145,0.097
"chr10-023","chr10",22000001,23000000,"chr10-023",0.074,0.017,0.099,0.102,0.044,0.026,0.054,0.097,0.079
"chr10-024","chr10",23000001,24000000,"chr10-024",-0.003,-0.018,0.013,-0.053,-0.019,0.007,-0.075,-0.02,-0.014
"chr10-025","chr10",24000001,25000000,"chr10-025",-0.117,0.041,0.078,-0.006,0.018,-0.015,-0.138,0.009,0.036
"chr10-026","chr10",25000001,26000000,"chr10-026",0.016,-0.028,-0.017,-0.014,0.005,-0.003,-0.011,0.045,0.006
"chr10-027","chr10",26000001,27000000,"chr10-027",-0.092,0.007,0.143,-0.004,0.019,0.032,0.008,0.031,0.026
"chr10-028","chr10",27000001,28000000,"chr10-028",0.029,0.046,0.157,0.089,0.047,0.049,0.056,0.115,0.061
"chr10-029","chr10",28000001,29000000,"chr10-029",0.048,0.032,0.13,0.072,0.038,0.033,-0.032,0.125,0.051
"chr10-030","chr10",29000001,30000000,"chr10-030",-0.069,0.023,-0.001,-0.006,0.028,-0.008,-0.018,-0.025,0.011
"chr10-031","chr10",30000001,31000000,"chr10-031",0.076,0.067,0.11,0.091,0.045,0.035,0.088,0.055,0.032
"chr10-032","chr10",31000001,32000000,"chr10-032",0.054,-0.012,-0.04,0.034,0.035,0.038,0.073,0.021,0.021
"chr10-033","chr10",32000001,33000000,"chr10-033",0.063,0.087,0.093,0.121,0.079,0.083,0.04,0.152,0.096
"chr10-034","chr10",33000001,34000000,"chr10-034",-0.076,-0.013,-0.065,-0.042,0.006,-0.026,-0.061,-0.064,0.007
"chr10-035","chr10",34000001,35000000,"chr10-035",-0.154,-0.002,-0.072,-0.054,0.006,-0.009,-0.148,-0.034,-0.006
"chr10-036","chr10",35000001,36000000,"chr10-036",0.123,0.114,0.166,0.118,0.076,0.063,0.079,0.111,0.087
"chr10-037","chr10",36000001,37000000,"chr10-037",-0.252,-0.004,-0.03,-0.098,0.001,0.014,-0.223,-0.071,-0.002
"chr10-038","chr10",37000001,38000000,"chr10-038",-0.178,-0.069,-0.016,-0.071,-0.033,-0.021,-0.134,-0.071,-0.043
"chr10-039","chr10",38000001,38818835,"chr10-039",0.123,-0.048,0.067,0.065,0.021,-0.021,0.047,0.089,0.009
"chr10-040","chr10",38868836,39154935,"chr10-040",0.187,-0.073,0.359,0.164,0.047,-0.02,-0.064,0.159,0.137
"chr10-041","chr10",42596688,43000000,"chr10-041",0.112,0.089,0.245,0.213,0.003,0.009,0.027,0.191,0.048
"chr10-042","chr10",43000001,44000000,"chr10-042",0.194,0.032,0.192,0.095,0.033,0.066,0.177,0.145,0.025
"chr10-043","chr10",44000001,45000000,"chr10-043",0.079,-0.003,0.029,0.009,0.002,-0.015,0.054,-0.022,-0.009
"chr10-044","chr10",45000001,46000000,"chr10-044",0.111,-0.043,-0.055,-0.046,-0.014,-0.012,0.116,-0.029,-0.039
"chr10-045","chr10",46000001,46426964,"chr10-045",0.207,0.105,0.246,0.165,0.068,0.049,0.118,0.184,0.067
"chr10-046","chr10",46476965,47000000,"chr10-046",0.104,0.08,0.239,0.084,0.014,0.028,0.042,0.198,0.08
"chr10-047","chr10",47000001,47429169,"chr10-047",-0.123,0.072,0.02,-0.039,-0.037,-0.011,-0.067,0.059,-0.033
"chr10-048","chr10",47529170,47792476,"chr10-048",-0.036,0.031,0.067,-0.023,-0.049,-0.033,0.062,-0.034,-0.039
"chr10-049","chr10",48105708,49095536,"chr10-049",0.002,-0.046,0.008,-0.11,-0.042,-0.067,0.024,-0.053,-0.067
"chr10-050","chr10",49195537,50000000,"chr10-050",-0.025,-0.065,-0.068,-0.083,-0.052,-0.033,0.012,-0.07,-0.046
"chr10-051","chr10",50000001,51137410,"chr10-051",-0.05,-0.065,-0.088,-0.082,-0.063,-0.031,0.03,-0.063,-0.066
"chr10-052","chr10",51448846,52000000,"chr10-052",0.067,0.035,0.097,0.026,0.036,0.032,0.007,0.031,0.01
"chr10-053","chr10",52000001,53000000,"chr10-053",-0.169,-0.1,-0.212,-0.159,-0.04,-0.039,-0.178,-0.098,-0.067
"chr10-054","chr10",53000001,54000000,"chr10-054",-0.272,-0.087,-0.128,-0.092,0.003,-0.052,-0.076,-0.108,-0.072
"chr10-055","chr10",54000001,55000000,"chr10-055",-0.184,-0.096,-0.084,-0.145,-0.07,-0.057,-0.138,-0.138,-0.053
"chr10-056","chr10",55000001,56000000,"chr10-056",-0.261,-0.144,-0.164,-0.212,-0.135,-0.115,-0.34,-0.159,-0.108
"chr10-057","chr10",56000001,57000000,"chr10-057",-0.233,-0.184,-0.13,-0.126,-0.106,-0.14,-0.248,-0.199,-0.086
"chr10-058","chr10",57000001,58000000,"chr10-058",0.084,-0.048,0.27,-0.016,-0.039,-0.002,-0.065,0.021,0.009
"chr10-059","chr10",58000001,59000000,"chr10-059",-0.045,-0.082,-0.026,-0.187,-0.09,-0.035,-0.073,-0.122,-0.042
"chr10-060","chr10",59000001,60000000,"chr10-060",-0.466,-0.12,-0.316,-0.241,-0.041,-0.03,-0.357,-0.21,-0.069
"chr10-061","chr10",60000001,61000000,"chr10-061",0.025,-0.054,0.028,-0.054,-0.016,0.008,-0.104,-0.041,-0.028
"chr10-062","chr10",61000001,62000000,"chr10-062",-0.119,-0.034,-0.12,-0.058,-0.011,-0.023,-0.403,-0.054,-0.002
"chr10-063","chr10",62000001,63000000,"chr10-063",-0.208,-0.09,-0.124,-0.07,-0.034,-0.033,-0.453,-0.077,-0.008
"chr10-064","chr10",63000001,64000000,"chr10-064",-0.046,-0.021,-0.092,-0.036,0.025,-0.044,-0.276,-0.037,0.005
"chr10-065","chr10",64000001,65000000,"chr10-065",-0.069,-0.045,-0.087,-0.033,-0.001,-0.005,-0.192,-0.043,-0.016
"chr10-066","chr10",65000001,66000000,"chr10-066",0.059,0.053,0.003,0.065,0.036,0.017,0.015,0.08,0.038
"chr10-067","chr10",66000001,67000000,"chr10-067",-0.163,-0.09,0.188,-0.013,-0.07,-0.079,-0.175,-0.057,0.048
"chr10-068","chr10",67000001,68000000,"chr10-068",-0.522,-0.222,-0.355,-0.371,-0.105,-0.072,-0.445,-0.256,-0.084
"chr10-069","chr10",68000001,69000000,"chr10-069",-0.213,-0.195,-0.1,-0.118,-0.067,-0.072,-0.291,-0.098,-0.029
"chr10-070","chr10",69000001,70000000,"chr10-070",-0.046,0.041,0.114,0.105,0.073,0.066,-0.063,0.071,0.079
"chr10-071","chr10",70000001,71000000,"chr10-071",0.168,0.142,0.206,0.149,0.129,0.102,-0.057,0.196,0.11
"chr10-072","chr10",71000001,72000000,"chr10-072",0.103,0.015,0.053,0.023,0.015,0.017,-0.042,0.034,-0.01
"chr10-073","chr10",72000001,73000000,"chr10-073",0.093,0.014,0.045,0.03,0.006,0.009,-0.04,0.036,-0.02
"chr10-074","chr10",73000001,74000000,"chr10-074",0.149,0.009,0.072,0.039,0.019,0.008,0.038,0.045,0.008
"chr10-075","chr10",74000001,75000000,"chr10-075",0.137,0.106,0.19,0.166,0.105,0.093,0.071,0.18,0.093
"chr10-076","chr10",75000001,76000000,"chr10-076",0.133,0.065,0.104,0.118,0.069,0.051,0.106,0.115,0.048
"chr10-077","chr10",76000001,77000000,"chr10-077",0.071,0.009,0.068,0.068,0.031,0.024,0.055,0.049,0.04
"chr10-078","chr10",77000001,78000000,"chr10-078",0.107,-0.017,0.108,0.089,0.019,0.018,0.151,0.072,0.013
"chr10-079","chr10",78000001,79000000,"chr10-079",-0.1,-0.025,-0.178,-0.118,-0.018,-0.064,0.003,-0.131,-0.036
"chr10-080","chr10",79000001,80000000,"chr10-080",0.083,0.003,-0.128,-0.031,0.01,0.011,0.11,-0.044,-0.056
"chr10-081","chr10",80000001,81000000,"chr10-081",0.118,-0.058,-0.157,-0.072,-0.024,-0.051,0.165,-0.077,-0.074
"chr10-082","chr10",81000001,82000000,"chr10-082",0.125,-0.032,-0.035,0.029,-0.015,-0.009,0.161,0.034,-0.029
"chr10-083","chr10",82000001,83000000,"chr10-083",0.022,0.006,-0.012,-0.022,0.003,0.007,0.08,0.028,-0.022
"chr10-084","chr10",83000001,84000000,"chr10-084",-0.337,-0.065,-0.168,-0.122,-0.039,0.007,-0.228,-0.063,-0.064
"chr10-085","chr10",84000001,85000000,"chr10-085",-0.42,-0.173,-0.186,-0.283,-0.073,-0.107,-0.4,-0.228,-0.108
"chr10-086","chr10",85000001,86000000,"chr10-086",-0.189,-0.068,-0.133,-0.177,-0.03,-0.05,-0.075,-0.13,-0.064
"chr10-087","chr10",86000001,87000000,"chr10-087",-0.084,0.006,0.026,-0.032,0.002,0.004,-0.063,0.028,-0.018
"chr10-088","chr10",87000001,88000000,"chr10-088",-0.261,-0.108,-0.384,-0.298,-0.11,-0.104,-0.136,-0.232,-0.212
"chr10-089","chr10",88000001,89000000,"chr10-089",0.149,0.018,0.13,0.07,0.002,0.033,0.174,0.084,0.014
"chr10-090","chr10",89000001,90000000,"chr10-090",-0.031,-0.102,-0.128,-0.019,-0.002,0.005,0.038,-0.002,-0.053
"chr10-091","chr10",90000001,91000000,"chr10-091",-0.21,-0.11,-0.216,-0.135,-0.055,-0.047,-0.091,-0.135,-0.071
"chr10-092","chr10",91000001,92000000,"chr10-092",-0.036,-0.001,-0.043,-0.031,-0.009,-0.008,-0.045,-0.022,-0.022
"chr10-093","chr10",92000001,93000000,"chr10-093",-0.238,-0.063,-0.196,-0.104,-0.062,-0.015,-0.202,-0.191,-0.053
"chr10-094","chr10",93000001,94000000,"chr10-094",0.011,0.029,0.102,0.002,0.025,0,-0.052,0.037,0.07
"chr10-095","chr10",94000001,95000000,"chr10-095",0.125,0.021,0.11,0.083,0.06,0.057,0.077,0.102,0.044
"chr10-096","chr10",95000001,96000000,"chr10-096",-0.062,0.02,-0.021,-0.002,0.028,-0.014,0.012,-0.02,0.042
"chr10-097","chr10",96000001,97000000,"chr10-097",-0.114,-0.014,-0.02,-0.012,0.03,0.006,-0.077,0.012,0.018
"chr10-098","chr10",97000001,98000000,"chr10-098",0.027,-0.019,-0.072,-0.018,0,0.006,0.052,-0.046,-0.029
"chr10-099","chr10",98000001,99000000,"chr10-099",-0.056,0.001,-0.008,-0.068,0.01,0.018,-0.012,-0.009,-0.018
"chr10-100","chr10",99000001,100000000,"chr10-100",0.163,0.067,0.106,0.071,0.04,0.036,0.187,0.116,0.021
"chr10-101","chr10",100000001,101000000,"chr10-101",0.049,-0.012,-0.071,-0.01,-0.032,-0.016,0.062,-0.032,-0.03
"chr10-102","chr10",101000001,102000000,"chr10-102",0.037,0.004,0.09,0.019,0.01,0.033,0.017,0.067,0.007
"chr10-103","chr10",102000001,103000000,"chr10-103",0.232,0.003,0.128,0.077,0.01,0.063,0.202,0.123,0.032
"chr10-104","chr10",103000001,104000000,"chr10-104",0.171,0.039,0.14,0.107,0.06,0.061,0.153,0.153,0.034
"chr10-105","chr10",104000001,105000000,"chr10-105",0.228,0.055,0.121,0.109,0.07,0.07,0.125,0.148,0.029
"chr10-106","chr10",105000001,106000000,"chr10-106",0.209,0.02,0.111,0.107,0.044,0.034,0.042,0.115,0.038
"chr10-107","chr10",106000001,107000000,"chr10-107",0.071,-0.047,-0.08,-0.024,-0.028,-0.031,0.085,0.011,-0.042
"chr10-108","chr10",107000001,108000000,"chr10-108",-0.405,-0.011,-0.201,-0.288,-0.094,-0.054,-0.403,-0.212,-0.061
