"","Chromosome","Start","End","Feature","203219650162_R08C01","203219650188_R08C01","203219750019_R05C01","203219750053_R05C01","203219760009_R08C01","203220070150_R02C01","203225140266_R03C01","203257030015_R06C01","203257030060_R08C01"
"chr5-1057","chr5",157425001,157650000,"chr5-1057",0.002,0.056,-0.174,-0.18,-0.068,-0.036,-0.01,-0.028,-0.005
"chr5-1058","chr5",157650001,157725000,"chr5-1058",-0.464,-0.14,-0.372,-0.278,-0.051,-0.098,-0.334,-0.305,-0.129
"chr5-1059","chr5",157725001,157875000,"chr5-1059",-0.3,-0.048,-0.225,-0.181,-0.051,-0.104,-0.177,-0.266,-0.177
"chr5-1060","chr5",157875001,158100000,"chr5-1060",-0.36,0.029,-0.219,-0.244,-0.009,-0.021,-0.25,-0.194,-0.056
"chr5-1061","chr5",158100001,158175000,"chr5-1061",-0.16,0.005,-0.151,-0.164,-0.026,-0.123,-0.116,-0.067,-0.023
"chr5-1062","chr5",158175001,158325000,"chr5-1062",-0.335,0.007,-0.147,-0.152,0.009,-0.016,-0.215,-0.171,-0.109
"chr5-1063","chr5",158325001,158400000,"chr5-1063",-0.383,-0.119,-0.131,-0.22,-0.094,-0.159,-0.351,-0.266,-0.185
"chr5-1064","chr5",158400001,158475000,"chr5-1064",-0.217,-0.03,0.053,-0.165,-0.002,0.003,-0.089,-0.037,0.086
"chr5-1065","chr5",158475001,158550000,"chr5-1065",0.171,0.053,0.351,0.21,0.074,0.052,0.189,0.133,0.185
"chr5-1066","chr5",158550001,158625000,"chr5-1066",-0.313,-0.089,-0.107,-0.265,-0.025,-0.004,-0.325,-0.252,-0.081
"chr5-1067","chr5",158625001,158700000,"chr5-1067",0.247,0.093,0.111,0.11,0.028,0.052,0.023,0.126,0.064
"chr5-1068","chr5",158700001,158775000,"chr5-1068",-0.257,-0.102,-0.17,-0.226,-0.046,-0.151,-0.156,-0.235,-0.137
"chr5-1069","chr5",158775001,158925000,"chr5-1069",-0.434,-0.108,-0.161,-0.219,-0.073,-0.157,-0.289,-0.284,-0.134
"chr5-1070","chr5",158925001,159150000,"chr5-1070",-0.367,-0.064,-0.158,-0.351,0.022,-0.107,-0.209,-0.397,-0.081
"chr5-1071","chr5",159150001,159300000,"chr5-1071",-0.243,0.022,-0.151,-0.109,-0.029,-0.111,-0.265,-0.17,-0.11
"chr5-1072","chr5",159300001,159375000,"chr5-1072",0.084,0.013,-0.177,-0.126,0.04,-0.078,0.103,-0.056,-0.008
"chr5-1073","chr5",159375001,159450000,"chr5-1073",0.013,0.094,0.058,-0.067,0.042,-0.016,-0.002,0.024,0.011
"chr5-1074","chr5",159450001,159525000,"chr5-1074",-0.115,0.048,0.165,-0.039,0.037,0,-0.215,-0.008,0.027
"chr5-1075","chr5",159525001,159600000,"chr5-1075",0.11,0.132,0.176,0.186,0.186,0.081,0.066,0.183,0.132
"chr5-1076","chr5",159600001,159675000,"chr5-1076",0,0.126,0.25,0.014,0.068,-0.032,-0.042,0.069,0.053
"chr5-1077","chr5",159675001,159750000,"chr5-1077",-0.019,0.138,0.028,0.042,0.095,0.05,0.091,0.057,0.034
"chr5-1078","chr5",159750001,159825000,"chr5-1078",-0.058,0.058,0.155,0.03,0.027,-0.032,-0.029,-0.019,-0.008
"chr5-1079","chr5",159825001,159900000,"chr5-1079",0.112,0.047,0.148,0.195,0.11,0.058,0.14,0.151,0.175
"chr5-1080","chr5",159900001,159975000,"chr5-1080",-0.497,-0.027,-0.309,-0.271,-0.047,-0.091,-0.266,-0.145,-0.099
"chr5-1081","chr5",159975001,160125000,"chr5-1081",-0.642,-0.123,-0.382,-0.36,-0.068,-0.17,-0.404,-0.323,-0.193
"chr5-1082","chr5",160125001,160425000,"chr5-1082",-0.432,-0.084,-0.288,-0.227,-0.109,-0.089,-0.334,-0.234,-0.175
"chr5-1083","chr5",160425001,161025000,"chr5-1083",-0.263,-0.117,-0.21,-0.166,-0.039,-0.063,-0.26,-0.139,-0.046
"chr5-1084","chr5",161025001,161250000,"chr5-1084",-0.303,-0.081,-0.001,-0.273,-0.057,-0.138,-0.391,-0.215,-0.081
"chr5-1085","chr5",161250001,161325000,"chr5-1085",-0.305,-0.019,-0.352,-0.316,-0.075,-0.167,-0.27,-0.256,-0.233
"chr5-1086","chr5",161325001,161550000,"chr5-1086",-0.377,-0.229,-0.268,-0.318,-0.107,-0.269,-0.349,-0.195,-0.049
"chr5-1087","chr5",161550001,162825000,"chr5-1087",-0.46,-0.125,-0.352,-0.297,-0.049,-0.076,-0.445,-0.332,-0.108
"chr5-1088","chr5",162825001,162900000,"chr5-1088",0.106,-0.103,-0.299,-0.045,0.002,-0.03,-0.031,-0.028,-0.098
"chr5-1089","chr5",162900001,162975000,"chr5-1089",0.021,0.047,-0.058,-0.005,0.082,0.091,0.038,0.024,0.01
"chr5-1090","chr5",162975001,163275000,"chr5-1090",-0.163,-0.087,-0.275,-0.334,-0.04,-0.089,-0.294,-0.222,-0.149
"chr5-1091","chr5",163275001,163650000,"chr5-1091",-0.522,-0.247,-0.335,-0.388,-0.154,-0.126,-0.458,-0.34,-0.187
"chr5-1092","chr5",163650001,163725000,"chr5-1092",-0.507,-0.233,-0.435,-0.603,-0.187,-0.247,-0.403,-0.436,-0.231
"chr5-1093","chr5",163725001,163950000,"chr5-1093",-0.192,-0.132,-0.186,-0.257,-0.136,-0.153,-0.402,-0.213,-0.099
"chr5-1094","chr5",163950001,164625000,"chr5-1094",0.167,0.051,0.016,-0.083,-0.006,-0.047,-0.041,-0.005,0.021
"chr5-1095","chr5",164625001,165000000,"chr5-1095",-0.352,-0.081,-0.341,-0.303,-0.038,-0.054,-0.325,-0.294,-0.002
"chr5-1096","chr5",165000001,165600000,"chr5-1096",-0.234,-0.032,-0.092,-0.153,-0.035,-0.057,-0.334,-0.15,-0.044
"chr5-1097","chr5",165600001,166350000,"chr5-1097",-0.291,-0.044,-0.195,-0.11,-0.05,-0.075,-0.22,-0.121,-0.053
"chr5-1098","chr5",166350001,166425000,"chr5-1098",0.198,0.197,0.389,0.03,0.011,0.02,0.129,0.087,0.036
"chr5-1099","chr5",166425001,166725000,"chr5-1099",-0.137,0.022,-0.056,-0.123,-0.029,-0.095,-0.223,-0.123,-0.024
"chr5-1100","chr5",166725001,166950000,"chr5-1100",-0.41,-0.122,-0.336,-0.322,-0.058,-0.05,-0.317,-0.288,-0.136
"chr5-1101","chr5",166950001,167025000,"chr5-1101",-0.196,-0.022,-0.148,-0.094,-0.017,-0.05,-0.379,-0.198,0.027
"chr5-1102","chr5",167025001,167100000,"chr5-1102",-0.537,-0.168,-0.479,-0.395,-0.126,-0.133,-0.524,-0.305,-0.2
"chr5-1103","chr5",167100001,167175000,"chr5-1103",-0.313,-0.15,-0.421,-0.409,-0.12,-0.198,-0.387,-0.4,-0.177
"chr5-1104","chr5",167175001,167250000,"chr5-1104",-0.22,0.041,0.069,-0.194,0.007,-0.013,-0.2,-0.213,-0.07
"chr5-1105","chr5",167250001,167325000,"chr5-1105",-0.129,0.008,0.074,-0.093,-0.02,-0.043,-0.304,-0.002,0.029
"chr5-1106","chr5",167325001,167400000,"chr5-1106",-0.115,0.057,-0.118,-0.071,0.021,-0.085,-0.245,-0.004,0.069
"chr5-1107","chr5",167400001,167550000,"chr5-1107",-0.086,-0.007,-0.238,-0.144,-0.043,-0.1,-0.347,-0.307,-0.085
"chr5-1108","chr5",167550001,167625000,"chr5-1108",-0.142,-0.064,-0.179,-0.274,-0.038,-0.034,-0.17,-0.27,-0.189
"chr5-1109","chr5",167625001,167700000,"chr5-1109",0.136,0.066,0.211,0.032,0.016,-0.005,0.037,0.021,0.01
"chr5-1110","chr5",167700001,167775000,"chr5-1110",-0.075,0.054,-0.051,-0.022,0.019,0.015,0.001,0.049,0.039
"chr5-1111","chr5",167775001,167850000,"chr5-1111",-0.219,0.005,-0.158,-0.206,-0.042,-0.088,-0.149,-0.059,-0.049
"chr5-1112","chr5",167850001,167925000,"chr5-1112",-0.052,0.009,-0.129,-0.069,-0.015,-0.016,0.061,-0.054,-0.079
"chr5-1113","chr5",167925001,168000000,"chr5-1113",-0.036,0.069,0.058,0.076,0.022,-0.009,-0.15,0.015,0.152
"chr5-1114","chr5",168000001,168075000,"chr5-1114",-0.137,0.078,0.065,0.031,0.044,-0.019,-0.16,0.059,-0.065
"chr5-1115","chr5",168075001,168150000,"chr5-1115",-0.207,0.015,-0.096,-0.169,-0.006,-0.08,-0.048,-0.156,-0.06
"chr5-1116","chr5",168150001,168225000,"chr5-1116",-0.17,-0.029,-0.032,-0.091,0.017,-0.086,-0.021,-0.117,-0.046
"chr5-1117","chr5",168225001,168300000,"chr5-1117",-0.23,-0.023,-0.301,-0.208,-0.027,-0.048,-0.166,-0.144,-0.072
"chr5-1118","chr5",168300001,168375000,"chr5-1118",-0.226,-0.064,-0.338,-0.113,-0.078,-0.062,-0.201,-0.214,-0.06
"chr5-1119","chr5",168375001,168450000,"chr5-1119",-0.279,-0.033,-0.258,-0.207,-0.053,-0.116,-0.168,-0.321,-0.157
"chr5-1120","chr5",168450001,168675000,"chr5-1120",-0.279,-0.032,-0.073,-0.102,-0.013,-0.151,-0.135,-0.223,-0.064
"chr5-1121","chr5",168675001,168750000,"chr5-1121",0.205,0.122,0.242,0.13,0.094,0.008,0.072,0.047,-0.031
"chr5-1122","chr5",168750001,168975000,"chr5-1122",-0.482,-0.168,-0.239,-0.272,-0.116,-0.193,-0.254,-0.248,-0.134
"chr5-1123","chr5",168975001,169050000,"chr5-1123",-0.05,0.039,0.085,0.1,-0.007,-0.001,-0.121,0.009,-0.015
"chr5-1124","chr5",169050001,169125000,"chr5-1124",-0.163,0.003,-0.113,-0.097,-0.08,-0.041,-0.051,-0.12,-0.063
"chr5-1125","chr5",169125001,169200000,"chr5-1125",-0.541,-0.023,-0.349,-0.374,-0.11,-0.112,-0.317,-0.316,-0.162
"chr5-1126","chr5",169200001,169275000,"chr5-1126",-0.419,-0.017,0.008,-0.425,0.019,-0.037,-0.211,-0.307,-0.111
"chr5-1127","chr5",169275001,169350000,"chr5-1127",-0.319,0.054,-0.379,-0.263,-0.01,-0.034,-0.089,-0.257,0.014
"chr5-1128","chr5",169350001,169425000,"chr5-1128",-0.441,-0.019,-0.236,-0.293,-0.016,-0.053,-0.43,-0.317,-0.022
"chr5-1129","chr5",169425001,169575000,"chr5-1129",-0.218,-0.001,-0.139,-0.201,0.035,-0.044,-0.072,0.019,0.015
"chr5-1130","chr5",169575001,169650000,"chr5-1130",-0.536,-0.001,-0.401,-0.28,-0.045,-0.087,-0.242,-0.304,-0.165
"chr5-1131","chr5",169650001,169725000,"chr5-1131",-0.15,-0.047,-0.044,-0.123,-0.01,-0.06,0.043,-0.106,-0.068
"chr5-1132","chr5",169725001,169800000,"chr5-1132",-0.043,-0.026,-0.024,-0.122,-0.044,-0.088,0.102,-0.149,-0.033
"chr5-1133","chr5",169800001,169875000,"chr5-1133",-0.006,0.009,-0.337,-0.152,0.013,0.001,-0.014,-0.096,-0.1
"chr5-1134","chr5",169875001,169950000,"chr5-1134",0.169,-0.01,0.06,0.049,-0.06,-0.068,-0.036,0.06,0.005
"chr5-1135","chr5",169950001,170100000,"chr5-1135",-0.314,-0.125,-0.5,-0.29,-0.109,-0.065,-0.069,-0.266,-0.169
"chr5-1136","chr5",170100001,170175000,"chr5-1136",0.043,0.091,0.106,0.039,-0.031,-0.024,-0.012,0.023,0.025
"chr5-1137","chr5",170175001,170250000,"chr5-1137",-0.127,-0.091,-0.249,-0.228,-0.1,-0.152,-0.201,-0.212,-0.129
"chr5-1138","chr5",170250001,170700000,"chr5-1138",-0.115,-0.048,-0.003,0.03,-0.033,0.01,-0.242,0.031,-0.074
"chr5-1139","chr5",170700001,170775000,"chr5-1139",0.229,-0.108,0.094,-0.025,-0.029,0.006,0.082,0.1,-0.062
"chr5-1140","chr5",170775001,170850000,"chr5-1140",0.238,-0.037,-0.145,-0.018,0.067,0.137,0.17,0.068,-0.05
"chr5-1141","chr5",170850001,170925000,"chr5-1141",0.083,0.048,0.205,0.069,0.03,0.033,0.118,0.101,0.049
"chr5-1142","chr5",170925001,171075000,"chr5-1142",-0.018,-0.01,-0.087,-0.075,0.035,-0.048,0.017,-0.163,-0.097
"chr5-1143","chr5",171075001,171225000,"chr5-1143",-0.174,-0.069,-0.068,-0.077,-0.018,-0.081,-0.057,-0.075,-0.052
"chr5-1144","chr5",171225001,171300000,"chr5-1144",-0.381,0.011,-0.089,-0.227,0.015,-0.053,-0.168,-0.19,-0.128
"chr5-1145","chr5",171300001,171375000,"chr5-1145",-0.376,0.009,-0.26,-0.227,0.02,-0.038,-0.335,-0.126,-0.027
"chr5-1146","chr5",171375001,171450000,"chr5-1146",0.011,0.034,-0.009,0.054,0.043,0.007,0.001,-0.089,-0.028
"chr5-1147","chr5",171450001,171525000,"chr5-1147",0.127,0.192,0.397,0.184,0.076,0.056,0.129,0.193,0.089
"chr5-1148","chr5",171525001,171600000,"chr5-1148",-0.025,0.101,0.098,0.012,0.048,0.051,0.151,-0.023,0.008
"chr5-1149","chr5",171600001,171675000,"chr5-1149",0.065,0.111,0.149,0.123,0.1,0.051,0.118,0.231,0.091
"chr5-1150","chr5",171675001,171750000,"chr5-1150",0.172,0.277,0.372,0.217,0.204,0.091,0.093,0.298,0.188
"chr5-1151","chr5",171750001,171825000,"chr5-1151",0.003,0.079,0.132,0.105,0.112,0.052,0.079,0.064,-0.036
"chr5-1152","chr5",171825001,171900000,"chr5-1152",0.226,0.082,0.028,0.054,0.002,-0.012,0.178,0.067,0.073
"chr5-1153","chr5",171900001,171975000,"chr5-1153",0.032,0.119,-0.119,0.047,0.135,0.024,0.127,0.076,0.044
"chr5-1154","chr5",171975001,172050000,"chr5-1154",0.051,0.035,-0.103,-0.015,0.053,-0.008,0.255,0.057,0.043
"chr5-1155","chr5",172050001,172125000,"chr5-1155",0.186,0.083,0.201,0.055,0.029,0.007,0.19,0.068,0.116
"chr5-1156","chr5",172125001,172200000,"chr5-1156",0.275,0.013,0.063,0.057,0.046,0.048,0.282,0.102,-0.018
"chr5-1157","chr5",172200001,172275000,"chr5-1157",0.056,0.05,0.02,0.04,0.053,0.017,0.155,0.013,0.001
"chr5-1158","chr5",172275001,172350000,"chr5-1158",0.017,0.005,-0.233,-0.046,0.023,-0.013,0.17,-0.096,-0.004
"chr5-1159","chr5",172350001,172425000,"chr5-1159",0.175,0.113,0.05,0.092,0.036,0.071,0.187,0.127,-0.003
"chr5-1160","chr5",172425001,172500000,"chr5-1160",0.353,0.199,0.219,0.268,0.235,0.149,0.211,0.225,0.233
"chr5-1161","chr5",172500001,172575000,"chr5-1161",0.282,0.204,0.354,0.267,0.159,0.122,0.139,0.203,0.174
"chr5-1162","chr5",172575001,172650000,"chr5-1162",-0.127,0.062,0.015,-0.05,0.048,0.106,0.034,-0.014,0.019
"chr5-1163","chr5",172650001,172725000,"chr5-1163",0.183,0.077,0.396,0.14,0.048,0.055,0.144,0.148,0.075
"chr5-1164","chr5",172725001,172800000,"chr5-1164",0.163,-0.03,0.055,0.011,-0.028,-0.01,0.201,-0.026,-0.007
"chr5-1165","chr5",172800001,172950000,"chr5-1165",-0.214,-0.055,-0.165,-0.23,-0.07,-0.163,-0.223,-0.28,-0.089
"chr5-1166","chr5",172950001,173025000,"chr5-1166",-0.28,-0.018,-0.247,-0.251,-0.026,-0.071,-0.137,-0.168,-0.056
"chr5-1167","chr5",173025001,173100000,"chr5-1167",-0.039,0.009,-0.261,-0.148,-0.002,0.013,-0.031,-0.066,-0.065
"chr5-1168","chr5",173100001,173175000,"chr5-1168",-0.137,-0.024,-0.145,-0.052,-0.044,-0.026,-0.023,-0.088,-0.018
"chr5-1169","chr5",173175001,173250000,"chr5-1169",-0.165,0.044,0.085,-0.082,-0.019,-0.054,0.034,-0.113,-0.124
"chr5-1170","chr5",173250001,173325000,"chr5-1170",-0.069,-0.022,-0.079,0.025,-0.023,-0.052,0.12,-0.025,-0.02
"chr5-1171","chr5",173325001,173400000,"chr5-1171",-0.051,0.084,-0.124,0.067,0.075,0.04,0.184,0.139,0.146
"chr5-1172","chr5",173400001,173475000,"chr5-1172",-0.051,0.067,0.071,0.049,0.085,-0.076,0.082,0.054,0.032
"chr5-1173","chr5",173475001,173550000,"chr5-1173",-0.3,-0.04,-0.199,-0.2,-0.048,-0.018,-0.246,-0.135,-0.051
"chr5-1174","chr5",173550001,173700000,"chr5-1174",-0.312,-0.049,-0.299,-0.309,-0.001,-0.066,-0.162,-0.304,-0.191
"chr5-1175","chr5",173700001,173775000,"chr5-1175",-0.171,-0.054,-0.139,-0.202,-0.07,-0.066,-0.1,-0.032,-0.055
"chr5-1176","chr5",173775001,173925000,"chr5-1176",-0.291,-0.065,-0.229,-0.283,-0.017,-0.091,-0.321,-0.276,-0.076
"chr5-1177","chr5",173925001,174000000,"chr5-1177",-0.393,-0.024,-0.11,-0.379,-0.002,-0.15,-0.379,-0.253,-0.1
"chr5-1178","chr5",174000001,174075000,"chr5-1178",-0.264,0.087,-0.177,-0.159,0.039,-0.002,-0.12,-0.161,-0.048
"chr5-1179","chr5",174075001,174150000,"chr5-1179",0.186,0.096,0.113,0.057,0.134,0.074,0.065,0.009,0.113
"chr5-1180","chr5",174150001,174225000,"chr5-1180",0.23,0.058,0.13,0.201,0.015,0.036,0.087,0.181,0.106
"chr5-1181","chr5",174225001,174450000,"chr5-1181",-0.334,0.046,-0.121,-0.186,-0.093,-0.057,-0.321,-0.249,-0.037
"chr5-1182","chr5",174450001,174825000,"chr5-1182",-0.419,-0.05,-0.239,-0.241,-0.082,-0.114,-0.239,-0.227,-0.059
"chr5-1183","chr5",174825001,174900000,"chr5-1183",-0.118,-0.057,-0.18,-0.159,-0.047,0.021,-0.081,-0.151,-0.128
"chr5-1184","chr5",174900001,175050000,"chr5-1184",-0.103,0.038,0.134,-0.049,0.028,-0.005,-0.031,-0.044,0.063
"chr5-1185","chr5",175050001,175125000,"chr5-1185",-0.188,-0.017,-0.01,-0.1,-0.081,-0.164,-0.052,-0.124,0
"chr5-1186","chr5",175125001,175200000,"chr5-1186",-0.049,0.076,0.133,-0.14,-0.024,0.021,0.05,-0.02,-0.071
"chr5-1187","chr5",175200001,175275000,"chr5-1187",0.019,-0.056,-0.156,-0.173,-0.085,-0.073,-0.028,-0.085,-0.13
"chr5-1188","chr5",175275001,175350000,"chr5-1188",-0.11,-0.059,-0.152,-0.203,-0.085,-0.038,0.021,-0.052,-0.162
"chr5-1189","chr5",175350001,175500000,"chr5-1189",0.015,0.092,0.367,0.123,0.004,0.143,0.002,0.224,0.104
"chr5-1190","chr5",175500001,175575000,"chr5-1190",-0.376,-0.131,0.114,-0.209,-0.181,-0.229,-0.444,-0.228,-0.245
"chr5-1191","chr5",175575001,175650000,"chr5-1191",-0.233,-0.003,-0.011,-0.12,-0.079,-0.043,-0.067,-0.017,-0.005
"chr5-1192","chr5",175650001,175725000,"chr5-1192",-0.187,-0.023,0.205,-0.102,-0.01,0.013,-0.278,-0.092,-0.083
"chr5-1193","chr5",175725001,175800000,"chr5-1193",0.16,0.004,0.004,0.033,0.055,-0.007,0.078,0.12,-0.02
"chr5-1194","chr5",175800001,175875000,"chr5-1194",0.25,0.106,0.168,0.131,0.057,0.067,0.173,0.114,0.078
"chr5-1195","chr5",175875001,175950000,"chr5-1195",-0.086,-0.068,-0.063,-0.195,-0.031,-0.001,-0.148,0.062,-0.009
"chr5-1196","chr5",175950001,176025000,"chr5-1196",0.172,0.011,0.124,0.062,0.017,0.043,0.126,0.099,0.012
"chr5-1197","chr5",176025001,176100000,"chr5-1197",0.147,0.015,0.005,0.027,0.027,0.056,0.18,0.099,0.033
"chr5-1198","chr5",176100001,176175000,"chr5-1198",-0.037,-0.051,0.113,-0.05,-0.021,0.003,0.044,-0.03,-0.025
"chr5-1199","chr5",176175001,176250000,"chr5-1199",0.099,-0.005,0.057,-0.037,-0.067,0.008,0.158,0.006,0.014
"chr5-1200","chr5",176250001,176325000,"chr5-1200",0.065,-0.071,0.209,0.056,-0.06,0.043,0.112,0.08,0.017
"chr5-1201","chr5",176325001,176400000,"chr5-1201",-0.418,-0.077,-0.279,-0.248,-0.12,-0.223,-0.172,-0.218,-0.145
"chr5-1202","chr5",176400001,176475000,"chr5-1202",0.185,0.036,0.12,0.103,0.056,0.036,0.096,0.128,0.029
"chr5-1203","chr5",176475001,176550000,"chr5-1203",0.179,0.074,0.298,0.166,0.091,0.081,0.191,0.16,0.096
"chr5-1204","chr5",176550001,176625000,"chr5-1204",0.209,0.138,0.301,0.23,0.187,0.163,0.083,0.35,0.152
"chr5-1205","chr5",176625001,176700000,"chr5-1205",0.042,0.217,0.405,0.273,0.265,0.11,-0.009,0.238,0.143
"chr5-1206","chr5",176700001,176775000,"chr5-1206",0.171,-0.031,0.154,0.125,0.011,0.036,0.153,0.165,0.049
"chr5-1207","chr5",176775001,176850000,"chr5-1207",0.109,-0.05,0.069,-0.065,-0.042,0.01,0.119,0.041,0.009
"chr5-1208","chr5",176850001,176925000,"chr5-1208",0.276,-0.007,0.169,0.103,0.048,0.059,0.203,0.162,0.115
"chr5-1209","chr5",176925001,177000000,"chr5-1209",0.143,-0.043,0.105,0.039,0.014,0.057,0.116,0.052,0.041
"chr5-1210","chr5",177000001,177075000,"chr5-1210",0.222,0.095,0.288,0.178,0.071,0.107,0.186,0.228,0.138
"chr5-1211","chr5",177075001,177300000,"chr5-1211",-0.065,0.014,0.113,0.07,-0.141,-0.017,-0.113,-0.008,0.045
"chr5-1212","chr5",177300001,177375000,"chr5-1212",-0.251,-0.012,0.035,-0.074,-0.026,0.027,-0.158,-0.017,-0.014
"chr5-1213","chr5",177375001,177450000,"chr5-1213",-0.035,0.061,0.214,0.059,0.038,0.083,-0.03,0.107,0.084
"chr5-1214","chr5",177450001,177525000,"chr5-1214",-0.242,-0.008,0.066,-0.122,0.01,-0.036,-0.107,-0.036,-0.028
"chr5-1215","chr5",177525001,177600000,"chr5-1215",0.213,0.096,0.235,0.125,0.051,0.119,0.156,0.187,0.154
"chr5-1216","chr5",177600001,177675000,"chr5-1216",0.085,0.089,0.156,0.069,0.034,0.07,0.062,0.15,0.102
"chr5-1217","chr5",177675001,177750000,"chr5-1217",0.009,0.06,0.251,0.121,0.015,0.04,0.092,0.071,0.062
"chr5-1218","chr5",177750001,177825000,"chr5-1218",-0.047,-0.029,0.024,0.042,-0.051,0.077,0.142,-0.008,-0.044
"chr5-1219","chr5",177825001,177900000,"chr5-1219",-0.089,0.059,0.12,0.041,0.002,0.022,0.034,0.014,0.036
"chr5-1220","chr5",177900001,177975000,"chr5-1220",-0.037,0.061,0.086,0.096,0.012,0.032,0.031,0.082,0.022
"chr5-1221","chr5",177975001,178050000,"chr5-1221",-0.022,0.058,0.1,-0.004,0.025,0.027,-0.08,0.055,0.042
"chr5-1222","chr5",178050001,178125000,"chr5-1222",-0.085,-0.041,-0.221,-0.08,-0.058,0.061,0.002,0.058,-0.083
"chr5-1223","chr5",178125001,178200000,"chr5-1223",0.097,0.075,0.236,0.048,-0.059,-0.031,-0.034,0.093,0.057
"chr5-1224","chr5",178200001,178275000,"chr5-1224",-0.122,0.051,0.163,0.055,-0.044,0.078,-0.092,-0.053,0
"chr5-1225","chr5",178275001,178350000,"chr5-1225",0.27,0.121,0.292,0.251,0.124,0.042,0.151,0.281,0.164
"chr5-1226","chr5",178350001,178425000,"chr5-1226",0.166,0,0.135,0.087,-0.027,0.067,0.095,0.103,0.128
"chr5-1227","chr5",178425001,178500000,"chr5-1227",0.024,-0.054,-0.019,-0.034,0.026,0.001,-0.047,0.06,-0.074
"chr5-1228","chr5",178500001,178575000,"chr5-1228",0.15,0.052,0.322,0.165,0.018,0.013,0.07,0.166,0.07
"chr5-1229","chr5",178575001,178650000,"chr5-1229",0.097,-0.019,0.04,0.032,0.004,0.07,0.035,0.06,0.034
"chr5-1230","chr5",178650001,178725000,"chr5-1230",0.191,-0.02,0.079,-0.07,-0.006,0.042,0.135,0.021,0.053
"chr5-1231","chr5",178725001,178800000,"chr5-1231",0.331,0.015,0.052,0.019,0.06,0.112,0.13,0.116,-0.001
"chr5-1232","chr5",178800001,178875000,"chr5-1232",0.047,-0.017,0.303,0.084,-0.004,0.065,0.091,0.092,0.043
"chr5-1233","chr5",178875001,178950000,"chr5-1233",-0.077,0.059,0.246,0.082,0.049,0.073,0.095,0.09,0.104
"chr5-1234","chr5",178950001,179025000,"chr5-1234",0.202,0.13,0.299,0.269,0.082,0.149,0.151,0.185,0.193
"chr5-1235","chr5",179025001,179100000,"chr5-1235",0.214,0.128,0.117,0.042,0.096,0.072,0.191,0.164,0.046
"chr5-1236","chr5",179100001,179175000,"chr5-1236",0.169,0.125,0.229,0.195,0.116,0.068,0.134,0.213,0.126
"chr5-1237","chr5",179175001,179250000,"chr5-1237",0.316,0.039,0.179,0.166,0.084,0.106,0.219,0.229,0.134
"chr5-1238","chr5",179250001,179325000,"chr5-1238",0.255,0.05,0.204,0.097,0.072,0.067,0.117,0.161,0.024
"chr5-1239","chr5",179325001,179400000,"chr5-1239",0.103,0.151,0.215,0.097,0.087,0.071,0.068,0.115,0.142
"chr5-1240","chr5",179400001,179475000,"chr5-1240",-0.062,0.086,0.162,0.119,0.03,0.056,-0.12,0.014,0.093
"chr5-1241","chr5",179475001,179550000,"chr5-1241",0.08,0.032,-0.007,-0.037,0.003,0.01,0.007,0.066,-0.02
"chr5-1242","chr5",179550001,179625000,"chr5-1242",0.038,0.058,0.217,0.013,-0.043,0.088,0.052,0.133,0.071
"chr5-1243","chr5",179625001,179700000,"chr5-1243",0.187,0.091,0.377,0.233,0.008,0.072,0.088,0.191,0.201
"chr5-1244","chr5",179700001,179775000,"chr5-1244",0.114,0.091,0.272,0.126,0.025,0.002,0.116,0.144,0.106
"chr5-1245","chr5",179775001,179850000,"chr5-1245",0.05,0.103,0.293,0.129,0.092,0.127,0.267,0.218,0.047
"chr5-1246","chr5",179850001,179925000,"chr5-1246",0.126,0.172,0.553,0.196,0.095,0.05,0.098,0.202,0.08
"chr5-1247","chr5",179925001,180000000,"chr5-1247",0.162,0.2,0.44,0.257,0.098,0.038,-0.049,0.201,0.039
"chr5-1248","chr5",180000001,180075000,"chr5-1248",0.126,-0.015,0.197,0.076,0.012,0.086,0.181,0.129,0.121
"chr5-1249","chr5",180075001,180150000,"chr5-1249",-0.026,0.113,0.23,0.137,0.084,0.02,-0.068,0.078,0.135
"chr5-1250","chr5",180150001,180225000,"chr5-1250",0.077,0.013,0.115,0.041,0.019,0.023,-0.01,0.025,-0.008
"chr5-1251","chr5",180225001,180300000,"chr5-1251",0.296,0.028,0.164,0.151,0.046,0.062,0.253,0.187,0.08
"chr5-1252","chr5",180300001,180375000,"chr5-1252",-0.143,0.062,0.032,-0.188,-0.007,0.027,-0.126,-0.143,-0.072
"chr5-1253","chr5",180375001,180450000,"chr5-1253",-1.18,-0.059,-1.274,-0.787,-3.995,-0.244,-0.321,-1.192,-0.012
"chr5-1254","chr5",180450001,180525000,"chr5-1254",-0.097,0.038,0.019,-0.059,-0.035,0.001,-0.041,-0.053,-0.002
"chr5-1255","chr5",180525001,180600000,"chr5-1255",-0.023,-0.042,0.026,-0.13,-0.055,-0.048,-0.007,-0.086,-0.084
"chr5-1256","chr5",180600001,180675000,"chr5-1256",0.35,-0.003,0.201,0.126,0.012,0.002,0.211,0.099,0.025
"chr5-1257","chr5",180675001,180905260,"chr5-1257",0.233,0.04,0.372,0.2,0.115,0.015,0.1,0.255,0.06
"chr6-0001","chr6",60001,225000,"chr6-0001",-0.203,-0.117,-0.068,-0.163,-0.137,-0.183,-0.103,-0.172,-0.198
