"","Chromosome","Start","End","Feature","203219650162_R08C01","203219650188_R08C01","203219750019_R05C01","203219750053_R05C01","203219760009_R08C01","203220070150_R02C01","203225140266_R03C01","203257030015_R06C01","203257030060_R08C01"
"chr11-0958","chr11",64060001,64070000,"chr11-0958",0.049,0.11,0.297,0.158,0.08,0.096,0.107,0.207,0.042
"chr11-0959","chr11",64070001,64080000,"chr11-0959",0.186,0.048,-0.024,0.231,-0.055,0.047,0.143,0.236,0.156
"chr11-0960","chr11",64080001,64090000,"chr11-0960",0.139,-0.189,-0.14,0.023,-0.038,-0.015,0.062,0.039,0.005
"chr11-0961","chr11",64090001,64110000,"chr11-0961",0.094,0.11,0.304,0.113,0.045,-0.011,0.016,0.088,-0.068
"chr11-0962","chr11",64110001,64120000,"chr11-0962",0.253,0.018,0.177,0.12,0.063,0.124,0.3,0.233,0.155
"chr11-0963","chr11",64120001,64130000,"chr11-0963",0.215,0.014,0.274,0.216,0,0.002,0.152,0.205,0.122
"chr11-0964","chr11",64130001,64140000,"chr11-0964",0.139,0.189,0.597,0.303,0.109,0.038,0.1,0.195,0.146
"chr11-0965","chr11",64140001,64170000,"chr11-0965",-0.178,-0.081,-0.173,-0.273,-0.054,0.024,-0.075,-0.246,-0.171
"chr11-0966","chr11",64170001,64210000,"chr11-0966",0.006,0.062,0.056,0.016,0.077,-0.003,0.112,-0.037,-0.044
"chr11-0967","chr11",64210001,64260000,"chr11-0967",-0.116,0.021,0.08,0.007,0.008,0.055,-0.086,0.057,-0.043
"chr11-0968","chr11",64260001,64280000,"chr11-0968",-0.075,-0.012,0.076,-0.018,-0.018,-0.094,-0.058,-0.139,-0.04
"chr11-0969","chr11",64280001,64320000,"chr11-0969",-0.277,0.01,0.032,-0.026,-0.006,0.023,-0.14,-0.105,-0.109
"chr11-0970","chr11",64320001,64330000,"chr11-0970",0.188,0.007,0.17,0.088,0.025,0.091,0.087,0.086,0.142
"chr11-0971","chr11",64330001,64340000,"chr11-0971",-0.022,-0.005,0.227,0.069,0.003,-0.021,0.028,0.041,0.038
"chr11-0972","chr11",64340001,64360000,"chr11-0972",0.016,0.091,-0.061,-0.164,-0.073,0.133,0.008,-0.071,-0.045
"chr11-0973","chr11",64360001,64390000,"chr11-0973",0.145,0.01,0.31,0.134,0.074,0.044,0.151,0.121,0.118
"chr11-0974","chr11",64390001,64410000,"chr11-0974",0.263,-0.011,0.221,0.236,0.032,-0.022,0.305,0.078,0.121
"chr11-0975","chr11",64410001,64420000,"chr11-0975",0.043,0.052,-0.011,-0.06,0.009,0.049,-0.029,-0.028,-0.018
"chr11-0976","chr11",64420001,64450000,"chr11-0976",-0.296,-0.064,-0.22,-0.26,-0.053,0.002,0.02,-0.273,-0.173
"chr11-0977","chr11",64450001,64480000,"chr11-0977",0.11,0.094,0.064,0.081,-0.023,0.133,0.176,0.199,0.068
"chr11-0978","chr11",64480001,64500000,"chr11-0978",0.239,-0.086,0.109,0.147,0.029,0.073,0.243,0.171,0.024
"chr11-0979","chr11",64500001,64510000,"chr11-0979",0.098,0.102,0.017,0.035,0.07,0.121,0.184,0.038,0.06
"chr11-0980","chr11",64510001,64520000,"chr11-0980",0.383,0.025,-0.055,0.13,0.028,0.158,0.203,0.262,0.121
"chr11-0981","chr11",64520001,64530000,"chr11-0981",0.053,-0.03,0.081,0.006,-0.025,0.031,0.173,0.065,0.021
"chr11-0982","chr11",64530001,64540000,"chr11-0982",-0.003,-0.041,0.158,0.127,0.04,0.002,0.014,-0.002,0.068
"chr11-0983","chr11",64540001,64570000,"chr11-0983",0.153,0.062,0.124,0.158,0.042,0.11,0.173,0.117,0.154
"chr11-0984","chr11",64570001,64580000,"chr11-0984",0.165,0.025,0.253,0.101,0.078,0.104,0.188,0.09,0.025
"chr11-0985","chr11",64580001,64600000,"chr11-0985",-0.126,0.034,0.335,0.066,0.004,-0.164,-0.103,0.086,0.015
"chr11-0986","chr11",64600001,64620000,"chr11-0986",0.158,0.097,0.234,0.157,0.08,0.06,0.159,0.114,0.089
"chr11-0987","chr11",64620001,64640000,"chr11-0987",0.1,0.011,0.146,0.085,-0.074,0.039,0.173,0.063,-0.034
"chr11-0988","chr11",64640001,64650000,"chr11-0988",0.21,0.084,0.17,0.167,0.083,0.091,0.205,0.149,0.091
"chr11-0989","chr11",64650001,64660000,"chr11-0989",0.066,0.022,0.272,0.07,0.086,0.072,0.114,0.077,0.078
"chr11-0990","chr11",64660001,64670000,"chr11-0990",0.11,-0.04,0.362,0.142,-0.004,0.01,0.125,0.142,0.051
"chr11-0991","chr11",64670001,64690000,"chr11-0991",0.122,-0.091,0.014,0.266,0.03,0.012,0.074,0.142,0.054
"chr11-0992","chr11",64690001,64700000,"chr11-0992",0.259,-0.066,-0.229,0.113,0.046,0.035,0.217,0.238,0.044
"chr11-0993","chr11",64700001,64730000,"chr11-0993",-0.067,0.094,0.044,0.038,0.049,0.04,-0.093,-0.094,0.078
"chr11-0994","chr11",64730001,64740000,"chr11-0994",0.222,0.197,0.564,0.134,0.12,0.23,0.203,0.265,0.133
"chr11-0995","chr11",64740001,64780000,"chr11-0995",-0.091,0.211,0.237,-0.023,0.13,0.038,0.044,0.063,0.148
"chr11-0996","chr11",64780001,64790000,"chr11-0996",0.236,0.006,0.339,0.18,0.075,0.022,0.155,0.165,0.043
"chr11-0997","chr11",64790001,64800000,"chr11-0997",0.036,0.027,-0.022,0.134,0.03,-0.024,0.054,0.061,-0.057
"chr11-0998","chr11",64800001,64810000,"chr11-0998",0.164,0.089,0.124,0.178,0.147,0.113,0.062,0.2,0.084
"chr11-0999","chr11",64810001,64820000,"chr11-0999",0.196,0.066,0.395,0.089,0.037,0.07,0.188,0.089,0.051
"chr11-1000","chr11",64820001,64850000,"chr11-1000",0.07,0.076,0.107,0.046,0.003,0.02,0.017,-0.026,-0.027
"chr11-1001","chr11",64850001,64860000,"chr11-1001",0.122,0.015,-0.057,-0.031,0.019,0.067,0.06,-0.003,-0.035
"chr11-1002","chr11",64860001,64870000,"chr11-1002",0.23,-0.042,0.071,0.061,0.021,0.131,0.086,0.033,-0.044
"chr11-1003","chr11",64870001,64880000,"chr11-1003",0.149,-0.039,0.134,0.095,-0.012,0.09,0.095,0.071,0.061
"chr11-1004","chr11",64880001,64890000,"chr11-1004",0.136,-0.039,0.155,0.141,-0.014,0.026,0.098,0.093,0.034
"chr11-1005","chr11",64890001,64910000,"chr11-1005",0.15,0.006,0.059,0.077,0.008,0.013,0.083,0.111,-0.001
"chr11-1006","chr11",64910001,64940000,"chr11-1006",-0.121,0.036,0.194,0.025,-0.007,0.084,0.068,-0.002,0.022
"chr11-1007","chr11",64940001,64950000,"chr11-1007",0.3,0.12,0.163,0.165,0.116,0.159,0.229,0.208,0.12
"chr11-1008","chr11",64950001,64980000,"chr11-1008",0.121,0.082,0.414,0.174,0.066,0.147,0.164,0.13,0.147
"chr11-1009","chr11",64980001,65020000,"chr11-1009",-0.036,0.061,0.004,-0.138,-0.045,0.097,-0.057,0.065,0.059
"chr11-1010","chr11",65020001,65060000,"chr11-1010",-0.012,-0.021,-0.014,-0.007,0.046,-0.04,-0.012,-0.02,-0.049
"chr11-1011","chr11",65060001,65080000,"chr11-1011",0.118,0.115,0.174,0.022,0.094,-0.013,0.054,-0.09,-0.032
"chr11-1012","chr11",65080001,65090000,"chr11-1012",0.137,-0.056,-0.066,-0.008,0,-0.062,0.132,0.003,-0.022
"chr11-1013","chr11",65090001,65120000,"chr11-1013",0.32,0.112,0.51,0.203,0.124,0.148,0.194,0.377,0.196
"chr11-1014","chr11",65120001,65130000,"chr11-1014",0.144,0.088,0.083,0.156,0.078,0.095,-0.041,0.111,0.166
"chr11-1015","chr11",65130001,65150000,"chr11-1015",0.132,0.127,0.178,0.137,0.095,0.115,0.146,0.148,0.039
"chr11-1016","chr11",65150001,65160000,"chr11-1016",0.158,0.004,0.102,0.097,0.04,-0.012,0.161,0.126,-0.013
"chr11-1017","chr11",65160001,65190000,"chr11-1017",0.18,0.077,0.273,0.203,0.087,0.118,0.261,0.159,0.087
"chr11-1018","chr11",65190001,65200000,"chr11-1018",0.261,-0.024,-0.29,0.018,0.053,0.085,0.33,0.003,0.06
"chr11-1019","chr11",65200001,65240000,"chr11-1019",-0.081,-0.028,-0.033,-0.136,-0.009,0.016,-0.026,-0.009,-0.025
"chr11-1020","chr11",65240001,65260000,"chr11-1020",0.28,-0.012,0.162,0.152,0.07,-0.041,0.187,0.099,0.08
"chr11-1021","chr11",65260001,65270000,"chr11-1021",0.346,0.147,0.082,0.204,0.173,0.136,0.309,0.189,0.141
"chr11-1022","chr11",65270001,65300000,"chr11-1022",0.27,0.099,0.288,0.164,0.139,0.129,0.265,0.227,0.22
"chr11-1023","chr11",65300001,65310000,"chr11-1023",0.226,0.043,0.239,0.155,0.151,0.088,0.104,0.168,0.095
"chr11-1024","chr11",65310001,65320000,"chr11-1024",0.274,0.044,0.373,0.204,-0.006,0.07,0.222,0.16,0.078
"chr11-1025","chr11",65320001,65330000,"chr11-1025",0.23,0.019,0.095,0.195,0.101,0.074,0.09,0.225,0.115
"chr11-1026","chr11",65330001,65340000,"chr11-1026",0.289,0.113,0.137,0.16,0.038,0.042,0.184,0.172,0.05
"chr11-1027","chr11",65340001,65350000,"chr11-1027",0.21,-0.013,-0.142,0.136,0.066,0.076,0.167,0.147,0.047
"chr11-1028","chr11",65350001,65370000,"chr11-1028",0.156,0.129,0.333,0.148,0.012,-0.072,0.107,0.149,0.106
"chr11-1029","chr11",65370001,65380000,"chr11-1029",0.185,-0.003,0.24,0.112,0.009,0.052,0.132,0.108,0.131
"chr11-1030","chr11",65380001,65400000,"chr11-1030",0.259,0.005,0.21,0.146,0.054,0.058,0.205,0.141,0.089
"chr11-1031","chr11",65400001,65410000,"chr11-1031",0.101,-0.051,0.017,0.025,-0.069,0.025,0.087,0.093,0.063
"chr11-1032","chr11",65410001,65420000,"chr11-1032",0.125,0.077,0.426,0.139,0.015,0.018,0.129,0.148,0.177
"chr11-1033","chr11",65420001,65470000,"chr11-1033",0.183,0.023,0.021,0.139,0.104,0.058,0.238,0.153,0.034
"chr11-1034","chr11",65470001,65480000,"chr11-1034",0.128,0.167,0.179,0.208,0.073,0.112,0.211,0.194,0.046
"chr11-1035","chr11",65480001,65540000,"chr11-1035",0.084,0.07,0.282,0.184,0.05,0.052,0.06,0.149,0.1
"chr11-1036","chr11",65540001,65550000,"chr11-1036",0.333,0.106,0.366,0.215,0.131,0.034,0.137,0.268,0.179
"chr11-1037","chr11",65550001,65560000,"chr11-1037",0.049,-0.056,0.028,-0.03,-0.069,0.088,0.095,0.017,0.05
"chr11-1038","chr11",65560001,65570000,"chr11-1038",-0.273,-0.207,0.088,-0.198,-0.101,-0.112,-0.11,-0.062,-0.107
"chr11-1039","chr11",65570001,65600000,"chr11-1039",0.073,0.044,0.274,0.227,0.126,0.018,-0.006,0.173,0.074
"chr11-1040","chr11",65600001,65620000,"chr11-1040",0.322,0.039,0.366,0.232,-0.005,0.049,0.13,0.281,0.119
"chr11-1041","chr11",65620001,65630000,"chr11-1041",0.203,-0.133,-0.132,0.065,0.057,0.073,0.126,0.149,0.029
"chr11-1042","chr11",65630001,65640000,"chr11-1042",0.119,-0.126,-0.201,-0.044,-0.014,0.025,0.198,-0.04,-0.053
"chr11-1043","chr11",65640001,65650000,"chr11-1043",0.268,0.077,0.187,0.176,0.011,0.032,0.137,0.132,0.048
"chr11-1044","chr11",65650001,65660000,"chr11-1044",0.235,-0.097,0.059,0.116,0.057,0.079,0.075,0.183,0.113
"chr11-1045","chr11",65660001,65680000,"chr11-1045",0.364,0.021,0.045,0.178,0.075,0.072,0.192,0.066,0.061
"chr11-1046","chr11",65680001,65690000,"chr11-1046",0.359,-0.016,-0.102,0.025,0.055,0.176,0.175,0.147,0.108
"chr11-1047","chr11",65690001,65720000,"chr11-1047",-0.093,0.09,0.074,-0.055,-0.026,0.007,0.088,0.07,0.02
"chr11-1048","chr11",65720001,65740000,"chr11-1048",0.11,0.111,0.174,0.138,0.103,0.071,0.021,0.112,0.074
"chr11-1049","chr11",65740001,65760000,"chr11-1049",0.2,0.061,0.469,0.274,0.073,0.092,0.181,0.238,0.193
"chr11-1050","chr11",65760001,65770000,"chr11-1050",0.203,0.066,-0.089,-0.004,0.079,0.16,0.063,0.071,0.048
"chr11-1051","chr11",65770001,65780000,"chr11-1051",0.082,0.025,0.105,0.2,0.129,0.166,0.024,0.119,0.113
"chr11-1052","chr11",65780001,65810000,"chr11-1052",0.064,0.088,0.205,-0.03,0.064,0.117,0.091,0.056,0.008
"chr11-1053","chr11",65810001,65820000,"chr11-1053",0.102,0,0.145,0.106,0.034,-0.003,0.091,0.149,0.058
"chr11-1054","chr11",65820001,65840000,"chr11-1054",0.029,0.062,-0.047,0.122,0.098,0.068,-0.005,0.032,-0.01
"chr11-1055","chr11",65840001,65890000,"chr11-1055",-0.152,0.183,0.286,0.072,0.107,0.139,-0.031,0.196,0.098
"chr11-1056","chr11",65890001,65980000,"chr11-1056",-0.354,0.088,0.051,-0.091,0.093,0.028,-0.25,-0.077,-0.015
"chr11-1057","chr11",65980001,66000000,"chr11-1057",0.002,0.213,0.125,0.102,0.14,0.068,0.092,0.167,0.166
"chr11-1058","chr11",66000001,66020000,"chr11-1058",-0.065,0.151,0.345,0.075,0.119,0.123,0.049,0.133,0.106
"chr11-1059","chr11",66020001,66030000,"chr11-1059",0.239,-0.057,0.131,0.148,0.077,0.061,0.156,0.155,0.01
"chr11-1060","chr11",66030001,66040000,"chr11-1060",0.191,-0.269,-0.189,0.052,-0.044,0.052,0.064,0.117,-0.031
"chr11-1061","chr11",66040001,66050000,"chr11-1061",0.228,0.162,0.255,0.223,0.057,0.061,0.203,0.254,0.21
"chr11-1062","chr11",66050001,66060000,"chr11-1062",0.18,0.018,0.009,0.068,0.024,0.042,0.106,0.16,0.089
"chr11-1063","chr11",66060001,66080000,"chr11-1063",-0.002,0.023,-0.033,-0.268,-0.089,-0.022,0.013,-0.109,-0.158
"chr11-1064","chr11",66080001,66100000,"chr11-1064",0.165,-0.175,-0.19,-0.003,-0.047,0.014,0.136,0.051,-0.037
"chr11-1065","chr11",66100001,66110000,"chr11-1065",0.238,-0.064,0.143,0.086,-0.042,0.072,0.166,0.087,0.045
"chr11-1066","chr11",66110001,66120000,"chr11-1066",0.115,0.085,0.178,0.18,0.061,0.065,0.053,0.144,0.133
"chr11-1067","chr11",66120001,66140000,"chr11-1067",0.295,0.082,0.3,0.15,0.088,0.08,0.107,0.183,0.093
"chr11-1068","chr11",66140001,66180000,"chr11-1068",0.168,0.154,-0.13,0.051,0.139,0.158,0.112,0.206,0.174
"chr11-1069","chr11",66180001,66200000,"chr11-1069",0.117,-0.06,0.212,0.171,0.048,0.085,0.134,0.104,0.089
"chr11-1070","chr11",66200001,66230000,"chr11-1070",-0.048,0.013,-0.343,-0.168,-0.032,0.006,-0.042,-0.193,-0.225
"chr11-1071","chr11",66230001,66240000,"chr11-1071",0.121,0.041,-0.247,0.058,0.122,0.17,0.275,0.112,0.071
"chr11-1072","chr11",66240001,66270000,"chr11-1072",0.01,-0.149,-0.1,-0.091,-0.101,0.002,0.02,-0.048,-0.11
"chr11-1073","chr11",66270001,66310000,"chr11-1073",0.125,0.173,0.277,0.135,0.096,0.088,0.163,0.1,0.068
"chr11-1074","chr11",66310001,66320000,"chr11-1074",0.183,-0.015,-0.022,0.095,-0.035,0.05,0.134,0.133,0.118
"chr11-1075","chr11",66320001,66330000,"chr11-1075",0.056,0.025,0.231,0.111,0.001,0.005,0.102,0.009,-0.067
"chr11-1076","chr11",66330001,66340000,"chr11-1076",0.112,0.054,0.104,0.046,0.052,0.073,0.12,0.153,0.037
"chr11-1077","chr11",66340001,66370000,"chr11-1077",0.199,-0.032,0.259,0.179,0.031,0.114,0.132,0.163,0.07
"chr11-1078","chr11",66370001,66390000,"chr11-1078",0.234,0.06,0.171,0.174,0.086,0.138,0.162,0.212,0.144
"chr11-1079","chr11",66390001,66410000,"chr11-1079",0.099,0.044,0.051,0.122,0.012,-0.037,-0.016,0.045,0.011
"chr11-1080","chr11",66410001,66440000,"chr11-1080",-0.113,0.136,0.142,0.01,0.083,0.056,0.07,-0.058,0.015
"chr11-1081","chr11",66440001,66450000,"chr11-1081",0.109,-0.012,-0.012,0.03,0.024,0.05,0.049,0.069,-0.067
"chr11-1082","chr11",66450001,66460000,"chr11-1082",0.081,0.064,0.357,0.18,0.029,0.013,-0.028,0.098,0.075
"chr11-1083","chr11",66460001,66480000,"chr11-1083",0.119,0.052,0.509,0.311,0.078,0.01,0.034,0.153,0.088
"chr11-1084","chr11",66480001,66490000,"chr11-1084",-0.024,0.054,0.301,0.042,-0.004,0.038,0.034,0.073,0.015
"chr11-1085","chr11",66490001,66520000,"chr11-1085",0.029,0.166,0.06,0.035,0.088,0.094,-0.068,0.18,-0.001
"chr11-1086","chr11",66520001,66610000,"chr11-1086",-0.003,0.246,0.539,0.112,0.109,0.035,0.023,0.31,0.193
"chr11-1087","chr11",66610001,66620000,"chr11-1087",0.173,0.019,0.213,0.144,0.001,0.063,0.131,0.114,0.121
"chr11-1088","chr11",66620001,66630000,"chr11-1088",0.156,0.017,0.261,0.186,0.126,0.075,0.084,0.211,0.219
"chr11-1089","chr11",66630001,66640000,"chr11-1089",0.139,0.115,0.317,0.244,0.061,0.075,0.088,0.159,0.115
"chr11-1090","chr11",66640001,66670000,"chr11-1090",-0.193,-0.071,-0.053,-0.048,-0.014,-0.086,-0.078,-0.061,-0.096
"chr11-1091","chr11",66670001,66720000,"chr11-1091",-0.21,0.098,0.112,0.093,0.045,-0.011,0.009,-0.023,0.001
"chr11-1092","chr11",66720001,66750000,"chr11-1092",-0.049,0.079,0.127,0.076,0.057,-0.017,0.046,0.158,0.127
"chr11-1093","chr11",66750001,66780000,"chr11-1093",-0.188,0.179,0.351,0.078,0.128,0.057,-0.028,0.118,0.096
"chr11-1094","chr11",66780001,66800000,"chr11-1094",-0.02,0.002,0.003,-0.031,0.014,0.018,0.095,0.019,-0.036
"chr11-1095","chr11",66800001,66830000,"chr11-1095",-0.002,0.047,0.081,0.01,0.039,0.005,-0.021,-0.012,-0.007
"chr11-1096","chr11",66830001,66880000,"chr11-1096",-0.036,0.102,0.271,-0.02,-0.022,0.032,0.025,0.12,0.031
"chr11-1097","chr11",66880001,66970000,"chr11-1097",0.017,0.265,0.312,0.281,0.196,0.144,0.095,0.325,0.301
"chr11-1098","chr11",66970001,67010000,"chr11-1098",0.113,0.101,0.146,0.131,0.046,0.096,0.125,0.165,0.15
"chr11-1099","chr11",67010001,67030000,"chr11-1099",0.017,0.049,-0.192,-0.059,0.083,0.044,0.056,-0.053,-0.04
"chr11-1100","chr11",67030001,67050000,"chr11-1100",0.152,0.022,0.184,0.192,0.053,0.067,0.171,0.128,0.109
"chr11-1101","chr11",67050001,67060000,"chr11-1101",0.243,0.056,0.314,0.26,0.072,0.103,0.17,0.247,0.188
"chr11-1102","chr11",67060001,67080000,"chr11-1102",0.228,-0.02,0.224,0.118,0.077,0.042,0.249,0.154,0.029
"chr11-1103","chr11",67080001,67090000,"chr11-1103",0.225,-0.196,-0.173,-0.063,-0.056,0.064,0.16,0.139,-0.092
"chr11-1104","chr11",67090001,67130000,"chr11-1104",0.11,0.06,-0.231,0.02,0.056,0.149,0.037,-0.024,0.01
"chr11-1105","chr11",67130001,67160000,"chr11-1105",0.282,0.04,0.224,0.188,0.075,0.088,0.227,0.193,0.099
"chr11-1106","chr11",67160001,67170000,"chr11-1106",0.184,0.057,0.18,0.111,0.114,0.023,0.092,0.15,0.075
"chr11-1107","chr11",67170001,67180000,"chr11-1107",0.025,-0.044,0.15,0.027,-0.058,-0.015,0.063,-0.045,-0.092
"chr11-1108","chr11",67180001,67190000,"chr11-1108",0.201,0.148,0.357,0.275,0.09,0.11,0.25,0.337,0.185
"chr11-1109","chr11",67190001,67200000,"chr11-1109",0.101,-0.049,-0.002,0.01,0.018,0.011,0.069,0.102,-0.019
"chr11-1110","chr11",67200001,67210000,"chr11-1110",0.101,-0.074,0.183,0.099,0.008,0.046,0.214,0.077,0.053
"chr11-1111","chr11",67210001,67220000,"chr11-1111",0.279,0.211,0.524,0.346,0.187,0.135,0.156,0.251,0.247
"chr11-1112","chr11",67220001,67230000,"chr11-1112",0.093,0.036,0.284,0.122,0.063,0.089,0.149,0.149,0.047
"chr11-1113","chr11",67230001,67240000,"chr11-1113",0.147,0.036,0.063,0.156,0.086,0.114,0.247,0.177,0.074
"chr11-1114","chr11",67240001,67260000,"chr11-1114",0.13,0.083,0.336,0.238,0.072,0.049,0.211,0.238,0.146
"chr11-1115","chr11",67260001,67270000,"chr11-1115",0.194,0.08,0.388,0.258,0.114,0.117,0.095,0.172,0.179
"chr11-1116","chr11",67270001,67280000,"chr11-1116",0.244,-0.093,0.012,0.13,0.035,0.09,0.181,0.209,0.017
"chr11-1117","chr11",67280001,67300000,"chr11-1117",0.024,-0.008,0.212,0.052,-0.055,0.117,0.13,0.059,0.039
"chr11-1118","chr11",67300001,67350000,"chr11-1118",0.088,0.23,0.371,0.18,0.112,0.109,0.233,0.142,0.125
"chr11-1119","chr11",67350001,67370000,"chr11-1119",0.28,0.274,0.529,0.363,0.149,0.162,0.199,0.349,0.232
"chr11-1120","chr11",67370001,67380000,"chr11-1120",0.005,-0.038,0.12,0.012,0.024,-0.022,0.093,0.05,0.051
"chr11-1121","chr11",67380001,67390000,"chr11-1121",0.074,-0.213,0.086,0.056,-0.136,-0.022,0.029,-0.023,0.006
"chr11-1122","chr11",67390001,67400000,"chr11-1122",0.189,-0.005,-0.112,0.059,0.084,0.168,0.209,0.105,0.101
"chr11-1123","chr11",67400001,67410000,"chr11-1123",0.088,-0.128,0.111,0.002,-0.007,0.079,0.09,0.056,0.053
"chr11-1124","chr11",67410001,67420000,"chr11-1124",-0.008,0.125,0.273,0.066,0.017,0.039,0.061,0.148,0.098
"chr11-1125","chr11",67420001,67450000,"chr11-1125",-0.174,0.043,0.035,-0.009,-0.018,-0.043,-0.111,-0.037,0.043
"chr11-1126","chr11",67450001,67490000,"chr11-1126",-0.247,-0.035,0.221,-0.163,-0.08,-0.135,-0.053,-0.125,-0.084
"chr11-1127","chr11",67490001,67570000,"chr11-1127",-0.155,-0.022,0.205,0.022,0.001,-0.034,-0.084,-0.118,0.033
"chr11-1128","chr11",67570001,67730000,"chr11-1128",-0.057,-0.109,0.314,0.165,-0.059,-0.031,-0.096,0,0.027
"chr11-1129","chr11",67730001,67770000,"chr11-1129",-0.141,-0.099,0.296,0.14,-0.022,-0.152,0.092,0.123,0.031
"chr11-1130","chr11",67770001,67780000,"chr11-1130",0.036,-0.011,0.15,0.071,0.028,0.028,0.126,0.098,0.057
"chr11-1131","chr11",67780001,67800000,"chr11-1131",0.048,-0.109,-0.006,-0.05,-0.055,0.06,-0.038,0.038,-0.033
"chr11-1132","chr11",67800001,67810000,"chr11-1132",0.199,-0.043,0.165,0.049,-0.069,-0.007,0.07,0.106,0.005
"chr11-1133","chr11",67810001,67820000,"chr11-1133",0.023,-0.015,0.254,0.121,-0.011,0.053,0.082,0.091,0.06
"chr11-1134","chr11",67820001,67880000,"chr11-1134",-0.253,0.077,0.227,0.069,0.128,0.044,-0.067,-0.02,0.01
"chr11-1135","chr11",67880001,67890000,"chr11-1135",0.373,0.356,0.236,0.41,0.207,0.045,0.186,0.382,0.335
"chr11-1136","chr11",67890001,67940000,"chr11-1136",0.041,0.043,0.043,0.052,0.018,-0.006,0.024,0.007,-0.031
"chr11-1137","chr11",67940001,67980000,"chr11-1137",-0.157,0.056,0.035,0.061,0.051,0.068,-0.285,-0.021,0.126
"chr11-1138","chr11",67980001,67990000,"chr11-1138",0.473,0.254,0.441,0.559,0.309,0.248,0.32,0.493,0.307
"chr11-1139","chr11",67990001,68040000,"chr11-1139",-0.006,0.034,-0.005,0.095,0.025,0.025,0.041,-0.046,-0.092
"chr11-1140","chr11",68040001,68080000,"chr11-1140",0.133,0.138,-0.011,0,0.053,0.153,0.153,0.116,0.099
"chr11-1141","chr11",68080001,68110000,"chr11-1141",0.165,0.071,0.178,0.275,0.091,0.139,0.175,0.047,0.053
"chr11-1142","chr11",68110001,68130000,"chr11-1142",0.215,-0.007,-0.004,0.06,0.016,0.082,0.103,0.092,0.026
"chr11-1143","chr11",68130001,68150000,"chr11-1143",0.288,0.177,0.411,0.365,0.095,0.165,0.227,0.208,0.185
"chr11-1144","chr11",68150001,68170000,"chr11-1144",0.074,0.136,0.425,0.147,0.043,-0.009,0.035,0.097,0.124
"chr11-1145","chr11",68170001,68190000,"chr11-1145",0.156,0.028,0.52,0.264,0.028,0.047,0.123,0.122,0.105
"chr11-1146","chr11",68190001,68200000,"chr11-1146",0.155,0.108,0.522,0.261,0.076,0.057,0.09,0.21,0.149
"chr11-1147","chr11",68200001,68210000,"chr11-1147",0.058,0.015,0.411,0.178,-0.056,-0.009,0.019,0.135,0.088
"chr11-1148","chr11",68210001,68230000,"chr11-1148",0.238,0.037,-0.048,0.08,0.074,0.128,0.109,0.209,0.02
"chr11-1149","chr11",68230001,68310000,"chr11-1149",0.099,0.199,0.303,0.277,0.111,0.149,0.06,0.118,0.231
"chr11-1150","chr11",68310001,68380000,"chr11-1150",-0.121,0.082,0.174,0.026,0.158,0.084,-0.062,-0.041,0.079
"chr11-1151","chr11",68380001,68430000,"chr11-1151",-0.18,0.05,0.042,-0.058,0.025,0.035,-0.029,-0.073,-0.014
"chr11-1152","chr11",68430001,68450000,"chr11-1152",0.072,0.115,0.444,0.148,0.013,0.133,0.048,0.15,0.107
"chr11-1153","chr11",68450001,68460000,"chr11-1153",0.087,-0.059,0.033,-0.053,0.024,-0.024,0.071,0.014,0.073
"chr11-1154","chr11",68460001,68510000,"chr11-1154",-0.175,0.105,0.194,-0.066,0.069,0.04,-0.127,-0.022,0.058
"chr11-1155","chr11",68510001,68520000,"chr11-1155",0.262,0.276,0.505,0.304,0.173,0.189,0.12,0.32,0.222
"chr11-1156","chr11",68520001,68550000,"chr11-1156",-0.099,0.129,0.301,0.14,0.055,0.067,-0.146,0.118,0.089
"chr11-1157","chr11",68550001,68570000,"chr11-1157",-0.024,0.175,0.482,0.153,0.081,0.084,0.031,0.096,0.007
"chr11-1158","chr11",68570001,68600000,"chr11-1158",0.15,0.21,0.211,0.227,0.118,0.139,0.137,0.167,0.146
"chr11-1159","chr11",68600001,68610000,"chr11-1159",0.25,0.112,-0.059,0.101,0.167,0.124,0.064,0.155,0.158
"chr11-1160","chr11",68610001,68630000,"chr11-1160",0.147,0.168,0.627,0.249,0.107,0.152,0.163,0.239,0.11
"chr11-1161","chr11",68630001,68670000,"chr11-1161",-0.14,-0.116,-0.164,-0.122,-0.09,0.01,-0.117,-0.166,-0.133
"chr11-1162","chr11",68670001,68680000,"chr11-1162",0.176,0.054,0.05,0.148,0.078,0.049,0.048,0.071,0.084
"chr11-1163","chr11",68680001,68710000,"chr11-1163",0.195,0.104,0.257,0.168,0.075,0.087,0.185,0.085,0.097
"chr11-1164","chr11",68710001,68740000,"chr11-1164",0.184,0.036,0.111,-0.005,0.089,0.061,0.052,-0.011,-0.002
"chr11-1165","chr11",68740001,68770000,"chr11-1165",0.064,0.003,0.095,0.018,-0.027,-0.055,0.07,-0.055,-0.001
"chr11-1166","chr11",68770001,68780000,"chr11-1166",0.271,-0.025,0.131,0.085,0,0.009,0.235,0.105,0.055
"chr11-1167","chr11",68780001,68810000,"chr11-1167",0.21,-0.077,0.07,0.134,-0.024,0.047,0.167,0.149,0.059
"chr11-1168","chr11",68810001,68820000,"chr11-1168",0.28,0.053,0.164,0.206,0.146,0.127,0.179,0.136,0.128
