"","Chromosome","Start","End","Feature","203219650162_R08C01","203219650188_R08C01","203219750019_R05C01","203219750053_R05C01","203219760009_R08C01","203220070150_R02C01","203225140266_R03C01","203257030015_R06C01","203257030060_R08C01"
"chr11-1232","chr11",122850001,122900000,"chr11-1232",-0.513,0.048,0.085,-0.035,-0.001,0.047,0.041,0.04,0.011
"chr11-1233","chr11",122900001,122950000,"chr11-1233",-0.567,-0.16,-0.371,-0.166,-0.001,0.06,0.091,-0.06,-0.008
"chr11-1234","chr11",122950001,123050000,"chr11-1234",-0.737,0.258,0.159,0.174,0.18,0.067,-0.04,0.08,0.113
"chr11-1235","chr11",123050001,123100000,"chr11-1235",-0.517,0.109,0.007,0.102,0.076,0.032,0.026,0.07,0.125
"chr11-1236","chr11",123100001,123150000,"chr11-1236",-1.19,0.045,-0.415,-0.161,-0.024,-0.115,-0.133,-0.256,-0.129
"chr11-1237","chr11",123150001,123200000,"chr11-1237",-1.028,0.049,-0.28,-0.23,0.055,0.021,-0.296,-0.147,0.012
"chr11-1238","chr11",123200001,123300000,"chr11-1238",-1.099,-0.022,-0.286,-0.214,-0.032,-0.112,-0.356,-0.256,-0.135
"chr11-1239","chr11",123300001,123350000,"chr11-1239",-0.875,-0.012,-0.145,-0.124,-0.026,-0.082,-0.111,-0.144,-0.121
"chr11-1240","chr11",123350001,123400000,"chr11-1240",-0.767,0.038,0.099,-0.117,-0.014,-0.035,-0.018,-0.034,0.049
"chr11-1241","chr11",123400001,123450000,"chr11-1241",-0.599,0.001,-0.186,-0.162,0.001,-0.022,-0.029,-0.081,-0.084
"chr11-1242","chr11",123450001,123500000,"chr11-1242",-0.861,0,-0.203,-0.204,-0.029,-0.019,-0.094,-0.199,-0.09
"chr11-1243","chr11",123500001,123600000,"chr11-1243",-0.764,-0.043,-0.112,-0.051,0.003,-0.032,-0.134,-0.014,-0.053
"chr11-1244","chr11",123600001,123650000,"chr11-1244",-0.793,-0.029,0.179,0.116,0.073,0.031,-0.146,0.065,0.017
"chr11-1245","chr11",123650001,123800000,"chr11-1245",-1.429,-0.223,-0.473,-0.452,-0.185,-0.213,-0.489,-0.415,-0.148
"chr11-1246","chr11",123800001,123900000,"chr11-1246",-1.464,-0.155,-0.475,-0.432,-0.205,-0.125,-0.381,-0.411,-0.126
"chr11-1247","chr11",123900001,123950000,"chr11-1247",-0.54,-0.042,0.008,-0.063,-0.087,-0.042,-0.131,-0.014,-0.035
"chr11-1248","chr11",123950001,124000000,"chr11-1248",-1.262,-0.217,-0.423,-0.186,-0.045,-0.151,-0.306,-0.256,-0.091
"chr11-1249","chr11",124000001,124100000,"chr11-1249",-1.123,-0.122,0.098,0.07,-0.068,-0.075,-0.327,-0.16,0.067
"chr11-1250","chr11",124100001,124250000,"chr11-1250",-1.406,-0.175,-0.143,-0.207,-0.052,-0.052,-0.39,-0.231,-0.027
"chr11-1251","chr11",124250001,124300000,"chr11-1251",-1.439,-0.12,-0.69,-0.398,-0.117,-0.18,-0.283,-0.478,-0.359
"chr11-1252","chr11",124300001,124400000,"chr11-1252",-1.261,-0.1,-0.337,-0.337,-0.101,-0.158,-0.325,-0.474,-0.13
"chr11-1253","chr11",124400001,124450000,"chr11-1253",-1.508,-0.192,-0.78,-0.494,-0.04,-0.177,-0.496,-0.509,-0.217
"chr11-1254","chr11",124450001,124500000,"chr11-1254",-0.437,0.05,-0.179,-0.047,0.054,0.038,0.032,-0.028,-0.047
"chr11-1255","chr11",124500001,124550000,"chr11-1255",-0.723,0.089,0.003,0.068,0.068,0.015,-0.147,0.148,0.063
"chr11-1256","chr11",124550001,124600000,"chr11-1256",-0.962,-0.049,-0.1,-0.239,-0.057,-0.102,-0.069,-0.107,-0.056
"chr11-1257","chr11",124600001,124650000,"chr11-1257",-0.391,0.003,0.195,0.116,0.013,0.022,0.143,0.064,0.036
"chr11-1258","chr11",124650001,124700000,"chr11-1258",-0.246,-0.028,0.109,0.17,0.048,0.024,0.07,0.158,0.103
"chr11-1259","chr11",124700001,124750000,"chr11-1259",-0.2,-0.104,-0.001,-0.056,-0.049,-0.066,0.09,0.054,-0.075
"chr11-1260","chr11",124750001,124800000,"chr11-1260",-0.611,-0.07,-0.112,-0.171,-0.097,-0.121,-0.068,-0.141,-0.095
"chr11-1261","chr11",124800001,124850000,"chr11-1261",-0.929,-0.061,-0.144,-0.207,-0.016,-0.105,-0.164,-0.103,-0.11
"chr11-1262","chr11",124850001,124950000,"chr11-1262",-0.532,-0.068,-0.195,-0.063,-0.048,-0.024,0.064,-0.021,-0.071
"chr11-1263","chr11",124950001,125000000,"chr11-1263",-0.498,-0.063,-0.102,0.017,0.009,-0.016,0.068,-0.107,-0.021
"chr11-1264","chr11",125000001,125050000,"chr11-1264",-0.383,0.023,0.232,0.152,0.017,0.033,0.071,0.162,0.079
"chr11-1265","chr11",125050001,125100000,"chr11-1265",-0.824,0.039,-0.071,-0.075,-0.022,-0.021,-0.129,-0.108,-0.179
"chr11-1266","chr11",125100001,125150000,"chr11-1266",-0.574,0.018,0.144,-0.038,-0.033,-0.074,-0.074,-0.028,-0.067
"chr11-1267","chr11",125150001,125250000,"chr11-1267",-0.619,-0.003,0.016,-0.005,0,-0.084,0.005,-0.025,-0.055
"chr11-1268","chr11",125250001,125300000,"chr11-1268",-0.749,0,-0.075,-0.092,-0.025,-0.048,-0.07,-0.095,-0.079
"chr11-1269","chr11",125300001,125350000,"chr11-1269",-0.696,0.18,0.253,0.019,0.071,0.017,0.031,0.056,0.074
"chr11-1270","chr11",125350001,125400000,"chr11-1270",-0.506,0.013,0.024,0.046,0.04,0.052,-0.03,0.123,0.037
"chr11-1271","chr11",125400001,125450000,"chr11-1271",-0.461,0.176,0.262,0.216,0.09,-0.002,0.058,0.119,0.11
"chr11-1272","chr11",125450001,125500000,"chr11-1272",-0.351,0.032,0.05,0.109,0.06,0.039,0.117,0.16,0.026
"chr11-1273","chr11",125500001,125600000,"chr11-1273",-1.143,0.021,-0.133,-0.174,-0.056,0.059,-0.377,-0.229,-0.019
"chr11-1274","chr11",125600001,125700000,"chr11-1274",-1.389,-0.067,-0.227,-0.324,-0.072,-0.076,-0.308,-0.296,-0.14
"chr11-1275","chr11",125700001,125750000,"chr11-1275",-1.107,-0.055,0.023,-0.14,-0.058,-0.157,-0.407,-0.092,-0.041
"chr11-1276","chr11",125750001,125800000,"chr11-1276",-0.507,-0.001,0.078,0.109,0.006,-0.005,-0.006,0.121,0.015
"chr11-1277","chr11",125800001,125850000,"chr11-1277",-0.871,-0.029,-0.248,-0.112,0.03,0.031,-0.015,0.002,-0.03
"chr11-1278","chr11",125850001,125950000,"chr11-1278",-0.453,0.078,-0.025,0.15,0.072,0.099,-0.007,0.152,0.092
"chr11-1279","chr11",125950001,126000000,"chr11-1279",-0.384,0.054,-0.034,0.013,0.023,-0.056,0.185,-0.005,0.008
"chr11-1280","chr11",126000001,126050000,"chr11-1280",-0.461,-0.034,-0.008,-0.059,0.038,-0.067,0.037,-0.089,-0.026
"chr11-1281","chr11",126050001,126100000,"chr11-1281",-0.407,0.065,-0.069,0.105,0.039,0.021,0.107,0.04,-0.014
"chr11-1282","chr11",126100001,126150000,"chr11-1282",-0.489,-0.004,-0.03,0.103,0.006,-0.009,0.035,0.042,-0.023
"chr11-1283","chr11",126150001,126200000,"chr11-1283",-0.492,0.093,0.197,0.143,0.086,0.088,0.124,0.24,0.089
"chr11-1284","chr11",126200001,126250000,"chr11-1284",-0.282,0.019,0.083,0.067,-0.025,-0.028,0.11,0.127,0.046
"chr11-1285","chr11",126250001,126300000,"chr11-1285",-0.479,-0.052,0.004,-0.084,-0.012,-0.064,0.096,-0.049,-0.029
"chr11-1286","chr11",126300001,126350000,"chr11-1286",-0.452,-0.044,-0.116,-0.112,-0.038,-0.021,0.008,-0.113,-0.156
"chr11-1287","chr11",126350001,126450000,"chr11-1287",-0.657,0.001,-0.109,-0.115,-0.041,-0.105,-0.067,-0.189,-0.086
"chr11-1288","chr11",126450001,126500000,"chr11-1288",-1.119,-0.17,-0.294,-0.224,-0.112,-0.185,-0.192,-0.264,-0.247
"chr11-1289","chr11",126500001,126600000,"chr11-1289",-0.834,0.079,-0.138,-0.186,0.003,-0.058,-0.066,-0.086,-0.008
"chr11-1290","chr11",126600001,126750000,"chr11-1290",-0.481,-0.142,-0.467,-0.407,-0.155,-0.213,-0.345,-0.259,-0.292
"chr11-1291","chr11",126750001,126850000,"chr11-1291",-0.354,-0.086,-0.431,-0.307,-0.067,-0.086,-0.3,-0.392,-0.226
"chr11-1292","chr11",126850001,126900000,"chr11-1292",-0.006,0.008,-0.13,-0.085,0.014,-0.014,-0.022,-0.024,-0.044
"chr11-1293","chr11",126900001,127250000,"chr11-1293",-0.308,-0.155,-0.185,-0.194,-0.118,-0.071,-0.278,-0.328,-0.111
"chr11-1294","chr11",127250001,127900000,"chr11-1294",-0.525,-0.176,-0.213,-0.417,-0.2,-0.162,-0.528,-0.309,-0.157
"chr11-1295","chr11",127900001,128100000,"chr11-1295",-0.44,-0.193,-0.389,-0.227,-0.067,-0.095,-0.343,-0.276,-0.127
"chr11-1296","chr11",128100001,128200000,"chr11-1296",-0.658,-0.062,-0.423,-0.348,-0.082,-0.191,-0.338,-0.381,-0.266
"chr11-1297","chr11",128200001,128300000,"chr11-1297",-0.283,-0.111,-0.215,-0.11,-0.052,-0.076,-0.126,-0.279,-0.141
"chr11-1298","chr11",128300001,128350000,"chr11-1298",-0.214,-0.018,-0.025,-0.083,0.003,-0.093,0.024,-0.157,-0.008
"chr11-1299","chr11",128350001,128400000,"chr11-1299",-0.169,-0.018,-0.468,-0.175,-0.04,-0.13,-0.138,-0.156,-0.04
"chr11-1300","chr11",128400001,128450000,"chr11-1300",-0.377,-0.05,-0.185,-0.139,-0.045,-0.057,-0.244,-0.19,-0.028
"chr11-1301","chr11",128450001,128550000,"chr11-1301",-0.191,0.014,-0.091,-0.151,-0.047,-0.086,-0.013,-0.14,0.008
"chr11-1302","chr11",128550001,128600000,"chr11-1302",0.087,-0.055,-0.05,-0.092,-0.063,-0.007,0.066,-0.013,-0.049
"chr11-1303","chr11",128600001,128650000,"chr11-1303",-0.178,0.016,-0.002,0.001,-0.018,0.018,-0.022,-0.077,-0.032
"chr11-1304","chr11",128650001,128700000,"chr11-1304",-0.041,0.037,0.121,-0.019,-0.034,-0.049,-0.036,-0.04,-0.087
"chr11-1305","chr11",128700001,128750000,"chr11-1305",-0.211,-0.022,-0.115,-0.061,-0.015,-0.106,-0.166,-0.175,-0.02
"chr11-1306","chr11",128750001,128800000,"chr11-1306",0.076,-0.067,-0.14,-0.09,-0.052,0.009,0.046,-0.04,-0.105
"chr11-1307","chr11",128800001,128850000,"chr11-1307",-0.085,-0.047,0.068,-0.138,-0.122,-0.05,-0.006,-0.11,-0.069
"chr11-1308","chr11",128850001,129050000,"chr11-1308",-0.19,-0.076,0.059,0.005,0.003,-0.102,-0.144,-0.01,0.012
"chr11-1309","chr11",129050001,129150000,"chr11-1309",-0.049,0.062,0.121,0.042,0.142,0.084,-0.065,0.069,0.121
"chr11-1310","chr11",129150001,129200000,"chr11-1310",-0.288,-0.069,-0.19,-0.044,-0.088,-0.1,-0.168,-0.201,-0.115
"chr11-1311","chr11",129200001,129250000,"chr11-1311",0.019,0.066,0.164,0.047,0.007,0.049,0.082,0.152,0.022
"chr11-1312","chr11",129250001,129350000,"chr11-1312",-0.245,-0.055,-0.012,-0.227,-0.072,-0.081,-0.2,-0.235,-0.181
"chr11-1313","chr11",129350001,129500000,"chr11-1313",-0.267,-0.005,0.055,-0.17,-0.012,-0.09,-0.131,-0.096,-0.061
"chr11-1314","chr11",129500001,129650000,"chr11-1314",-0.305,0.066,0.021,-0.15,-0.012,0,-0.193,-0.175,-0.076
"chr11-1315","chr11",129650001,129700000,"chr11-1315",0.239,0.107,0.184,0.077,0.037,0.051,0.084,0.109,0.041
"chr11-1316","chr11",129700001,129750000,"chr11-1316",-0.154,0.051,0.065,-0.031,0.021,-0.005,-0.151,-0.171,0.029
"chr11-1317","chr11",129750001,129800000,"chr11-1317",-0.005,0.053,-0.219,0.029,0.088,0.08,-0.075,0.122,0.109
"chr11-1318","chr11",129800001,129850000,"chr11-1318",-0.114,0.084,-0.004,-0.018,0.09,0.029,-0.162,-0.046,0.066
"chr11-1319","chr11",129850001,129900000,"chr11-1319",0.16,0.045,-0.33,0.036,0.096,0.006,-0.091,0.139,0.021
"chr11-1320","chr11",129900001,129950000,"chr11-1320",0.185,0.173,0.287,0.218,0.097,-0.003,0.1,0.331,0.246
"chr11-1321","chr11",129950001,130000000,"chr11-1321",-0.516,-0.141,-0.218,-0.318,-0.107,-0.082,-0.398,-0.428,-0.243
"chr11-1322","chr11",130000001,130050000,"chr11-1322",0.004,0.092,0.211,0.015,0.062,0.016,0.041,0.032,0.036
"chr11-1323","chr11",130050001,130100000,"chr11-1323",-0.015,0.028,0.291,0.064,0.013,0.029,0.016,0.038,0
"chr11-1324","chr11",130100001,130250000,"chr11-1324",0.252,0.12,0.383,0.37,0.07,0.143,0.089,0.317,0.21
"chr11-1325","chr11",130250001,130300000,"chr11-1325",0.343,0.082,0.312,0.197,0.05,-0.021,0.213,0.102,0.115
"chr11-1326","chr11",130300001,130350000,"chr11-1326",0.019,-0.057,0.079,0.066,-0.001,-0.046,0.021,0.08,-0.009
"chr11-1327","chr11",130350001,130400000,"chr11-1327",0.139,0.097,0.333,0.137,0.02,-0.007,0.157,0.103,0.046
"chr11-1328","chr11",130400001,130500000,"chr11-1328",0.021,-0.04,0.181,0.067,0.023,-0.098,0.05,0.001,0.017
"chr11-1329","chr11",130500001,130550000,"chr11-1329",-0.2,0,-0.154,-0.093,-0.036,-0.091,-0.126,-0.13,-0.101
"chr11-1330","chr11",130550001,130700000,"chr11-1330",-0.278,-0.045,-0.199,-0.261,-0.033,-0.027,-0.25,-0.242,-0.147
"chr11-1331","chr11",130700001,130750000,"chr11-1331",-0.097,0.008,-0.248,-0.08,0.012,-0.123,-0.079,-0.095,-0.057
"chr11-1332","chr11",130750001,130800000,"chr11-1332",0.005,0.006,-0.234,-0.134,-0.016,-0.121,-0.197,-0.059,-0.09
"chr11-1333","chr11",130800001,131100000,"chr11-1333",-0.309,-0.051,-0.046,-0.169,-0.081,-0.117,-0.209,-0.167,-0.089
"chr11-1334","chr11",131100001,131200000,"chr11-1334",-0.285,-0.021,-0.076,-0.097,-0.013,-0.071,-0.253,-0.147,-0.025
"chr11-1335","chr11",131200001,131300000,"chr11-1335",-0.294,-0.019,-0.16,-0.353,-0.112,-0.115,-0.344,-0.202,-0.157
"chr11-1336","chr11",131300001,131400000,"chr11-1336",-0.497,-0.174,-0.314,-0.377,-0.103,-0.159,-0.276,-0.435,-0.203
"chr11-1337","chr11",131400001,131500000,"chr11-1337",-0.441,-0.093,-0.386,-0.478,-0.134,-0.117,-0.364,-0.308,-0.336
"chr11-1338","chr11",131500001,131550000,"chr11-1338",-0.172,0.025,0.125,-0.064,-0.058,-0.074,-0.012,-0.109,0.036
"chr11-1339","chr11",131550001,131600000,"chr11-1339",0.144,0.027,0.15,0.126,-0.015,0.084,0.113,0.09,0.05
"chr11-1340","chr11",131600001,131750000,"chr11-1340",-0.462,-0.104,-0.238,-0.293,-0.114,-0.124,-0.257,-0.309,-0.081
"chr11-1341","chr11",131750001,131800000,"chr11-1341",-0.12,0.052,0.035,0.044,-0.018,0.004,-0.013,-0.025,0.051
"chr11-1342","chr11",131800001,131900000,"chr11-1342",-0.451,-0.116,-0.282,-0.126,-0.088,-0.136,-0.441,-0.241,-0.115
"chr11-1343","chr11",131900001,131950000,"chr11-1343",-0.107,-0.004,0.154,0.038,-0.017,-0.067,-0.034,-0.193,-0.015
"chr11-1344","chr11",131950001,132100000,"chr11-1344",-0.436,-0.04,-0.212,-0.265,-0.116,-0.082,-0.324,-0.267,-0.056
"chr11-1345","chr11",132100001,132200000,"chr11-1345",-0.112,-0.06,0.071,-0.038,-0.042,-0.102,-0.117,-0.125,-0.059
"chr11-1346","chr11",132200001,132350000,"chr11-1346",-0.478,-0.051,-0.368,-0.261,-0.058,-0.124,-0.192,-0.284,-0.127
"chr11-1347","chr11",132350001,132550000,"chr11-1347",-0.71,-0.117,-0.396,-0.403,-0.128,-0.143,-0.331,-0.355,-0.173
"chr11-1348","chr11",132550001,132800000,"chr11-1348",-0.319,-0.075,-0.132,-0.255,-0.033,-0.053,-0.281,-0.268,-0.118
"chr11-1349","chr11",132800001,132900000,"chr11-1349",-0.207,-0.04,-0.183,-0.183,-0.092,-0.005,-0.009,-0.063,-0.137
"chr11-1350","chr11",132900001,132950000,"chr11-1350",-0.108,-0.042,0.046,-0.011,-0.014,-0.035,-0.112,-0.068,0.006
"chr11-1351","chr11",132950001,133200000,"chr11-1351",-0.32,-0.057,-0.008,-0.092,-0.05,-0.049,-0.194,-0.008,-0.122
"chr11-1352","chr11",133200001,133250000,"chr11-1352",-0.2,-0.061,0.111,-0.209,-0.045,-0.144,-0.176,-0.181,-0.061
"chr11-1353","chr11",133250001,133400000,"chr11-1353",-0.474,-0.083,-0.445,-0.478,-0.149,-0.133,-0.348,-0.408,-0.318
"chr11-1354","chr11",133400001,133450000,"chr11-1354",0.041,0.055,0.124,0.033,0,-0.045,-0.015,0.058,0.073
"chr11-1355","chr11",133450001,133700000,"chr11-1355",-0.471,-0.144,-0.295,-0.315,-0.119,-0.148,-0.255,-0.305,-0.283
"chr11-1356","chr11",133700001,133750000,"chr11-1356",-0.134,-0.017,0.054,-0.344,-0.025,-0.004,-0.019,-0.058,-0.09
"chr11-1357","chr11",133750001,133800000,"chr11-1357",0.122,0.029,0.283,0.089,-0.011,0.038,0.062,0.037,0.084
"chr11-1358","chr11",133800001,133850000,"chr11-1358",0.264,-0.094,0.002,0.026,0.001,0.057,0.09,0.111,0.022
"chr11-1359","chr11",133850001,133900000,"chr11-1359",-0.132,-0.034,0.148,-0.043,-0.007,-0.046,-0.104,-0.07,-0.017
"chr11-1360","chr11",133900001,133950000,"chr11-1360",0.282,0.052,0.212,0.225,0.089,0.103,0.179,0.145,0.038
"chr11-1361","chr11",133950001,134000000,"chr11-1361",-0.028,0.049,0.08,0.259,0.139,0.145,0.136,0.226,0.12
"chr11-1362","chr11",134000001,134050000,"chr11-1362",0.134,0.095,0.244,0.171,0.078,0.046,0.148,0.052,0.086
"chr11-1363","chr11",134050001,134100000,"chr11-1363",0.233,0.042,-0.056,0.122,0.054,0.077,0.12,0.186,0.093
"chr11-1364","chr11",134100001,134150000,"chr11-1364",-0.053,0.008,-0.037,0.084,0.061,-0.022,0.048,-0.019,-0.046
"chr11-1365","chr11",134150001,134200000,"chr11-1365",-0.304,-0.092,0.004,-0.107,-0.05,-0.002,-0.225,-0.169,-0.066
"chr11-1366","chr11",134200001,134250000,"chr11-1366",-0.055,0.02,0.123,0.046,-0.036,0.048,-0.006,-0.025,-0.074
"chr11-1367","chr11",134250001,134300000,"chr11-1367",-0.037,0.009,0.126,-0.029,-0.014,-0.023,-0.035,-0.007,0.004
"chr11-1368","chr11",134300001,134350000,"chr11-1368",-0.303,-0.114,-0.145,-0.207,-0.129,-0.114,-0.017,-0.153,-0.161
"chr11-1369","chr11",134350001,134400000,"chr11-1369",-0.076,0.001,0.15,-0.007,-0.02,-0.003,0.084,-0.01,-0.027
"chr11-1370","chr11",134400001,134500000,"chr11-1370",-0.072,0.045,0.093,-0.074,0.038,0.039,0.114,0.071,-0.012
"chr11-1371","chr11",134500001,134550000,"chr11-1371",-0.333,-0.212,-0.33,-0.395,-0.162,-0.163,-0.057,-0.155,-0.264
"chr11-1372","chr11",134550001,134600000,"chr11-1372",-0.176,0.033,-0.037,-0.07,-0.038,-0.127,-0.034,-0.16,-0.056
"chr11-1373","chr11",134600001,134650000,"chr11-1373",0.211,-0.044,0.249,0.039,-0.015,-0.003,0.121,-0.038,-0.102
"chr11-1374","chr11",134650001,134750000,"chr11-1374",-0.105,-0.075,0.075,-0.1,-0.016,-0.108,-0.015,-0.073,0.01
"chr11-1375","chr11",134750001,134800000,"chr11-1375",-0.112,0.132,0.397,0.091,-0.161,-0.124,-0.139,-0.042,-0.26
"chr11-1376","chr11",134800001,134850000,"chr11-1376",-0.124,-0.017,-0.044,-0.155,-0.01,-0.064,-0.264,-0.149,-0.096
"chr11-1377","chr11",134850001,134946516,"chr11-1377",-0.127,-0.04,-0.033,-0.174,-0.139,-0.023,-0.069,0.047,0.127
"chr12-0001","chr12",145740,200000,"chr12-0001",-0.012,0.119,0.219,-0.019,-0.094,-0.127,0.015,-0.138,-0.07
"chr12-0002","chr12",200001,250000,"chr12-0002",0.039,0.216,0.057,0.081,-0.084,-0.018,0.11,-0.032,-0.011
"chr12-0003","chr12",250001,300000,"chr12-0003",-0.002,-0.015,0.01,-0.025,-0.049,-0.023,0.023,-0.003,-0.04
"chr12-0004","chr12",300001,350000,"chr12-0004",-0.022,-0.041,-0.049,-0.078,-0.044,0.013,0.065,-0.046,-0.078
"chr12-0005","chr12",350001,400000,"chr12-0005",-0.26,0.032,0.065,0.034,-0.018,-0.061,-0.004,-0.062,0.041
"chr12-0006","chr12",400001,500000,"chr12-0006",-0.132,-0.008,0.071,0.146,0.098,0.029,-0.181,0.144,0.123
"chr12-0007","chr12",500001,550000,"chr12-0007",0.168,-0.026,0.092,0.1,-0.033,0.05,0.016,0.061,-0.072
"chr12-0008","chr12",550001,600000,"chr12-0008",0.114,0.112,0.103,0.035,0.102,0.083,0.039,0.043,-0.007
"chr12-0009","chr12",600001,650000,"chr12-0009",-0.019,0.205,0.263,0.103,0.079,0.029,0.184,0.095,0.059
"chr12-0010","chr12",650001,700000,"chr12-0010",0.087,0.012,0.189,0.114,0.015,0.066,0.193,0.118,0.026
"chr12-0011","chr12",700001,750000,"chr12-0011",-0.179,0.123,0.358,0.081,-0.001,0.054,0.051,0.063,-0.026
"chr12-0012","chr12",750001,800000,"chr12-0012",-0.121,0.12,0.072,0.139,0.061,0.075,0.058,0.011,0.099
"chr12-0013","chr12",800001,850000,"chr12-0013",-0.479,0.009,-0.079,-0.089,0.04,-0.008,-0.369,-0.069,-0.118
"chr12-0014","chr12",850001,900000,"chr12-0014",0.147,0.088,0.156,0.211,0.159,0.163,0.128,0.209,0.176
"chr12-0015","chr12",900001,1000000,"chr12-0015",-0.15,0.123,-0.045,0.067,0.059,0.072,-0.13,-0.019,0.114
"chr12-0016","chr12",1000001,1050000,"chr12-0016",-0.097,0.2,0.366,0.157,0.077,0.029,0.038,0.125,0.082
"chr12-0017","chr12",1050001,1100000,"chr12-0017",0.195,0.104,0.35,0.142,0.079,0.078,0.116,0.165,0.071
"chr12-0018","chr12",1100001,1150000,"chr12-0018",0.148,0.233,0.353,0.346,0.146,0.113,0.129,0.254,0.228
"chr12-0019","chr12",1150001,1250000,"chr12-0019",-0.079,0.171,0.346,0.168,0.145,0.175,-0.099,0.058,0.12
"chr12-0020","chr12",1250001,1450000,"chr12-0020",0.064,0.195,0.289,0.261,0.17,0.162,-0.012,0.213,0.214
"chr12-0021","chr12",1450001,1600000,"chr12-0021",-0.314,0.056,-0.096,-0.068,0.018,-0.005,-0.353,-0.171,0.018
"chr12-0022","chr12",1600001,1650000,"chr12-0022",0.015,0.008,0.088,-0.028,-0.081,0.025,0.078,0.014,-0.048
"chr12-0023","chr12",1650001,1700000,"chr12-0023",-0.011,0.057,0.178,0.043,0.051,0.035,-0.008,0.031,0.066
"chr12-0024","chr12",1700001,1750000,"chr12-0024",0.104,0.053,0.186,0.137,0.02,0.018,0.099,0.081,0.066
"chr12-0025","chr12",1750001,1800000,"chr12-0025",0.202,0.106,0.413,0.226,0.139,0.056,0.053,0.178,0.164
"chr12-0026","chr12",1800001,1850000,"chr12-0026",0.109,0.057,0.353,0.251,0.043,0.04,0.121,0.232,0.201
"chr12-0027","chr12",1850001,1900000,"chr12-0027",-0.509,-0.064,-0.287,-0.276,-0.036,-0.086,-0.452,-0.148,-0.187
"chr12-0028","chr12",1900001,1950000,"chr12-0028",0.055,-0.053,0.04,-0.02,-0.041,0.051,0.087,0.005,-0.004
"chr12-0029","chr12",1950001,2000000,"chr12-0029",-0.129,-0.065,-0.111,0.03,-0.09,-0.09,-0.046,-0.079,-0.078
"chr12-0030","chr12",2000001,2050000,"chr12-0030",0.147,0.019,0.087,-0.004,-0.005,0.016,0.064,-0.033,-0.006
"chr12-0031","chr12",2050001,2100000,"chr12-0031",-0.266,0.021,-0.406,-0.009,0.085,0.064,0.163,-0.163,0.215
"chr12-0032","chr12",2100001,2150000,"chr12-0032",0.275,0.055,0.171,0.224,0.116,0.067,0.193,0.168,0.167
"chr12-0033","chr12",2150001,2200000,"chr12-0033",0.135,0.02,0.084,0.086,-0.003,-0.024,0.166,0.105,0.097
"chr12-0034","chr12",2200001,2250000,"chr12-0034",0.214,0.07,0.055,0.141,0.062,0.054,0.049,0.13,0
"chr12-0035","chr12",2250001,2300000,"chr12-0035",-0.139,-0.022,-0.092,-0.053,-0.103,-0.077,-0.029,-0.148,-0.202
"chr12-0036","chr12",2300001,2350000,"chr12-0036",-0.087,-0.037,-0.232,-0.029,0,-0.049,0.044,-0.077,0.076
"chr12-0037","chr12",2350001,2400000,"chr12-0037",0.006,-0.091,-0.488,-0.23,-0.074,-0.11,0.008,-0.302,-0.158
"chr12-0038","chr12",2400001,2450000,"chr12-0038",-0.179,-0.065,-0.308,-0.151,-0.075,-0.104,-0.059,-0.266,-0.187
"chr12-0039","chr12",2450001,2550000,"chr12-0039",0.089,-0.049,-0.228,-0.046,-0.048,-0.053,0.039,-0.083,-0.065
"chr12-0040","chr12",2550001,2600000,"chr12-0040",0.077,0.026,0.124,0.087,0.042,0.021,-0.021,0.029,0.035
"chr12-0041","chr12",2600001,2700000,"chr12-0041",0.045,0.11,0.2,0.156,0.035,-0.039,0.072,0.024,0.108
"chr12-0042","chr12",2700001,2750000,"chr12-0042",0.051,-0.003,-0.151,-0.029,0.071,0.045,0.144,-0.03,0.004
"chr12-0043","chr12",2750001,2800000,"chr12-0043",0.208,0.053,0.351,0.134,0.104,0.037,0.18,0.164,0.08
"chr12-0044","chr12",2800001,2850000,"chr12-0044",-0.012,0.12,0.565,0.296,0.045,-0.046,0.081,0.096,0.089
"chr12-0045","chr12",2850001,2900000,"chr12-0045",0.039,0.035,0.033,0.026,-0.015,-0.017,0.123,0.038,0.067
"chr12-0046","chr12",2900001,2950000,"chr12-0046",0.273,0.183,0.303,0.278,0.139,0.096,0.228,0.161,0.061
"chr12-0047","chr12",2950001,3000000,"chr12-0047",0.151,0.018,-0.024,0.071,0.024,0.045,0.097,0.12,0.025
"chr12-0048","chr12",3000001,3050000,"chr12-0048",0.133,0.109,0.267,0.1,0.11,0.059,0.061,0.183,0.07
"chr12-0049","chr12",3050001,3100000,"chr12-0049",0.175,0.103,0.124,0.146,0.081,0.099,0.123,0.185,0.148
"chr12-0050","chr12",3100001,3150000,"chr12-0050",0.106,0.049,0.189,0.184,0.021,0.089,0.21,0.101,0.01
"chr12-0051","chr12",3150001,3200000,"chr12-0051",0.126,0.108,0.075,0.121,0.04,0.052,0.202,0.035,-0.018
"chr12-0052","chr12",3200001,3250000,"chr12-0052",0.162,0.027,0.145,0.086,0.017,0.034,0.148,0.048,0
"chr12-0053","chr12",3250001,3300000,"chr12-0053",0.033,0.048,0.262,0.162,-0.014,-0.053,0.121,-0.083,-0.025
"chr12-0054","chr12",3300001,3350000,"chr12-0054",0.203,0.04,0.229,0.131,0.066,0.07,0.15,0.159,0.013
"chr12-0055","chr12",3350001,3400000,"chr12-0055",0.031,0.018,0.203,0.026,0.027,0.05,0.118,0.014,0.006
