"","Chromosome","Start","End","Feature","205125590013_R05C01","205128000013_R03C01","205128000076_R04C01","205240110044_R02C01","205240110063_R03C01"
"chr11-0502","chr11",70750001,70850000,"chr11-0502",-0.036,-0.079,-0.106,0.017,-0.089
"chr11-0503","chr11",70850001,70950000,"chr11-0503",-0.041,-0.018,-0.066,0.02,0.036
"chr11-0504","chr11",70950001,71000000,"chr11-0504",-0.014,-0.092,0.017,0.022,-0.026
"chr11-0505","chr11",71000001,71150000,"chr11-0505",-0.066,-0.139,-0.075,-0.074,-0.139
"chr11-0506","chr11",71150001,71200000,"chr11-0506",0.007,-0.057,0.02,-0.079,-0.032
"chr11-0507","chr11",71200001,71250000,"chr11-0507",0.06,0.045,0.07,-0.011,0.007
"chr11-0508","chr11",71250001,71300000,"chr11-0508",0.092,0.03,0.086,0.137,0.162
"chr11-0509","chr11",71300001,71350000,"chr11-0509",-0.308,-0.444,-0.379,-0.376,-0.428
"chr11-0510","chr11",71350001,71500000,"chr11-0510",0.007,0.058,0.035,0.094,0.071
"chr11-0511","chr11",71500001,71600000,"chr11-0511",-0.02,0.031,-0.267,-0.124,0.03
"chr11-0512","chr11",71600001,71700000,"chr11-0512",-0.084,-0.244,-0.199,-0.155,-0.007
"chr11-0513","chr11",71700001,71750000,"chr11-0513",-0.003,-0.056,-0.064,0.01,-0.144
"chr11-0514","chr11",71750001,71800000,"chr11-0514",0.005,-0.062,-0.016,0.024,0.074
"chr11-0515","chr11",71800001,71850000,"chr11-0515",-0.027,-0.07,-0.053,-0.041,-0.02
"chr11-0516","chr11",71850001,71950000,"chr11-0516",0.087,0.112,0.152,0.199,0.185
"chr11-0517","chr11",71950001,72000000,"chr11-0517",0.069,0.133,0.167,0.145,0.055
"chr11-0518","chr11",72000001,72150000,"chr11-0518",-0.032,-0.014,-0.089,0.027,0.053
"chr11-0519","chr11",72150001,72300000,"chr11-0519",0.02,0.041,0.035,0.102,0.091
"chr11-0520","chr11",72300001,72350000,"chr11-0520",-0.023,-0.064,-0.107,0.02,-0.163
"chr11-0521","chr11",72350001,72400000,"chr11-0521",0.075,0.044,0.111,0.135,0.052
"chr11-0522","chr11",72400001,72450000,"chr11-0522",0.063,-0.067,0.011,-0.007,-0.047
"chr11-0523","chr11",72450001,72500000,"chr11-0523",0.007,-0.009,0.064,-0.055,-0.105
"chr11-0524","chr11",72500001,72550000,"chr11-0524",-0.051,-0.048,0.034,-0.076,-0.081
"chr11-0525","chr11",72550001,72900000,"chr11-0525",0.128,0.089,0.145,0.092,0.019
"chr11-0526","chr11",72900001,72950000,"chr11-0526",0.071,-0.037,0.068,-0.048,-0.058
"chr11-0527","chr11",72950001,73000000,"chr11-0527",-0.012,-0.008,0.007,-0.091,0.015
"chr11-0528","chr11",73000001,73050000,"chr11-0528",0.015,-0.053,0.073,-0.029,-0.1
"chr11-0529","chr11",73050001,73100000,"chr11-0529",0.048,0.084,0.135,0.066,0.02
"chr11-0530","chr11",73100001,73350000,"chr11-0530",-0.029,-0.021,0.001,0.05,0.047
"chr11-0531","chr11",73350001,73450000,"chr11-0531",0.047,-0.061,-0.096,-0.075,-0.026
"chr11-0532","chr11",73450001,73500000,"chr11-0532",-0.041,0.048,0.07,0.106,0.184
"chr11-0533","chr11",73500001,73650000,"chr11-0533",0.038,-0.01,0.093,0.042,0.082
"chr11-0534","chr11",73650001,73700000,"chr11-0534",0.047,0.005,0.051,0.133,0.052
"chr11-0535","chr11",73700001,73850000,"chr11-0535",-0.106,-0.055,-0.167,-0.069,0.008
"chr11-0536","chr11",73850001,73900000,"chr11-0536",0.011,-0.227,-0.097,-0.212,-0.154
"chr11-0537","chr11",73900001,74050000,"chr11-0537",-0.04,0.005,0.069,-0.102,-0.087
"chr11-0538","chr11",74050001,74200000,"chr11-0538",-0.027,-0.005,-0.006,-0.055,0.091
"chr11-0539","chr11",74200001,74300000,"chr11-0539",-0.081,-0.246,0.005,-0.032,-0.017
"chr11-0540","chr11",74300001,74350000,"chr11-0540",0.051,0.044,0.003,-0.018,0.061
"chr11-0541","chr11",74350001,74450000,"chr11-0541",-0.041,0.064,0.043,-0.14,-0.142
"chr11-0542","chr11",74450001,74650000,"chr11-0542",0.036,0.042,0.087,0.085,0.141
"chr11-0543","chr11",74650001,74700000,"chr11-0543",-0.086,-0.067,-0.081,-0.081,-0.124
"chr11-0544","chr11",74700001,74950000,"chr11-0544",0.006,-0.023,-0.022,-0.058,-0.056
"chr11-0545","chr11",74950001,75000000,"chr11-0545",-0.039,0.061,0.137,0.145,0.17
"chr11-0546","chr11",75000001,75100000,"chr11-0546",0.023,-0.083,0.072,0.007,-0.034
"chr11-0547","chr11",75100001,75150000,"chr11-0547",-0.045,-0.083,0.016,0.048,-0.004
"chr11-0548","chr11",75150001,75250000,"chr11-0548",-0.058,-0.014,0.009,0.012,-0.182
"chr11-0549","chr11",75250001,75300000,"chr11-0549",0.053,-0.065,0.05,0.056,-0.054
"chr11-0550","chr11",75300001,75400000,"chr11-0550",0.029,0.115,0.087,0.108,0.129
"chr11-0551","chr11",75400001,75500000,"chr11-0551",-0.017,-0.092,0.059,0.021,0.043
"chr11-0552","chr11",75500001,75550000,"chr11-0552",0.11,-0.077,0.143,0.06,0.064
"chr11-0553","chr11",75550001,75900000,"chr11-0553",-0.058,-0.004,-0.043,0.047,0.095
"chr11-0554","chr11",75900001,75950000,"chr11-0554",0.056,-0.121,0.026,-0.045,-0.142
"chr11-0555","chr11",75950001,76150000,"chr11-0555",-0.11,-0.035,-0.073,0.001,-0.057
"chr11-0556","chr11",76150001,76200000,"chr11-0556",-0.063,-0.217,-0.116,-0.265,-0.229
"chr11-0557","chr11",76200001,76350000,"chr11-0557",-0.023,0.126,-0.239,-0.132,-0.034
"chr11-0558","chr11",76350001,76400000,"chr11-0558",-0.041,-0.073,-0.027,-0.085,-0.122
"chr11-0559","chr11",76400001,76450000,"chr11-0559",-0.015,-0.179,-0.065,-0.184,-0.112
"chr11-0560","chr11",76450001,76550000,"chr11-0560",-0.099,-0.144,0.009,-0.009,-0.107
"chr11-0561","chr11",76550001,76750000,"chr11-0561",-0.023,0.094,0.115,0.256,0.297
"chr11-0562","chr11",76750001,76800000,"chr11-0562",-0.022,0.002,0.044,0.042,0.079
"chr11-0563","chr11",76800001,76850000,"chr11-0563",0.002,-0.09,-0.013,-0.168,-0.298
"chr11-0564","chr11",76850001,76900000,"chr11-0564",0.065,0.082,0.07,0.06,-0.033
"chr11-0565","chr11",76900001,77150000,"chr11-0565",-0.004,0.03,0.026,0.106,0.081
"chr11-0566","chr11",77150001,77300000,"chr11-0566",0.023,0.061,0.161,0.146,0.199
"chr11-0567","chr11",77300001,77350000,"chr11-0567",0.07,0.02,0.099,0.105,0.089
"chr11-0568","chr11",77350001,77700000,"chr11-0568",0.14,0.153,0.213,0.169,0.341
"chr11-0569","chr11",77700001,77750000,"chr11-0569",0.01,-0.006,0.008,0.058,0.179
"chr11-0570","chr11",77750001,77850000,"chr11-0570",-0.022,-0.052,0.029,-0.073,0.001
"chr11-0571","chr11",77850001,77900000,"chr11-0571",-0.038,-0.02,-0.059,0.023,-0.01
"chr11-0572","chr11",77900001,77950000,"chr11-0572",-0.012,-0.024,0.032,0.068,-0.059
"chr11-0573","chr11",77950001,78250000,"chr11-0573",-0.028,0.043,-0.065,0.053,0.155
"chr11-0574","chr11",78250001,78350000,"chr11-0574",-0.07,-0.148,-0.069,-0.081,-0.09
"chr11-0575","chr11",78350001,78400000,"chr11-0575",0.012,-0.051,-0.033,-0.006,0.007
"chr11-0576","chr11",78400001,78550000,"chr11-0576",-0.082,0.004,-0.131,-0.049,-0.033
"chr11-0577","chr11",78550001,78650000,"chr11-0577",-0.001,0.155,0.04,0.113,0.112
"chr11-0578","chr11",78650001,78750000,"chr11-0578",-0.179,-0.03,-0.249,-0.106,-0.061
"chr11-0579","chr11",78750001,78950000,"chr11-0579",-0.084,-0.093,-0.16,-0.036,-0.142
"chr11-0580","chr11",78950001,79150000,"chr11-0580",0.08,0.018,0.039,0.115,0.167
"chr11-0581","chr11",79150001,79200000,"chr11-0581",-0.001,-0.068,0.034,0.07,0.016
"chr11-0582","chr11",79200001,81450000,"chr11-0582",-0.105,-0.003,-0.166,-0.054,0.029
"chr11-0583","chr11",81450001,82400000,"chr11-0583",-0.183,-0.1,-0.137,-0.17,-0.014
"chr11-0584","chr11",82400001,82600000,"chr11-0584",-0.048,0.057,0.033,0.114,0.073
"chr11-0585","chr11",82600001,82650000,"chr11-0585",-0.04,-0.139,-0.146,-0.235,-0.297
"chr11-0586","chr11",82650001,82850000,"chr11-0586",-0.003,-0.008,-0.031,0.009,0.074
"chr11-0587","chr11",82850001,82950000,"chr11-0587",0.077,-0.119,0.006,-0.151,-0.095
"chr11-0588","chr11",82950001,83350000,"chr11-0588",-0.053,-0.099,-0.105,-0.067,-0.006
"chr11-0589","chr11",83350001,84000000,"chr11-0589",-0.077,-0.07,-0.211,-0.067,-0.05
"chr11-0590","chr11",84000001,84650000,"chr11-0590",-0.109,-0.035,-0.166,-0.131,-0.109
"chr11-0591","chr11",84650001,85300000,"chr11-0591",-0.031,0.194,-0.156,0.009,0.08
"chr11-0592","chr11",85300001,85350000,"chr11-0592",-0.092,-0.164,-0.219,-0.221,-0.132
"chr11-0593","chr11",85350001,85400000,"chr11-0593",-0.032,-0.004,-0.01,-0.059,-0.035
"chr11-0594","chr11",85400001,85500000,"chr11-0594",-0.052,0.042,-0.132,-0.035,0.096
"chr11-0595","chr11",85500001,85600000,"chr11-0595",0.015,0.064,0.11,0.131,0.177
"chr11-0596","chr11",85600001,85750000,"chr11-0596",-0.036,0.122,-0.015,0.036,-0.002
"chr11-0597","chr11",85750001,85950000,"chr11-0597",-0.015,0.037,-0.011,0.021,-0.037
"chr11-0598","chr11",85950001,86000000,"chr11-0598",-0.215,-0.221,-0.276,-0.225,-0.042
"chr11-0599","chr11",86000001,86100000,"chr11-0599",0.016,-0.02,-0.159,-0.041,-0.045
"chr11-0600","chr11",86100001,86350000,"chr11-0600",-0.112,-0.033,-0.098,0.034,0.03
"chr11-0601","chr11",86350001,86400000,"chr11-0601",-0.061,-0.117,-0.064,-0.158,-0.184
"chr11-0602","chr11",86400001,86550000,"chr11-0602",-0.043,0.05,-0.071,0.003,-0.005
"chr11-0603","chr11",86550001,86650000,"chr11-0603",0.013,0.025,-0.067,0.052,0.037
"chr11-0604","chr11",86650001,86700000,"chr11-0604",-0.008,-0.006,0.025,0.116,-0.008
"chr11-0605","chr11",86700001,87688378,"chr11-0605",0.009,0.051,0.019,0.11,0.117
"chr11-0606","chr11",87738379,88050000,"chr11-0606",-0.106,-0.091,-0.168,-0.217,-0.236
"chr11-0607","chr11",88050001,88100000,"chr11-0607",0.081,0.202,0.163,0.105,0.178
"chr11-0608","chr11",88100001,88250000,"chr11-0608",-0.047,0.082,-0.175,-0.015,0.05
"chr11-0609","chr11",88250001,89250000,"chr11-0609",-0.201,-0.037,-0.285,-0.264,-0.164
"chr11-0610","chr11",89250001,89500000,"chr11-0610",-0.093,-0.029,-0.165,-0.14,-0.093
"chr11-0611","chr11",89500001,89850000,"chr11-0611",-0.026,-0.014,-0.143,-0.063,-0.051
"chr11-0612","chr11",89850001,90000000,"chr11-0612",-0.167,-0.171,-0.305,-0.189,-0.17
"chr11-0613","chr11",90000001,91950000,"chr11-0613",-0.137,-0.003,-0.199,-0.076,-0.134
"chr11-0614","chr11",91950001,92000000,"chr11-0614",-0.031,0.01,0.056,0.093,-0.017
"chr11-0615","chr11",92000001,92550000,"chr11-0615",-0.17,0.034,-0.265,-0.069,-0.014
"chr11-0616","chr11",92550001,92650000,"chr11-0616",-0.09,-0.082,-0.146,-0.102,-0.092
"chr11-0617","chr11",92650001,92750000,"chr11-0617",-0.135,-0.219,-0.192,-0.223,-0.252
"chr11-0618","chr11",92750001,93050000,"chr11-0618",-0.032,-0.007,-0.102,-0.088,0.099
"chr11-0619","chr11",93050001,93250000,"chr11-0619",-0.01,0.072,-0.015,0.013,0.075
"chr11-0620","chr11",93250001,93300000,"chr11-0620",-0.028,0.007,-0.01,0.065,0.06
"chr11-0621","chr11",93300001,93450000,"chr11-0621",-0.029,-0.097,0.002,-0.138,-0.178
"chr11-0622","chr11",93450001,93500000,"chr11-0622",-0.025,-0.08,-0.151,-0.129,-0.065
"chr11-0623","chr11",93500001,93600000,"chr11-0623",-0.024,-0.046,0.08,-0.05,-0.037
"chr11-0624","chr11",93600001,93850000,"chr11-0624",-0.129,0.045,-0.178,0.044,-0.015
"chr11-0625","chr11",93850001,93900000,"chr11-0625",-0.064,0.018,-0.095,-0.073,-0.043
"chr11-0626","chr11",93900001,94100000,"chr11-0626",-0.128,-0.071,-0.223,-0.028,-0.124
"chr11-0627","chr11",94100001,94200000,"chr11-0627",0,0.033,0.058,-0.019,-0.13
"chr11-0628","chr11",94200001,94250000,"chr11-0628",-0.092,-0.203,-0.209,-0.268,-0.255
"chr11-0629","chr11",94250001,94300000,"chr11-0629",0.07,0.165,0.159,0.226,0.239
"chr11-0630","chr11",94300001,94500000,"chr11-0630",-0.01,0.068,-0.013,0.03,0.138
"chr11-0631","chr11",94500001,94550000,"chr11-0631",0.01,0.007,0.048,0.101,-0.002
"chr11-0632","chr11",94550001,94700000,"chr11-0632",-0.017,0.031,-0.111,0.01,-0.019
"chr11-0633","chr11",94700001,94750000,"chr11-0633",-0.073,-0.187,-0.249,-0.177,-0.195
"chr11-0634","chr11",94750001,94800000,"chr11-0634",-0.039,-0.082,-0.075,-0.031,-0.057
"chr11-0635","chr11",94800001,94850000,"chr11-0635",-0.061,0.028,-0.03,-0.066,0.059
"chr11-0636","chr11",94850001,94950000,"chr11-0636",0.003,-0.117,-0.065,-0.121,-0.145
"chr11-0637","chr11",94950001,95000000,"chr11-0637",-0.054,0.054,-0.043,-0.015,-0.024
"chr11-0638","chr11",95000001,95500000,"chr11-0638",-0.017,0.069,-0.063,-0.049,0.074
"chr11-0639","chr11",95500001,95550000,"chr11-0639",-0.019,-0.343,-0.119,-0.205,-0.295
"chr11-0640","chr11",95550001,95700000,"chr11-0640",0.059,0.087,-0.136,0.047,0.18
"chr11-0641","chr11",95700001,95950000,"chr11-0641",-0.065,0.038,-0.137,0.049,0.086
"chr11-0642","chr11",95950001,96050000,"chr11-0642",-0.113,0.059,-0.178,-0.07,-0.096
"chr11-0643","chr11",96050001,96100000,"chr11-0643",0.02,0.011,-0.065,0.027,0.011
"chr11-0644","chr11",96100001,96287584,"chr11-0644",-0.043,-0.095,-0.133,-0.15,-0.361
"chr11-0645","chr11",96437585,98900000,"chr11-0645",0.025,-0.066,-0.134,-0.096,-0.089
"chr11-0646","chr11",98900001,100550000,"chr11-0646",-0.193,-0.074,-0.339,-0.185,-0.123
"chr11-0647","chr11",100550001,101000000,"chr11-0647",0.036,0.092,0.065,0.041,0.15
"chr11-0648","chr11",101000001,101450000,"chr11-0648",-0.107,-0.237,-0.179,-0.124,-0.187
"chr11-0649","chr11",101450001,101750000,"chr11-0649",-0.103,-0.142,-0.205,-0.114,-0.124
"chr11-0650","chr11",101750001,101950000,"chr11-0650",-0.021,0.015,-0.007,-0.038,-0.055
"chr11-0651","chr11",101950001,102000000,"chr11-0651",0.072,0.178,0.148,0.123,0.168
"chr11-0652","chr11",102000001,102150000,"chr11-0652",-0.061,-0.059,-0.133,-0.131,-0.007
"chr11-0653","chr11",102150001,102200000,"chr11-0653",-0.058,0.009,-0.055,-0.147,-0.047
"chr11-0654","chr11",102200001,102250000,"chr11-0654",-0.04,0.005,-0.046,-0.085,0.085
"chr11-0655","chr11",102250001,102450000,"chr11-0655",-0.12,-0.021,-0.238,-0.005,-0.036
"chr11-0656","chr11",102450001,102600000,"chr11-0656",0.032,0.215,0.036,0.163,0.292
"chr11-0657","chr11",102600001,102700000,"chr11-0657",0.018,-0.122,-0.126,-0.038,0.05
"chr11-0658","chr11",102700001,102750000,"chr11-0658",-0.017,0.16,-0.11,0.104,0.258
"chr11-0659","chr11",102750001,102950000,"chr11-0659",0.027,0.229,-0.224,0.119,0.057
"chr11-0660","chr11",102950001,103000000,"chr11-0660",-0.103,-0.147,-0.137,-0.244,-0.319
"chr11-0661","chr11",103000001,103900000,"chr11-0661",-0.142,-0.06,-0.265,-0.08,-0.083
"chr11-0662","chr11",103900001,104050000,"chr11-0662",-0.149,-0.128,-0.174,-0.124,-0.082
"chr11-0663","chr11",104050001,104800000,"chr11-0663",-0.091,0.04,-0.19,-0.039,0.022
"chr11-0664","chr11",104800001,104900000,"chr11-0664",0.026,0.046,-0.062,0.019,0.032
"chr11-0665","chr11",104900001,105450000,"chr11-0665",-0.101,-0.077,-0.184,-0.114,-0.001
"chr11-0666","chr11",105450001,105850000,"chr11-0666",-0.106,-0.04,-0.159,-0.177,-0.082
"chr11-0667","chr11",105850001,105900000,"chr11-0667",0.041,-0.05,0.028,0.069,0.102
"chr11-0668","chr11",105900001,105950000,"chr11-0668",-0.061,-0.07,-0.098,-0.164,-0.332
"chr11-0669","chr11",105950001,106850000,"chr11-0669",-0.14,-0.024,-0.231,-0.062,-0.109
"chr11-0670","chr11",106850001,107400000,"chr11-0670",-0.063,-0.079,-0.022,-0.138,-0.165
"chr11-0671","chr11",107400001,107500000,"chr11-0671",0.042,0.027,0.061,0.027,-0.009
"chr11-0672","chr11",107500001,107600000,"chr11-0672",-0.052,0.102,-0.173,0.054,0.168
"chr11-0673","chr11",107600001,107750000,"chr11-0673",-0.015,0.038,0.14,0.055,0.176
"chr11-0674","chr11",107750001,107850000,"chr11-0674",0.111,0.17,0.189,0.278,0.314
"chr11-0675","chr11",107850001,107950000,"chr11-0675",-0.045,-0.023,0.028,0.025,-0.029
"chr11-0676","chr11",107950001,108050000,"chr11-0676",0.148,0.245,0.284,0.308,0.33
"chr11-0677","chr11",108050001,108100000,"chr11-0677",-0.071,-0.166,-0.18,-0.296,-0.52
"chr11-0678","chr11",108100001,108350000,"chr11-0678",-0.068,0.06,-0.083,0.065,0.288
"chr11-0679","chr11",108350001,108400000,"chr11-0679",0.066,0.127,0.105,0.137,0.207
"chr11-0680","chr11",108400001,108450000,"chr11-0680",0.042,0.182,0.022,0.237,0.363
"chr11-0681","chr11",108450001,108500000,"chr11-0681",-0.035,0.095,-0.098,-0.008,-0.013
"chr11-0682","chr11",108500001,108550000,"chr11-0682",-0.088,-0.055,-0.034,0.016,-0.017
"chr11-0683","chr11",108550001,108850000,"chr11-0683",-0.273,-0.063,-0.233,-0.038,-0.095
"chr11-0684","chr11",108850001,109300000,"chr11-0684",0.036,0.064,0.133,0.06,0.02
"chr11-0685","chr11",109300001,110000000,"chr11-0685",-0.088,-0.012,-0.088,0.018,0.087
"chr11-0686","chr11",110000001,110150000,"chr11-0686",0.048,0.052,-0.073,0.013,0.222
"chr11-0687","chr11",110150001,110200000,"chr11-0687",0.073,0.144,0.181,0.189,0.201
"chr11-0688","chr11",110200001,110550000,"chr11-0688",-0.126,-0.074,-0.12,-0.006,0.088
"chr11-0689","chr11",110550001,110600000,"chr11-0689",-0.011,0.029,0.144,0.063,0.084
"chr11-0690","chr11",110600001,111150000,"chr11-0690",-0.158,0.037,-0.268,-0.036,-0.029
"chr11-0691","chr11",111150001,111200000,"chr11-0691",-0.08,-0.044,-0.013,-0.025,0.039
"chr11-0692","chr11",111200001,111350000,"chr11-0692",-0.084,-0.068,-0.066,-0.056,-0.171
"chr11-0693","chr11",111350001,111400000,"chr11-0693",-0.023,0.028,-0.084,0.008,0.082
"chr11-0694","chr11",111400001,111450000,"chr11-0694",0.026,-0.081,-0.054,-0.06,-0.126
"chr11-0695","chr11",111450001,111600000,"chr11-0695",-0.082,0.121,-0.041,0.083,0.157
"chr11-0696","chr11",111600001,111700000,"chr11-0696",0.059,-0.002,0.058,0.07,0.104
"chr11-0697","chr11",111700001,111750000,"chr11-0697",0.05,-0.013,-0.007,-0.037,0
"chr11-0698","chr11",111750001,111800000,"chr11-0698",0.088,0.026,0.084,0.101,0.027
"chr11-0699","chr11",111800001,111850000,"chr11-0699",0.072,0.157,0.08,0.057,0.033
"chr11-0700","chr11",111850001,111950000,"chr11-0700",0.087,-0.005,-0.128,-0.008,0.097
"chr11-0701","chr11",111950001,112000000,"chr11-0701",-0.076,-0.175,-0.202,-0.125,-0.142
"chr11-0702","chr11",112000001,112050000,"chr11-0702",0.085,0.087,-0.086,0.065,0.216
"chr11-0703","chr11",112050001,112100000,"chr11-0703",-0.026,-0.093,0.051,-0.058,-0.012
"chr11-0704","chr11",112100001,112200000,"chr11-0704",-0.022,0.062,-0.099,0.027,0.21
"chr11-0705","chr11",112200001,112800000,"chr11-0705",-0.09,-0.096,-0.157,-0.02,-0.075
"chr11-0706","chr11",112800001,112850000,"chr11-0706",0.025,0.003,0.089,0.026,0.163
"chr11-0707","chr11",112850001,113150000,"chr11-0707",-0.111,-0.133,-0.123,-0.132,-0.094
"chr11-0708","chr11",113150001,113200000,"chr11-0708",-0.147,0.039,-0.079,-0.217,0.092
"chr11-0709","chr11",113200001,113300000,"chr11-0709",-0.06,-0.083,-0.101,-0.019,-0.058
"chr11-0710","chr11",113300001,113350000,"chr11-0710",-0.029,-0.018,0.079,0.045,0.093
"chr11-0711","chr11",113350001,113600000,"chr11-0711",-0.051,-0.045,-0.093,-0.159,-0.138
"chr11-0712","chr11",113600001,113650000,"chr11-0712",-0.071,0.045,-0.004,-0.062,-0.182
"chr11-0713","chr11",113650001,113700000,"chr11-0713",0.05,0.066,0.049,0.163,0.24
"chr11-0714","chr11",113700001,113800000,"chr11-0714",0.019,-0.078,-0.067,-0.091,0.025
"chr11-0715","chr11",113800001,113900000,"chr11-0715",0.001,0.004,-0.01,0.118,0.109
"chr11-0716","chr11",113900001,113950000,"chr11-0716",0.086,0.031,0.043,0.108,0.035
"chr11-0717","chr11",113950001,114150000,"chr11-0717",0.1,0.076,0.018,0.107,0.248
"chr11-0718","chr11",114150001,114300000,"chr11-0718",-0.033,-0.133,-0.073,-0.201,-0.227
"chr11-0719","chr11",114300001,114450000,"chr11-0719",0.002,0.04,0.002,0.066,0.148
"chr11-0720","chr11",114450001,114500000,"chr11-0720",-0.313,-0.604,-0.575,-0.724,-0.465
"chr11-0721","chr11",114500001,115000000,"chr11-0721",-0.139,0.033,-0.088,-0.09,0.107
"chr11-0722","chr11",115000001,115050000,"chr11-0722",-0.059,-0.092,-0.071,-0.055,0.098
"chr11-0723","chr11",115050001,115350000,"chr11-0723",-0.029,0.12,-0.238,0.054,0.007
"chr11-0724","chr11",115350001,115400000,"chr11-0724",-0.055,-0.135,-0.057,-0.012,-0.068
"chr11-0725","chr11",115400001,115600000,"chr11-0725",-0.045,-0.103,-0.127,-0.119,-0.176
"chr11-0726","chr11",115600001,115850000,"chr11-0726",0.014,0.02,0.002,0.092,0.06
"chr11-0727","chr11",115850001,116200000,"chr11-0727",-0.076,-0.075,-0.182,-0.053,-0.037
"chr11-0728","chr11",116200001,116450000,"chr11-0728",-0.09,-0.139,-0.199,-0.03,-0.083
"chr11-0729","chr11",116450001,116600000,"chr11-0729",0.02,-0.027,-0.039,-0.066,-0.018
"chr11-0730","chr11",116600001,116650000,"chr11-0730",-0.006,0.001,0.015,-0.009,-0.045
"chr11-0731","chr11",116650001,116700000,"chr11-0731",0.034,-0.007,0,-0.042,-0.151
"chr11-0732","chr11",116700001,116750000,"chr11-0732",0.01,-0.159,-0.054,-0.091,-0.138
"chr11-0733","chr11",116750001,116950000,"chr11-0733",0.071,0.053,-0.004,0.11,0.282
"chr11-0734","chr11",116950001,117000000,"chr11-0734",0.092,0.161,0.037,0.105,0.239
"chr11-0735","chr11",117000001,117050000,"chr11-0735",0.021,0.1,0.083,0.103,0.144
"chr11-0736","chr11",117050001,117150000,"chr11-0736",0.045,0.013,0.038,0.042,-0.066
"chr11-0737","chr11",117150001,117200000,"chr11-0737",0.105,0.101,0.199,0.142,0.125
"chr11-0738","chr11",117200001,117350000,"chr11-0738",0.057,0.012,0.015,0.062,0.073
"chr11-0739","chr11",117350001,117400000,"chr11-0739",0.009,-0.031,-0.035,-0.009,-0.02
"chr11-0740","chr11",117400001,117650000,"chr11-0740",-0.152,-0.219,-0.277,-0.177,-0.282
"chr11-0741","chr11",117650001,117700000,"chr11-0741",0.078,-0.029,0.085,0.024,-0.081
"chr11-0742","chr11",117700001,117850000,"chr11-0742",-0.096,-0.152,-0.177,-0.029,-0.122
"chr11-0743","chr11",117850001,118000000,"chr11-0743",-0.028,-0.043,-0.056,-0.07,-0.056
"chr11-0744","chr11",118000001,118050000,"chr11-0744",0.084,0.021,0.04,0.091,0.075
"chr11-0745","chr11",118050001,118100000,"chr11-0745",0.068,0.084,0.014,-0.048,0.071
"chr11-0746","chr11",118100001,118200000,"chr11-0746",-0.068,0.003,-0.095,-0.126,-0.172
"chr11-0747","chr11",118200001,118250000,"chr11-0747",-0.024,-0.041,0.021,-0.026,-0.047
"chr11-0748","chr11",118250001,118300000,"chr11-0748",-0.058,-0.118,-0.073,-0.127,-0.049
"chr11-0749","chr11",118300001,118400000,"chr11-0749",0.039,0.107,0.048,0.089,0.121
"chr11-0750","chr11",118400001,118450000,"chr11-0750",-0.062,-0.093,-0.028,0.017,0.045
"chr11-0751","chr11",118450001,118500000,"chr11-0751",0.071,0.157,0.202,0.194,0.122
"chr11-0752","chr11",118500001,118650000,"chr11-0752",0.05,-0.015,-0.057,0.017,0.004
"chr11-0753","chr11",118650001,118750000,"chr11-0753",-0.008,0.028,0.122,0.109,0.077
"chr11-0754","chr11",118750001,118800000,"chr11-0754",0.055,-0.025,0.048,0.02,-0.123
"chr11-0755","chr11",118800001,118850000,"chr11-0755",0.146,0.029,0.12,0.059,0.093
"chr11-0756","chr11",118850001,118900000,"chr11-0756",-0.005,-0.073,-0.033,-0.072,-0.158
"chr11-0757","chr11",118900001,118950000,"chr11-0757",0.063,0.137,0.194,0.095,0.14
"chr11-0758","chr11",118950001,119000000,"chr11-0758",-0.001,-0.011,0.064,0.035,0.003
"chr11-0759","chr11",119000001,119050000,"chr11-0759",0.06,0.018,0.118,0.108,0.01
"chr11-0760","chr11",119050001,119150000,"chr11-0760",0.03,0.04,0.119,0.153,0.164
"chr11-0761","chr11",119150001,119200000,"chr11-0761",0.042,-0.047,0.091,-0.004,-0.078
"chr11-0762","chr11",119200001,119250000,"chr11-0762",0.011,-0.025,0.058,0.096,0.027
"chr11-0763","chr11",119250001,119300000,"chr11-0763",0.033,-0.037,0.034,0.045,-0.017
"chr11-0764","chr11",119300001,119500000,"chr11-0764",0.015,-0.039,-0.003,-0.066,-0.015
"chr11-0765","chr11",119500001,119550000,"chr11-0765",-0.014,-0.172,-0.133,-0.156,-0.272
"chr11-0766","chr11",119550001,119600000,"chr11-0766",0.087,0.006,-0.024,0.018,0.069
"chr11-0767","chr11",119600001,119650000,"chr11-0767",0.024,-0.198,0.083,-0.012,-0.116
"chr11-0768","chr11",119650001,119950000,"chr11-0768",-0.074,-0.158,-0.201,-0.155,-0.193
"chr11-0769","chr11",119950001,120000000,"chr11-0769",-0.034,-0.187,-0.151,-0.111,-0.179
"chr11-0770","chr11",120000001,120050000,"chr11-0770",-0.026,-0.146,-0.142,-0.149,-0.235
"chr11-0771","chr11",120050001,120100000,"chr11-0771",0.045,0.043,0.046,0.058,0.075
"chr11-0772","chr11",120100001,120200000,"chr11-0772",-0.067,-0.092,-0.079,-0.181,-0.1
"chr11-0773","chr11",120200001,120250000,"chr11-0773",0.043,-0.018,0.175,0.05,0.199
"chr11-0774","chr11",120250001,120400000,"chr11-0774",0.012,0.055,-0.023,0.144,0.2
"chr11-0775","chr11",120400001,120450000,"chr11-0775",-0.05,-0.022,0.027,0.065,-0.039
