"","Chromosome","Start","End","Feature","203219650162_R08C01","203219650188_R08C01","203219750019_R05C01","203219750053_R05C01","203219760009_R08C01","203220070150_R02C01","203225140266_R03C01","203257030015_R06C01","203257030060_R08C01"
"chr8-0275","chr8",47850001,48130499,"chr8-0275",-0.074,0.099,0.209,0.002,0.063,0.032,-0.04,0.126,0.124
"chr8-0276","chr8",48135600,48400000,"chr8-0276",-0.073,0.044,0.173,0.111,0.076,0.097,-0.016,0.084,0.11
"chr8-0277","chr8",48400001,48650000,"chr8-0277",-0.453,0.005,-0.194,-0.086,0.057,0.023,-0.195,-0.227,-0.021
"chr8-0278","chr8",48650001,48700000,"chr8-0278",0.039,0.092,0.182,0.079,0.103,-0.075,-0.006,0.064,-0.041
"chr8-0279","chr8",48700001,48900000,"chr8-0279",0.044,0.052,0.339,0.152,0.095,0.067,-0.003,0.159,0.132
"chr8-0280","chr8",48900001,49050000,"chr8-0280",-0.044,0.122,0.178,0.163,-0.044,-0.046,-0.192,0.033,-0.008
"chr8-0281","chr8",49050001,49200000,"chr8-0281",-0.203,-0.003,-0.127,-0.165,-0.027,-0.022,-0.138,-0.19,0.005
"chr8-0282","chr8",49200001,49300000,"chr8-0282",-0.141,0.025,-0.194,-0.096,0.028,-0.04,-0.151,-0.124,-0.039
"chr8-0283","chr8",49300001,49350000,"chr8-0283",-0.098,-0.066,-0.184,-0.118,-0.086,-0.075,0.063,-0.119,0.002
"chr8-0284","chr8",49350001,49450000,"chr8-0284",-0.174,-0.105,-0.005,-0.112,-0.093,-0.128,-0.044,-0.117,-0.03
"chr8-0285","chr8",49450001,49500000,"chr8-0285",-0.247,-0.12,-0.338,-0.099,-0.137,-0.075,-0.102,-0.275,-0.17
"chr8-0286","chr8",49500001,49600000,"chr8-0286",-0.534,-0.203,-0.619,-0.339,-0.11,-0.311,-0.096,-0.547,-0.248
"chr8-0287","chr8",49600001,49650000,"chr8-0287",-0.136,-0.038,-0.08,0.029,0.011,-0.05,0.047,-0.038,0.004
"chr8-0288","chr8",49650001,49800000,"chr8-0288",-0.121,-0.008,-0.155,-0.075,-0.026,0.024,-0.04,-0.147,0.035
"chr8-0289","chr8",49800001,49850000,"chr8-0289",-0.158,-0.106,-0.04,0.046,-0.028,-0.061,0.009,-0.062,-0.01
"chr8-0290","chr8",49850001,50800000,"chr8-0290",-0.305,-0.047,0.088,-0.045,-0.113,-0.109,-0.194,-0.138,0.031
"chr8-0291","chr8",50800001,50850000,"chr8-0291",-0.204,-0.049,-0.14,-0.354,-0.165,-0.084,-0.193,-0.307,-0.066
"chr8-0292","chr8",50850001,52300000,"chr8-0292",-0.605,-0.182,-0.311,-0.46,-0.118,-0.121,-0.559,-0.451,-0.233
"chr8-0293","chr8",52300001,52700000,"chr8-0293",-0.197,-0.072,0.107,-0.07,0.022,-0.007,0.007,-0.037,-0.062
"chr8-0294","chr8",52700001,52850000,"chr8-0294",-0.335,-0.146,-0.369,-0.145,-0.017,-0.046,-0.195,-0.222,-0.073
"chr8-0295","chr8",52850001,53300000,"chr8-0295",-0.566,-0.169,-0.592,-0.358,-0.15,-0.058,-0.423,-0.342,-0.121
"chr8-0296","chr8",53300001,53350000,"chr8-0296",-0.295,0.014,0.145,-0.143,-0.012,-0.053,-0.134,-0.113,0.024
"chr8-0297","chr8",53350001,53500000,"chr8-0297",-0.066,-0.079,0.214,0.022,-0.075,-0.043,0.039,-0.07,-0.014
"chr8-0298","chr8",53500001,53850000,"chr8-0298",0.091,-0.207,-0.267,-0.103,0.023,-0.059,-0.145,-0.02,-0.081
"chr8-0299","chr8",53850001,53900000,"chr8-0299",0.102,-0.137,-0.122,-0.045,-0.002,0.037,0.037,0.019,-0.08
"chr8-0300","chr8",53900001,54550000,"chr8-0300",-0.239,-0.006,-0.177,-0.1,-0.081,-0.05,-0.045,-0.119,-0.035
"chr8-0301","chr8",54550001,54750000,"chr8-0301",-0.276,-0.008,-0.122,0.024,-0.002,0.042,-0.181,-0.151,0.13
"chr8-0302","chr8",54750001,54800000,"chr8-0302",0.047,-0.04,-0.044,0.009,-0.003,0.049,-0.042,-0.019,-0.022
"chr8-0303","chr8",54800001,55000000,"chr8-0303",-0.174,-0.039,0.076,0.075,-0.007,-0.024,-0.086,-0.063,-0.136
"chr8-0304","chr8",55000001,55050000,"chr8-0304",0.193,0.234,0.446,0.333,0.162,0.058,0.066,0.261,0.202
"chr8-0305","chr8",55050001,55350000,"chr8-0305",-0.391,-0.047,-0.158,-0.176,-0.094,-0.118,-0.311,-0.158,-0.032
"chr8-0306","chr8",55350001,55400000,"chr8-0306",0.205,-0.085,0.158,-0.01,0.042,0.019,0.117,0.087,0.011
"chr8-0307","chr8",55400001,55550000,"chr8-0307",-0.428,0.002,0.143,-0.159,-0.067,-0.091,-0.115,-0.178,-0.046
"chr8-0308","chr8",55550001,56050000,"chr8-0308",0.119,0.036,-0.108,-0.111,-0.07,0.001,-0.152,0.024,0.133
"chr8-0309","chr8",56050001,56400000,"chr8-0309",-0.499,-0.068,-0.194,-0.218,-0.11,-0.09,-0.225,-0.282,0.035
"chr8-0310","chr8",56400001,56650000,"chr8-0310",-0.419,0.015,-0.1,-0.107,-0.033,-0.028,-0.165,-0.054,0
"chr8-0311","chr8",56650001,56750000,"chr8-0311",0.11,0.07,0.071,0.031,0.046,0.04,0.121,0.086,0.068
"chr8-0312","chr8",56750001,56800000,"chr8-0312",-0.185,-0.036,-0.296,-0.079,0.013,-0.034,-0.185,-0.223,-0.047
"chr8-0313","chr8",56800001,56950000,"chr8-0313",-0.396,0.084,-0.112,-0.151,0.042,-0.041,-0.407,-0.214,0.048
"chr8-0314","chr8",56950001,57050000,"chr8-0314",-0.28,-0.18,-0.143,-0.108,-0.03,-0.11,-0.249,-0.182,-0.097
"chr8-0315","chr8",57050001,57200000,"chr8-0315",-0.145,0.033,0.118,-0.019,0.033,-0.04,-0.089,0.119,0.094
"chr8-0316","chr8",57200001,57350000,"chr8-0316",-0.574,-0.101,-0.176,-0.34,-0.06,-0.134,-0.441,-0.247,-0.008
"chr8-0317","chr8",57350001,57400000,"chr8-0317",-0.038,-0.114,-0.08,-0.1,-0.038,-0.038,-0.046,-0.168,-0.059
"chr8-0318","chr8",57400001,58100000,"chr8-0318",-0.344,-0.125,-0.369,-0.233,-0.106,-0.041,-0.187,-0.232,-0.027
"chr8-0319","chr8",58100001,58150000,"chr8-0319",-0.097,-0.099,0.254,0.099,-0.011,-0.106,-0.098,-0.427,0.084
"chr8-0320","chr8",58150001,58200000,"chr8-0320",-0.127,-0.154,0.123,-0.056,-0.177,-0.153,-0.102,-0.134,-0.089
"chr8-0321","chr8",58200001,58950000,"chr8-0321",-0.111,0.093,-0.146,-0.098,0.042,-0.043,-0.175,-0.006,0.093
"chr8-0322","chr8",58950001,59100000,"chr8-0322",-0.105,0.052,-0.104,-0.199,0.009,-0.027,-0.183,-0.098,-0.033
"chr8-0323","chr8",59100001,59450000,"chr8-0323",-0.152,-0.03,0.052,0.032,-0.01,0.001,-0.09,0.023,0.011
"chr8-0324","chr8",59450001,59550000,"chr8-0324",0.144,0.077,0.232,0.018,0.02,-0.047,0.034,0.023,0.041
"chr8-0325","chr8",59550001,59600000,"chr8-0325",0.087,-0.064,-0.225,-0.011,0.021,0.043,0.108,0.037,0.017
"chr8-0326","chr8",59600001,60000000,"chr8-0326",-0.727,-0.296,-0.602,-0.459,-0.185,-0.277,-0.539,-0.556,-0.211
"chr8-0327","chr8",60000001,60050000,"chr8-0327",0.145,-0.04,0.425,0.13,0.049,-0.063,-0.006,-0.033,0.101
"chr8-0328","chr8",60050001,61050000,"chr8-0328",-0.642,-0.261,-0.582,-0.495,-0.235,-0.261,-0.619,-0.534,-0.206
"chr8-0329","chr8",61050001,61200000,"chr8-0329",-0.248,-0.044,0.029,-0.005,-0.013,-0.002,-0.032,-0.092,0.013
"chr8-0330","chr8",61200001,61550000,"chr8-0330",-0.239,-0.067,-0.155,-0.098,-0.052,-0.075,-0.174,0.014,-0.083
"chr8-0331","chr8",61550001,61600000,"chr8-0331",0.149,0.16,0.078,0.166,0.123,0.224,-0.013,0.234,0.245
"chr8-0332","chr8",61600001,61800000,"chr8-0332",-0.245,-0.063,0.097,-0.028,-0.056,-0.111,-0.16,-0.202,-0.135
"chr8-0333","chr8",61800001,61850000,"chr8-0333",0.012,0.074,0.265,0.179,-0.005,-0.035,0.064,0.043,-0.015
"chr8-0334","chr8",61850001,62250000,"chr8-0334",-0.283,-0.02,-0.221,-0.217,-0.062,0.004,-0.167,-0.191,0.017
"chr8-0335","chr8",62250001,62600000,"chr8-0335",-0.364,-0.028,-0.134,-0.078,-0.028,0.035,-0.318,-0.008,0.097
"chr8-0336","chr8",62600001,62650000,"chr8-0336",-0.105,0.014,0.011,0.108,-0.041,-0.009,0.045,-0.009,0.12
"chr8-0337","chr8",62650001,63150000,"chr8-0337",-0.308,-0.041,0.204,-0.053,-0.136,-0.05,-0.236,-0.112,-0.052
"chr8-0338","chr8",63150001,63200000,"chr8-0338",-0.021,0.02,0.132,0.103,0.038,-0.045,-0.129,0.011,0.048
"chr8-0339","chr8",63200001,63950000,"chr8-0339",-0.403,-0.077,-0.326,-0.247,0.035,-0.087,-0.247,-0.193,-0.037
"chr8-0340","chr8",63950001,64000000,"chr8-0340",0.004,0.036,-0.057,0.017,0.012,-0.027,-0.01,0.006,0.038
"chr8-0341","chr8",64000001,64100000,"chr8-0341",0.15,0.095,0.32,0.149,0.128,0.089,0.201,0.24,0.152
"chr8-0342","chr8",64100001,65250000,"chr8-0342",-0.538,-0.053,-0.393,-0.358,-0.047,-0.118,-0.426,-0.305,-0.021
"chr8-0343","chr8",65250001,65450000,"chr8-0343",-0.074,-0.21,-0.296,-0.324,-0.167,-0.11,-0.29,-0.297,-0.16
"chr8-0344","chr8",65450001,65500000,"chr8-0344",-0.276,-0.197,-0.659,-0.403,-0.132,-0.071,-0.175,-0.428,-0.271
"chr8-0345","chr8",65500001,65750000,"chr8-0345",-0.498,-0.249,-0.462,-0.369,-0.148,-0.145,-0.258,-0.312,-0.29
"chr8-0346","chr8",65750001,66550000,"chr8-0346",-0.3,-0.029,-0.166,-0.054,0.007,-0.047,-0.201,-0.218,-0.043
"chr8-0347","chr8",66550001,66600000,"chr8-0347",0.024,0.03,-0.458,-0.065,0.067,0.08,-0.057,0.031,-0.047
"chr8-0348","chr8",66600001,66750000,"chr8-0348",-0.436,0.115,-0.08,-0.045,0.075,0.063,-0.3,-0.137,-0.06
"chr8-0349","chr8",66750001,67000000,"chr8-0349",-0.153,0.192,0.018,-0.049,0.085,0.002,-0.21,0.046,0.07
"chr8-0350","chr8",67000001,67050000,"chr8-0350",-0.235,-0.12,-0.212,-0.102,-0.035,-0.129,-0.072,-0.151,-0.139
"chr8-0351","chr8",67050001,67300000,"chr8-0351",-0.506,-0.138,-0.484,-0.304,-0.183,-0.155,-0.432,-0.371,-0.074
"chr8-0352","chr8",67300001,67350000,"chr8-0352",-0.038,-0.177,-0.46,-0.212,-0.065,0.043,-0.017,-0.07,-0.075
"chr8-0353","chr8",67350001,67450000,"chr8-0353",-0.289,-0.006,-0.148,-0.19,0.047,-0.059,-0.163,-0.228,-0.14
"chr8-0354","chr8",67450001,67550000,"chr8-0354",-0.131,-0.035,-0.149,-0.046,0.091,0.007,-0.034,-0.012,0.051
"chr8-0355","chr8",67550001,67600000,"chr8-0355",-0.097,-0.085,-0.284,-0.121,-0.025,-0.021,-0.058,-0.028,-0.076
"chr8-0356","chr8",67600001,67700000,"chr8-0356",-0.022,0.089,-0.097,-0.007,0.087,0.048,-0.001,0.042,0.133
"chr8-0357","chr8",67700001,67850000,"chr8-0357",-0.315,0.052,-0.201,-0.084,0.023,-0.006,-0.202,-0.061,-0.043
"chr8-0358","chr8",67850001,67950000,"chr8-0358",0.035,-0.007,0.11,0.103,0.086,0.102,0.036,0.053,0.148
"chr8-0359","chr8",67950001,68000000,"chr8-0359",-0.263,-0.048,-0.416,-0.145,0.034,-0.029,-0.203,-0.218,-0.112
"chr8-0360","chr8",68000001,68300000,"chr8-0360",0.043,0.18,0.002,0.128,0.174,0.068,-0.099,0.035,0.189
"chr8-0361","chr8",68300001,68850000,"chr8-0361",-0.591,-0.048,-0.353,-0.252,-0.145,-0.14,-0.497,-0.256,-0.1
"chr8-0362","chr8",68850001,69200000,"chr8-0362",-0.192,0.014,-0.037,-0.013,0.012,-0.035,-0.025,-0.032,0.082
"chr8-0363","chr8",69200001,69250000,"chr8-0363",0.028,0.041,-0.022,0.029,0.066,0.044,-0.018,0.047,0.151
"chr8-0364","chr8",69250001,70000000,"chr8-0364",-0.472,-0.087,-0.291,-0.051,-0.081,-0.047,-0.409,-0.212,0.021
"chr8-0365","chr8",70000001,70400000,"chr8-0365",-0.451,-0.184,-0.195,-0.288,-0.151,-0.17,-0.539,-0.24,-0.158
"chr8-0366","chr8",70400001,70700000,"chr8-0366",-0.208,0.004,0.036,-0.036,-0.024,-0.018,-0.19,-0.12,0.003
"chr8-0367","chr8",70700001,70750000,"chr8-0367",-0.072,-0.174,-0.359,-0.214,-0.099,0.085,-0.125,-0.062,-0.066
"chr8-0368","chr8",70750001,70950000,"chr8-0368",-0.189,0.227,0.191,-0.086,0.033,0.031,-0.051,-0.051,-0.091
"chr8-0369","chr8",70950001,71000000,"chr8-0369",0.044,-0.056,0.338,-0.013,0.004,0.068,0.067,0.018,-0.019
"chr8-0370","chr8",71000001,71300000,"chr8-0370",-0.6,-0.119,-0.32,-0.216,-0.039,-0.11,-0.284,-0.356,-0.022
"chr8-0371","chr8",71300001,71350000,"chr8-0371",0.342,-0.001,0.159,0.292,0.06,0.141,0.216,0.214,0.182
"chr8-0372","chr8",71350001,71550000,"chr8-0372",-0.127,0.067,0.131,-0.018,0.1,-0.012,-0.127,-0.005,0.019
"chr8-0373","chr8",71550001,71600000,"chr8-0373",0.154,0.144,0.32,0.264,0.027,0.051,0.112,0.194,0.184
"chr8-0374","chr8",71600001,72450000,"chr8-0374",-0.45,-0.117,-0.043,-0.208,-0.03,-0.081,-0.249,-0.155,0.046
"chr8-0375","chr8",72450001,72750000,"chr8-0375",-0.161,-0.112,-0.043,-0.19,-0.063,-0.136,-0.239,-0.244,-0.159
"chr8-0376","chr8",72750001,72800000,"chr8-0376",-0.083,-0.118,-0.224,-0.222,-0.048,-0.015,-0.133,-0.227,-0.109
"chr8-0377","chr8",72800001,73000000,"chr8-0377",-0.177,-0.031,-0.264,-0.176,-0.124,-0.103,-0.225,-0.202,-0.097
"chr8-0378","chr8",73000001,73200000,"chr8-0378",-0.498,-0.135,-0.236,-0.284,-0.191,-0.168,-0.359,-0.273,-0.064
"chr8-0379","chr8",73200001,73800000,"chr8-0379",-0.045,-0.027,-0.132,-0.138,-0.075,-0.132,-0.173,-0.143,0.023
"chr8-0380","chr8",73800001,74000000,"chr8-0380",-0.319,-0.029,-0.065,-0.159,-0.107,-0.1,-0.242,-0.22,-0.131
"chr8-0381","chr8",74000001,74200000,"chr8-0381",-0.207,0.099,-0.03,-0.064,0.014,-0.039,-0.043,-0.001,0.064
"chr8-0382","chr8",74200001,74250000,"chr8-0382",0.122,0.045,0.062,0.152,0.076,0.046,0.069,0.008,0.176
"chr8-0383","chr8",74250001,74350000,"chr8-0383",-0.227,0.056,-0.051,-0.151,-0.066,-0.187,-0.113,-0.197,-0.005
"chr8-0384","chr8",74350001,74650000,"chr8-0384",-0.347,0.026,-0.014,-0.015,-0.012,0.012,-0.308,-0.144,0.07
"chr8-0385","chr8",74650001,74750000,"chr8-0385",0.247,0.193,-0.006,0.132,0.144,0.195,-0.08,0.156,0.187
"chr8-0386","chr8",74750001,74850000,"chr8-0386",-0.005,-0.007,-0.212,0.026,0.149,0.011,-0.098,-0.006,0.135
"chr8-0387","chr8",74850001,75200000,"chr8-0387",-0.097,0.022,-0.177,-0.046,0.051,-0.112,-0.084,-0.051,0.034
"chr8-0388","chr8",75200001,75250000,"chr8-0388",-0.087,-0.102,-0.225,-0.189,-0.024,-0.062,-0.249,-0.105,-0.046
"chr8-0389","chr8",75250001,75300000,"chr8-0389",-0.276,-0.102,-0.222,-0.067,-0.084,-0.101,-0.146,-0.085,-0.001
"chr8-0390","chr8",75300001,75850000,"chr8-0390",-0.419,-0.052,-0.202,-0.132,0.037,-0.181,-0.4,-0.223,0.031
"chr8-0391","chr8",75850001,75900000,"chr8-0391",-0.124,-0.086,-0.154,-0.097,-0.041,-0.034,-0.158,-0.138,-0.002
"chr8-0392","chr8",75900001,77550000,"chr8-0392",-0.511,-0.201,-0.372,-0.339,-0.119,-0.138,-0.52,-0.264,-0.151
"chr8-0393","chr8",77550001,77600000,"chr8-0393",-0.116,0.005,-0.269,-0.024,-0.042,-0.019,-0.254,-0.18,0.006
"chr8-0394","chr8",77600001,77650000,"chr8-0394",-0.409,-0.192,-0.196,-0.242,-0.128,-0.23,-0.214,-0.229,-0.011
"chr8-0395","chr8",77650001,77900000,"chr8-0395",-0.161,-0.001,0.099,-0.066,-0.042,-0.072,-0.285,-0.096,0.056
"chr8-0396","chr8",77900001,79400000,"chr8-0396",-0.097,-0.042,0.001,-0.025,0.024,0.076,-0.054,-0.029,0.054
"chr8-0397","chr8",79400001,79550000,"chr8-0397",-0.116,0.039,0.043,-0.047,-0.018,-0.023,-0.219,-0.001,0.008
"chr8-0398","chr8",79550001,79750000,"chr8-0398",-0.346,-0.125,-0.361,-0.141,-0.121,-0.101,-0.241,-0.252,-0.165
"chr8-0399","chr8",79750001,80650000,"chr8-0399",-0.565,-0.179,-0.368,-0.233,-0.119,-0.086,-0.478,-0.257,0.014
"chr8-0400","chr8",80650001,80700000,"chr8-0400",0.093,0.089,0.11,0.129,0.042,0.022,0.059,0.098,0.041
"chr8-0401","chr8",80700001,80900000,"chr8-0401",-0.11,0.016,0.194,-0.022,0.052,-0.068,-0.265,-0.041,0.088
"chr8-0402","chr8",80900001,81050000,"chr8-0402",-0.22,-0.059,-0.398,-0.126,0.002,0.005,-0.126,-0.236,-0.073
"chr8-0403","chr8",81050001,81350000,"chr8-0403",-0.433,0.108,0.078,-0.044,0.06,0.082,-0.163,-0.023,0.094
"chr8-0404","chr8",81350001,81450000,"chr8-0404",0.383,0.179,-0.024,0.06,0.257,0.17,0.244,0.137,0.273
"chr8-0405","chr8",81450001,81750000,"chr8-0405",-0.18,0.094,-0.008,0.075,0.076,0.042,-0.049,0.042,0.11
"chr8-0406","chr8",81750001,82000000,"chr8-0406",-0.092,-0.02,-0.292,-0.157,0.029,0.016,-0.069,-0.06,0.036
"chr8-0407","chr8",82000001,82050000,"chr8-0407",-0.497,-0.15,-0.604,-0.566,-0.049,-0.197,-0.342,-0.5,-0.33
"chr8-0408","chr8",82050001,82350000,"chr8-0408",-0.41,-0.06,-0.093,-0.129,-0.039,-0.076,-0.25,-0.194,-0.082
"chr8-0409","chr8",82350001,82400000,"chr8-0409",-0.618,-0.092,-0.514,-0.321,-0.083,-0.082,-0.58,-0.332,-0.188
"chr8-0410","chr8",82400001,82600000,"chr8-0410",-0.116,-0.017,0.205,0.043,-0.048,-0.128,-0.073,0.057,-0.041
"chr8-0411","chr8",82600001,82650000,"chr8-0411",0.006,0.067,0.182,-0.107,0.059,-0.055,-0.106,-0.077,-0.008
"chr8-0412","chr8",82650001,82800000,"chr8-0412",-0.002,0.015,0.198,0.096,0.011,0.049,0.02,0.098,0.136
"chr8-0413","chr8",82800001,85050000,"chr8-0413",-0.111,0.047,0.346,0.148,0,-0.121,-0.137,0.018,0.088
"chr8-0414","chr8",85050001,85100000,"chr8-0414",0.338,0.183,0.654,0.298,0.187,0.168,0.183,0.209,0.156
"chr8-0415","chr8",85100001,86050000,"chr8-0415",-0.39,-0.21,-0.475,-0.258,-0.095,-0.092,-0.397,-0.135,-0.112
"chr8-0416","chr8",86050001,86150000,"chr8-0416",-0.012,0.036,-0.09,-0.006,0.108,0.029,-0.015,-0.031,0.042
"chr8-0417","chr8",86150001,86350000,"chr8-0417",-0.458,-0.132,-0.176,-0.273,-0.153,-0.145,-0.502,-0.401,-0.165
"chr8-0418","chr8",86350001,86400000,"chr8-0418",-0.274,-0.2,-0.76,-0.438,-0.138,-0.134,-0.237,-0.468,-0.21
"chr8-0419","chr8",86400001,86576451,"chr8-0419",-0.052,-0.082,0.489,0.122,0.002,-0.123,-0.199,0.001,0.082
"chr8-0420","chr8",86726452,87350000,"chr8-0420",-0.282,0.091,0.068,-0.083,-0.008,-0.053,-0.334,-0.131,0.009
"chr8-0421","chr8",87350001,87500000,"chr8-0421",-0.254,0.055,-0.145,0.073,0.045,0.067,-0.176,0.027,0.125
"chr8-0422","chr8",87500001,87550000,"chr8-0422",0.014,-0.208,-0.188,0.002,-0.02,-0.059,0.058,-0.09,0.005
"chr8-0423","chr8",87550001,88850000,"chr8-0423",-0.849,-0.191,-0.552,-0.544,-0.158,-0.139,-0.723,-0.369,-0.227
"chr8-0424","chr8",88850001,89300000,"chr8-0424",-0.302,-0.058,0.136,-0.101,-0.034,-0.047,-0.227,-0.083,0.098
"chr8-0425","chr8",89300001,89350000,"chr8-0425",0.121,-0.082,-0.261,-0.226,0.004,-0.091,-0.163,-0.113,-0.059
"chr8-0426","chr8",89350001,90300000,"chr8-0426",-0.49,-0.068,-0.008,-0.065,-0.049,-0.118,-0.378,-0.063,0.084
"chr8-0427","chr8",90300001,90800000,"chr8-0427",-0.268,-0.111,-0.343,-0.157,0.078,0.052,-0.144,-0.134,-0.029
"chr8-0428","chr8",90800001,90950000,"chr8-0428",-0.176,-0.038,-0.114,0.031,0.068,0.08,-0.144,-0.06,0.066
"chr8-0429","chr8",90950001,91050000,"chr8-0429",-0.2,-0.208,-0.266,-0.196,-0.071,-0.05,-0.084,-0.087,-0.109
"chr8-0430","chr8",91050001,91650000,"chr8-0430",-0.656,-0.084,-0.386,-0.326,-0.111,-0.095,-0.534,-0.374,-0.122
"chr8-0431","chr8",91650001,91700000,"chr8-0431",-0.137,0.013,0.078,0.114,0.01,-0.064,0.002,0.022,0.074
"chr8-0432","chr8",91700001,91850000,"chr8-0432",-0.369,-0.267,-0.297,-0.308,-0.147,0.004,-0.425,-0.185,-0.089
"chr8-0433","chr8",91850001,92050000,"chr8-0433",-0.51,-0.22,-0.451,-0.448,-0.198,-0.18,-0.451,-0.401,-0.101
"chr8-0434","chr8",92050001,92100000,"chr8-0434",-0.146,-0.11,-0.359,-0.128,-0.03,-0.046,0.017,0.062,0.018
"chr8-0435","chr8",92100001,93000000,"chr8-0435",-0.512,-0.045,0.036,-0.183,-0.082,-0.123,-0.519,-0.176,-0.038
"chr8-0436","chr8",93000001,93100000,"chr8-0436",-0.615,-0.094,-0.595,-0.468,-0.161,-0.204,-0.754,-0.535,-0.265
"chr8-0437","chr8",93100001,93450000,"chr8-0437",-0.153,-0.074,-0.067,-0.041,-0.02,-0.08,-0.156,-0.121,0.033
"chr8-0438","chr8",93450001,93950000,"chr8-0438",-0.581,-0.149,-0.323,-0.203,-0.049,-0.079,-0.467,-0.27,-0.141
"chr8-0439","chr8",93950001,94400000,"chr8-0439",-0.382,-0.067,-0.223,-0.275,-0.1,-0.054,-0.43,-0.2,-0.016
"chr8-0440","chr8",94400001,94700000,"chr8-0440",-0.547,-0.077,-0.232,-0.397,-0.191,-0.212,-0.565,-0.265,-0.048
"chr8-0441","chr8",94700001,94750000,"chr8-0441",0.073,-0.041,-0.037,-0.046,0.05,-0.039,-0.033,-0.042,-0.034
"chr8-0442","chr8",94750001,94800000,"chr8-0442",0.109,0.084,-0.058,0.058,0.018,0.041,0.019,0.029,0.046
"chr8-0443","chr8",94800001,94950000,"chr8-0443",-0.075,-0.019,0.013,0.002,-0.006,0.05,-0.054,-0.011,0.107
"chr8-0444","chr8",94950001,95250000,"chr8-0444",-0.343,0.003,-0.343,-0.191,-0.043,-0.125,-0.193,-0.302,-0.062
"chr8-0445","chr8",95250001,95450000,"chr8-0445",-0.352,-0.08,-0.38,-0.217,-0.044,-0.151,-0.195,-0.241,-0.071
"chr8-0446","chr8",95450001,95500000,"chr8-0446",-0.457,-0.115,-0.408,-0.222,-0.04,0.048,-0.538,-0.27,-0.2
"chr8-0447","chr8",95500001,95650000,"chr8-0447",0.008,0.127,0.214,0.08,0.051,-0.012,-0.201,-0.078,-0.127
"chr8-0448","chr8",95650001,95700000,"chr8-0448",0.138,-0.032,0.014,0.024,-0.028,0.178,0.023,-0.021,-0.016
"chr8-0449","chr8",95700001,95850000,"chr8-0449",0.079,0.08,0.136,0.192,0.123,0.079,0.067,0.175,0.169
"chr8-0450","chr8",95850001,96000000,"chr8-0450",0.111,0.035,0.104,0.055,0.048,0.02,0.067,0.083,0.103
"chr8-0451","chr8",96000001,96100000,"chr8-0451",-0.105,0.03,0.059,-0.082,0.03,0.001,-0.017,-0.112,0.026
"chr8-0452","chr8",96100001,96300000,"chr8-0452",-0.236,-0.006,-0.308,-0.161,0.036,0.006,-0.226,-0.1,-0.069
"chr8-0453","chr8",96300001,97150000,"chr8-0453",-0.676,-0.162,-0.517,-0.367,-0.141,-0.2,-0.5,-0.422,-0.278
"chr8-0454","chr8",97150001,97200000,"chr8-0454",-0.012,0.015,0.144,0.033,0.005,-0.01,-0.024,-0.017,0.051
"chr8-0455","chr8",97200001,97300000,"chr8-0455",-0.056,-0.081,-0.227,-0.025,-0.004,-0.072,-0.085,-0.016,0.001
"chr8-0456","chr8",97300001,97500000,"chr8-0456",-0.325,-0.054,-0.215,-0.17,0.001,-0.137,-0.227,-0.209,-0.069
"chr8-0457","chr8",97500001,97550000,"chr8-0457",0.061,0.062,0.144,0.05,-0.002,0.015,0.014,0.072,0.106
"chr8-0458","chr8",97550001,97700000,"chr8-0458",-0.102,-0.055,-0.23,-0.074,0.018,-0.025,-0.09,-0.101,-0.119
"chr8-0459","chr8",97700001,98250000,"chr8-0459",-0.531,-0.083,-0.402,-0.389,-0.15,-0.115,-0.351,-0.404,-0.046
"chr8-0460","chr8",98250001,98300000,"chr8-0460",0,-0.058,0.012,0.027,-0.082,-0.205,-0.2,-0.025,-0.176
"chr8-0461","chr8",98300001,98650000,"chr8-0461",-0.422,0.031,-0.043,-0.193,0.089,-0.056,-0.344,-0.113,0.057
"chr8-0462","chr8",98650001,98750000,"chr8-0462",0.012,-0.017,-0.404,0.051,0.114,0.171,0.106,0.112,0.098
"chr8-0463","chr8",98750001,98850000,"chr8-0463",0.057,0.2,0.555,0.282,0.139,0.127,-0.032,0.238,0.157
"chr8-0464","chr8",98850001,98900000,"chr8-0464",-0.025,-0.004,0.018,-0.001,0.034,-0.119,0.032,0.064,-0.008
"chr8-0465","chr8",98900001,99050000,"chr8-0465",-0.324,-0.014,-0.275,-0.191,0.025,-0.053,-0.147,-0.189,-0.035
"chr8-0466","chr8",99050001,99100000,"chr8-0466",0.02,0.099,0.146,0.032,0.057,-0.021,0.008,0.067,-0.089
"chr8-0467","chr8",99100001,99150000,"chr8-0467",0.097,0.002,0.168,0.084,-0.006,-0.065,0.11,0.147,-0.014
"chr8-0468","chr8",99150001,99450000,"chr8-0468",-0.224,-0.027,-0.169,-0.154,-0.05,-0.043,-0.116,-0.125,-0.03
"chr8-0469","chr8",99450001,99950000,"chr8-0469",-0.218,0.009,-0.068,-0.139,0.055,-0.102,-0.258,-0.212,-0.034
"chr8-0470","chr8",99950001,100000000,"chr8-0470",0.235,-0.114,0.066,-0.083,-0.014,0.037,0.126,-0.039,0.018
"chr8-0471","chr8",100000001,100700000,"chr8-0471",-0.216,-0.036,-0.16,-0.116,0.006,-0.075,-0.318,-0.138,0.032
"chr8-0472","chr8",100700001,100900000,"chr8-0472",-0.208,-0.121,-0.401,-0.096,0.021,-0.026,-0.154,-0.197,-0.047
